title,source,q1,q2,sep
A mo-Roman sampler,Puzzling_23,What is the simplest positive mo-Roman numeral     whose value is negated     by&nbsp;removing&nbsp;its&nbsp;first&nbsp;digit?,What is the simplest positive mo-Roman numeral     whose value is negated     by&nbsp;removing&nbsp;its&nbsp;last&nbsp;digit?,243
A mo-Roman sampler,Puzzling_23,What is the simplest positive mo-Roman numeral     whose value is negated     by&nbsp;removing&nbsp;its&nbsp;last&nbsp;digit?,What is the simplest positive mo-Roman numeral     whose value can be negated     by&nbsp;appending&nbsp;a&nbsp;single&nbsp;digit?,243
A mo-Roman sampler,Puzzling_23,What is the simplest positive mo-Roman numeral     whose value can be negated     by&nbsp;appending&nbsp;a&nbsp;single&nbsp;digit?,What is the simplest positive mo-Roman numeral     whose value can be negated     by&nbsp;prepending&nbsp;(adding&nbsp;on&nbsp;the&nbsp;left)&nbsp;a&nbsp;single&nbsp;digit?,242
A mo-Roman sampler,Puzzling_23,What is the simplest positive mo-Roman numeral     whose value can be negated     by&nbsp;prepending&nbsp;(adding&nbsp;on&nbsp;the&nbsp;left)&nbsp;a&nbsp;single&nbsp;digit?,What is the simplest positive mo-Roman numeral     whose value is negated     by&nbsp;reversing&nbsp;the&nbsp;order&nbsp;of&nbsp;its&nbsp;digits?,245
A mo-Roman sampler,Puzzling_23,What is the simplest positive mo-Roman numeral     whose value is negated     by&nbsp;reversing&nbsp;the&nbsp;order&nbsp;of&nbsp;its&nbsp;digits?,What is the simplest mo-Roman representation of zero that     &bull; is asymmetric     &bull; also represents zero when reversed?,233
A mo-Roman sampler,Puzzling_23,What is the simplest mo-Roman representation of zero that     &bull; is asymmetric     &bull; also represents zero when reversed?,What is the simplest mo-Roman representation of zero that     &bull; is asymmetric     &bull; also represents zero when reversed     &bull; includes only one instance of its largest digit?,93
A mo-Roman sampler,Puzzling_23,What is the simplest mo-Roman representation of zero that     &bull; is asymmetric     &bull; also represents zero when reversed     &bull; includes only one instance of its largest digit?,What is the simplest mo-Roman representation of zero that     &bull; is asymmetric     &bull; also represents zero when reversed     &bull; includes only one instance of its largest digit     &bull; begins and ends with different digits?,158
Filling a sudoku/latin square like array,Puzzling_24,What could be a probable algorithm to build such an array?,"One probable combination satisfying the above rules for order of array[tex], and cardinality of the set of positive integers is [tex]: [tex]  Another example involving the order of array [tex] and number of positive integer options [tex], i.e length of tuple of positive entries [tex] is: \begin{pmatrix}1&amp;2&amp;3&amp;0&amp;0&amp;0\\4&amp;3&amp;0&amp;0&amp;0&amp;1\\2&amp;0&amp;0&amp;0&amp;4&amp;3\\0&amp;0&amp;0&amp;4&amp;3&amp;2\\0&amp;0&amp;4&amp;2&amp;1&amp;0\\0&amp;4&amp;1&amp;3&amp;0&amp;0\end{pmatrix}  Also, a very important question is, whether such a n array can be built for every [tex] and [tex]?",0
Filling a sudoku/latin square like array,Puzzling_24,"One probable combination satisfying the above rules for order of array[tex], and cardinality of the set of positive integers is [tex]: [tex]  Another example involving the order of array [tex] and number of positive integer options [tex], i.e length of tuple of positive entries [tex] is: \begin{pmatrix}1&amp;2&amp;3&amp;0&amp;0&amp;0\\4&amp;3&amp;0&amp;0&amp;0&amp;1\\2&amp;0&amp;0&amp;0&amp;4&amp;3\\0&amp;0&amp;0&amp;4&amp;3&amp;2\\0&amp;0&amp;4&amp;2&amp;1&amp;0\\0&amp;4&amp;1&amp;3&amp;0&amp;0\end{pmatrix}  Also, a very important question is, whether such a n array can be built for every [tex] and [tex]?","Or, are there any constraints on [tex]?",0
Filling a sudoku/latin square like array,Puzzling_24,"Or, are there any constraints on [tex]?",Any hints?,232
"Number puzzles - What goes instead of ""?""",Puzzling_25,"One of my friends went to an interview and got this question : ""What goes in the ?",But where the ?,263
Age of the Daughters,Puzzling_27,"Then Peter says, ""Really?",How old are the daughters?,27
Mad king riddle,Puzzling_29,I was asked of a similar riddle to the one you posted where a mad king asks you to kill a chicken but would have to use the same method on you : how do you survive?,Could you tell me?,109
Mad king riddle,Puzzling_29,Could you tell me?,?,0
Representation of Mo-roman numerals,Puzzling_30,This continues the spirit of Mo-roman numerals started by humn      What is/are the natural number(s) that has/have the most different representations in mo-Roman numerals and what is the number of representations in mo-Roman numerals where all the roman numerals are used once and only once?,What is/are the natural number(s) that has/have the fewest (at least 1) representations in mo-Roman numerals where all the roman numerals are used once and only once?,0
Representation of Mo-roman numerals,Puzzling_30,What is/are the natural number(s) that has/have the fewest (at least 1) representations in mo-Roman numerals where all the roman numerals are used once and only once?,Explanations:    What is a mo-Roman numeral?,137
Representation of Mo-roman numerals,Puzzling_30,Explanations:    What is a mo-Roman numeral?,In Mo-roman numerals it can be written also as [tex]      What are the roman numerals and their values?,219
A regular riddle,Puzzling_31,"The plan wouldn't have worked if he had stayed with you all.""""Plan?",What plan?,0
A regular riddle,Puzzling_31,What plan?,"""What kind of creatures?",320
A regular riddle,Puzzling_31,"""What kind of creatures?","""Why not birds?",60
The four of us are brothers and sisters. Who are we? And why?,Puzzling_33,What are our real names?,And why do you think so?,0
The four of us are brothers and sisters. Who are we? And why?,Puzzling_33,And why do you think so?,"Regarding your nationality, are you British or Italian?",141
The four of us are brothers and sisters. Who are we? And why?,Puzzling_33,"Regarding your nationality, are you British or Italian?","This is rather vague, but where do you go?",106
The four of us are brothers and sisters. Who are we? And why?,Puzzling_33,"This is rather vague, but where do you go?",ONE: Go where?,0
The four of us are brothers and sisters. Who are we? And why?,Puzzling_33,ONE: Go where?,"TWO: Perhaps, I'm the one who goes downwards?",27
The four of us are brothers and sisters. Who are we? And why?,Puzzling_33,"TWO: Perhaps, I'm the one who goes downwards?",Do you guys share a habit?,120
The four of us are brothers and sisters. Who are we? And why?,Puzzling_33,Do you guys share a habit?,"If so, what is it?",0
The four of us are brothers and sisters. Who are we? And why?,Puzzling_33,"If so, what is it?",What do you do on a daily basis?,73
The four of us are brothers and sisters. Who are we? And why?,Puzzling_33,What do you do on a daily basis?,What's your favourite number?,277
The four of us are brothers and sisters. Who are we? And why?,Puzzling_33,What's your favourite number?,FOUR: Do I need to spell it out?,158
The four of us are brothers and sisters. Who are we? And why?,Puzzling_33,FOUR: Do I need to spell it out?,Isn't it obvious?,0
The four of us are brothers and sisters. Who are we? And why?,Puzzling_33,Isn't it obvious?,"You guys collaborate with each other all the time, right?",6
Note Masher? Oarsmen?,Puzzling_34,D: Again?,Anything harder?,236
Note Masher? Oarsmen?,Puzzling_34,Anything harder?,"J: Ok, how about Two ton gator upwind?",0
Note Masher? Oarsmen?,Puzzling_34,"J: Ok, how about Two ton gator upwind?",Are you sure it's right?,31
Note Masher? Oarsmen?,Puzzling_34,Are you sure it's right?,What about End a sweat in a bed?,44
Note Masher? Oarsmen?,Puzzling_34,What about End a sweat in a bed?,D: Umm... Hand pie?,90
Note Masher? Oarsmen?,Puzzling_34,D: Umm... Hand pie?,Did we ever come up with a name for this game?,110
Note Masher? Oarsmen?,Puzzling_34,Did we ever come up with a name for this game?,Questions:   Who might J and D be?,49
Note Masher? Oarsmen?,Puzzling_34,Questions:   Who might J and D be?,What strange game is this?,0
Note Masher? Oarsmen?,Puzzling_34,What strange game is this?,Why doesn't D know that?,42
Note Masher? Oarsmen?,Puzzling_34,Why doesn't D know that?,"If J challenged with ""Am I mod Doorknob or celery ruler?",0
Note Masher? Oarsmen?,Puzzling_34,"If J challenged with ""Am I mod Doorknob or celery ruler?",""", what is the correct response?",0
Note Masher? Oarsmen?,Puzzling_34,""", what is the correct response?","Do you think it would have been fine, or was I right to take it out?",520
My memory was erased by some external force. Where did I travel?,Puzzling_35,Where did I travel?,And why do you think so?,0
A (trigonometric ?) cryptography riddle,Puzzling_38,   Tan: Why did [tex] eat a sandwich?,Can you help Tan and Cot out?,608
The Case of the Missing Kitten (Part 2),Puzzling_39,Where am I?,"S, P, S, M, T, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"S, P, S, M, T, ?","A, B, B, F, G, L, M, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"A, B, B, F, G, L, M, ?","W, A, J, M, M, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"W, A, J, M, M, ?","V, M, K, K, E, E, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"V, M, K, K, E, E, ?","F, M, M, B, B, E, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"F, M, M, B, B, E, ?","S, M, H, D, W, M, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"S, M, H, D, W, M, ?","C, T, F, N, I, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"C, T, F, N, I, ?","R, C, U, C, B, A, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"R, C, U, C, B, A, ?","W, B, S, K, N, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"W, B, S, K, N, ?","A, T, J, A, F, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"A, T, J, A, F, ?","N, U, S, J, M, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"N, U, S, J, M, ?","P, A, I, S, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"P, A, I, S, ?","T, T, T, F, F, S, S, E, ?",0
The Case of the Missing Kitten (Part 2),Puzzling_39,"T, T, T, F, F, S, S, E, ?","E, G, D, S, F, L, ?",0
Sequence puzzling - what is the next number?,Puzzling_40,"As stated, what's the next number?","71,82,94,94,53,43,62,?",0
This puzzle's main portion is a piece of... cake?,Puzzling_41,Quizzing for Information   What has the world's largest love handles?,What is the name of the world's largest organ?,35
This puzzle's main portion is a piece of... cake?,Puzzling_41,What is the name of the world's largest organ?,What is the loudest thing in the ocean?,27
This puzzle's main portion is a piece of... cake?,Puzzling_41,What is the loudest thing in the ocean?,What is the largest living thing on Earth?,17
This puzzle's main portion is a piece of... cake?,Puzzling_41,What is the largest living thing on Earth?,"What are large, blue, rare, slow-moving, have calves, suffer from wet bottoms and are found all over the world?",25
This puzzle's main portion is a piece of... cake?,Puzzling_41,"What are large, blue, rare, slow-moving, have calves, suffer from wet bottoms and are found all over the world?",What is the world's longest animal (2nd time)?,18
This puzzle's main portion is a piece of... cake?,Puzzling_41,What is the world's longest animal (2nd time)?,What is smaller than the moon and keeps moving the sea around?,16
This puzzle's main portion is a piece of... cake?,Puzzling_41,What is smaller than the moon and keeps moving the sea around?,Something seems amiss though... can you work out the cause?,286
Tic-Tac-Toe Without a Predefined Board,Puzzling_42,"In Mary's Tic-Tac-Toe variation, what will be the outcome with optimal play?",Does Player One have a forced win?,0
"A letter to my girlfriend, she would have been thirty this year",Puzzling_43,"Who is she, and what experiences did we share together?","Do you remember the time your younger sister (the one who loved those cartoon classics) brought all those pets home from Scotland in, 1991 was it?",735
"A letter to my girlfriend, she would have been thirty this year",Puzzling_43,"Do you remember the time your younger sister (the one who loved those cartoon classics) brought all those pets home from Scotland in, 1991 was it?",Wasn't there even a statue of them?,270
"A letter to my girlfriend, she would have been thirty this year",Puzzling_43,Wasn't there even a statue of them?,Do you remember your friends?,435
"A letter to my girlfriend, she would have been thirty this year",Puzzling_43,Do you remember your friends?,Does that ring a bell?,369
Pirate Blurpwhicks Level,Puzzling_44,Would you like to visit us this weekend?,Do you still remember the pirate stories I used to tell you when you were a little boy?,37
Pirate Blurpwhicks Level,Puzzling_44,Do you still remember the pirate stories I used to tell you when you were a little boy?,And that you've always wondered if there is a little truth in any of the stories?,0
Pirate Blurpwhicks Level,Puzzling_44,And that you've always wondered if there is a little truth in any of the stories?,"Can you figure out what to do and will you be able to get out alive, or even advance through the stone door?",2821
A New Twist on an Old Cipher,Puzzling_45,"At ca pqy aqw eohduob kdg xs   Rsxmgi mtb ymnx ""hnumjw"" ltjx   Xjjrx ny'x ynrj kux se tkdz ingrrktml —   Dpss fvb zapss il vu fvby avlz?","Lupnthapj wbggslz jhu il   Ylhssf mbu... Dpss fvb ahrl svun, av   Mpuk aom Icbpwz wn ug Abwzg?",0
A New Twist on an Old Cipher,Puzzling_45,"Lupnthapj wbggslz jhu il   Ylhssf mbu... Dpss fvb ahrl svun, av   Mpuk aom Icbpwz wn ug Abwzg?",Wz bpm Aqwpna xo vh Bxwp?,0
A New Twist on an Old Cipher,Puzzling_45,Wz bpm Aqwpna xo vh Bxwp?,Wfvdwkl tl t yetpexll vbkvex?,249
A New Twist on an Old Cipher,Puzzling_45,Wfvdwkl tl t yetpexll vbkvex?,Xgwexll tl mby Oidqanoa?,0
A New Twist on an Old Cipher,Puzzling_45,Xgwexll tl mby Oidqanoa?,Eo pda wjosbo vlr'sb burpyarcb   Emgle rm msrjgtc rfgq tcpqc?,0
A New Twist on an Old Cipher,Puzzling_45,Eo pda wjosbo vlr'sb burpyarcb   Emgle rm msrjgtc rfgq tcpqc?,Who is it?,189
Red herring (Title must be at least 15 characters.),Puzzling_47,"The postwar confusion by Avigrail, 2016  There's no one left but a group of 5 Two of the group in an ongoing strife The rejoicing third taking all the pride Dear stranger, will you pick your side?","One who's fallen, no chance of return All burnt out and down by the stern Yet, another one hidden in the dark Only waiting for this single spark He's lying in wait in his covert hutch Merely longing for a finger's touch    So much for their history Can you reveal their mystery?",0
Guess The Object - What Am I Riddle (Part 4!),Puzzling_49,What am I?,You guys don't mind I made a part 4 do you?,0
King of Captures,Puzzling_50,What is the position before the move?,How can the king captured all 12 pieces on a single move?,0
Self-intro to mo-Roman numerals,Puzzling_51,&ensp;   What number can spell itself in two different ways     with mo-Roman letter substitution?,"For example, the number 6 can spell itself in one way with mo-Roman letter substitution:  &emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp; 6 &hairsp; = &hairsp; VX&hairsp;I &hairsp; = &hairsp; s&hairsp;i&hairsp;x  &hairsp; by substituting          &hairsp; V &rarr; s,      &hairsp; X &rarr; i       &hairsp; and &hairsp; I &rarr; x  But, 6 = VX&hairsp;I ?",303
Self-intro to mo-Roman numerals,Puzzling_51,"For example, the number 6 can spell itself in one way with mo-Roman letter substitution:  &emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp;&emsp; 6 &hairsp; = &hairsp; VX&hairsp;I &hairsp; = &hairsp; s&hairsp;i&hairsp;x  &hairsp; by substituting          &hairsp; V &rarr; s,      &hairsp; X &rarr; i       &hairsp; and &hairsp; I &rarr; x  But, 6 = VX&hairsp;I ?",&hairsp; Not the usual V&hairsp;I ?,0
The SErial Killer (Part 2),Puzzling_52,What's your next move?,Where should you look?,0
What does 1+1=?,Puzzling_53,The teacher turned and wrote What is 1+1?,Maybe you can?,2182
What does 1+1=?,Puzzling_53,Maybe you can?,What does 1+1=?,0
What Am I Riddle (Part 6),Puzzling_54,Am I real?,"If I swallow a 'POLO', I will become fully good...  Can you guess who I am???",184
Me and my opposite,Puzzling_55,What am I and what  is my opposite?,Bonus: where else can we both be found?,0
A cipher sequence,Puzzling_56,"He who answers correctly first with the name of a famous cipher, shall receive points in the form of online reputation and proceed to their final task - enjoying their sense of accomplishment...  Good luck...       QWXNFTGBCJJOLRTRJMKNHQAASVJMKJDDF11GQRNNUEOE14ICPDVBYBPFCJIZBYGERUQGOAGOHMDJLPVWPFTXJCCKWUILUQOCUOPP?RUBEUY1LRTJHUGPVU2035TUNTQGBSLUMVGXDSVLNTRSHIEIRBHKSDUHSWNULNPWVBQKYYQWXEIGVINRSEXPUQMUYWLDXBOOAWWZJEPXZRBEDHVS   Oh, and here is the information about the other candidates:    Not that that would be of any help at all of course... (or is it?",)(or isn't it?,0
A cipher sequence,Puzzling_56,)(or isn't it?,)(or is it?,0
A cipher sequence,Puzzling_56,)(or is it?,)(or isn't it?,0
Security to the Party [Part 28!] [Hacked Eddition],Puzzling_57,What's your answer?,"Also, what was the correct answer to 0?",0
Security to the Party [Part 28!] [Hacked Eddition],Puzzling_57,"Also, what was the correct answer to 0?",Why?,0
Security to the Party [Part 28!] [Hacked Eddition],Puzzling_57,Why?,What is the answer?,51
The strange SMS (Part 2),Puzzling_58,Question  What did he send me?,Why is he late?,0
The strange SMS (Part 2),Puzzling_58,Why is he late?,Where were we planning to meet?,0
The strange SMS (Part 2),Puzzling_58,Where were we planning to meet?,Do you think this is a game?,130
The Security to the Party [Part 20],Puzzling_59,Where did your friend go wrong?,"He says, ""34"", what do you reply?",611
Room 4 of the Maze,Puzzling_60,"""What's coming next?",Are you any closer to escaping the Maze?,2597
Room 4 of the Maze,Puzzling_60,Are you any closer to escaping the Maze?,What's the next subject matter?,0
Room 4 of the Maze,Puzzling_60,What's the next subject matter?,Will anyone ever get sent to the universe of Bud Light Lime?,0
What is going on? Paintings too?,Puzzling_61,"The furnishing of the mansion (furniture, placement of furniture, etc) has not been changed for years   Symptoms of the sickness:   irritated eyes, throat, sinuses headaches shortness of breath   What is the cause of the sickness?",Omzr bx Y?,1144
Cryptic Crossword #3: Words on Wheels,Puzzling_62,A site to the west-southwest?,"Say hear-say, mostly?",1132
The Security to the Party [Part 29],Puzzling_63,"Before it gets to your friend, who is in front of you, he turns and whispers to you, ""Well it's pretty obvious this isn't just a random sequence, isn't it?",What number do you tell the guard?,226
How many Questions will you need to Guess the Card?,Puzzling_64,How many questions do you need to determine the card?,Questions like these are not allowed:   Is its value between 1 and 6?,0
How many Questions will you need to Guess the Card?,Puzzling_64,Questions like these are not allowed:   Is its value between 1 and 6?,These are:   Is its suit clubs?,0
How many Questions will you need to Guess the Card?,Puzzling_64,These are:   Is its suit clubs?,Is it a face card?,0
How many Questions will you need to Guess the Card?,Puzzling_64,Is it a face card?,"Is its value greater than, less than, or equal to six?",0
Old dragon returning - hide your children!,Puzzling_65,"I'm ambiguous by nature as I grow tall after all Your puny little earth shall tremble at my call In small as in big, the extremes I will lead My address is surely some superstition's seed  Abnormal my birth in a land of illusion so mortal You touch the near ground of the specular portal One long gone monster, not touchable for man Nary a sinner may tame me as merely nothing can  A creature of prey hunting for your deceased I shall turn it soft, into a sustaining feast Imprisoned by tradition, tortured to the graves Royal is my essence, my innards rule the waves  As the elders have foretold, the end is near And with one difference you can only find hear The keeper of time will choose 2 over infinity You and me and the devil form a handsome trinity     Seriously, looking at the hint already?",Is this a who or what am I?,36
Old dragon returning - hide your children!,Puzzling_65,Is this a who or what am I?,"You really need those hints, don't you?",0
This is it. This is the one. Find your wife,Puzzling_66,"If you have found her, maybe you could try saving her?",Where has your wife gone?,2351
Tips for solving poem riddles,Puzzling_67,"Inspired by the 'Tips for Golfing in....' (tips) questions on Programming Puzzles and Code Golf.SE and confused by the plethora of poem riddles springing up, I wondered: what are some tips for solving poem riddles?","For example, it is best to read each line carefully the first time or is it best to read it through a couple of times and then start guessing?",0
Two Armies of Ants,Puzzling_68,Can the armies pass each other without having to fight?,"If so, how do they do this?",0
The SErial Killer's killer,Puzzling_69,Who was the murderer?,Bonus: What's carved into the side of the gun?,0
Cyrus' Adventure (Part 1),Puzzling_70,What are the 4 letters?,What is the password?,0
Cyrus' Adventure (Part 1),Puzzling_70,What is the password?,Can you help Cyrus solve the problem?,0
Room 5 of the Maze,Puzzling_71,Were they ever really there?,Did they know that you were going to rip the paper beforehand?,1397
Room 5 of the Maze,Puzzling_71,Did they know that you were going to rip the paper beforehand?,Or did they make that information appear without you noticing?,0
Reverse Puzzling - Curious Chess,Puzzling_72,"So you can't move the pawns, eh?",What was the puzzle that I gave George?,303
Popularity Within a Target Audience,Puzzling_73,???,Group's new in-joke?,865
Popularity Within a Target Audience,Puzzling_73,Group's new in-joke?,"Army groups not, for instance, prideful?",223
Popularity Within a Target Audience,Puzzling_73,"Army groups not, for instance, prideful?",Will they be able to make the lucky spin?,1301
Popularity Within a Target Audience,Puzzling_73,Will they be able to make the lucky spin?,What can we use to quickly determine what's worth checking out?,2193
"My parts stand, hand in hand",Puzzling_74,"Come again, you say?",What am I?,56
Sold - a sequence of words,Puzzling_75, Moon False Coffee Peace Neutral Stones Hell Private Plane   What is the pattern behind this sequence?,How might it continue?,0
"Brain Reading, part 2",Puzzling_76,How did Bob know that?,Was I supposed to be guessing again?,175
"Brain Reading, part 2",Puzzling_76,Was I supposed to be guessing again?,"""No?",575
"Brain Reading, part 2",Puzzling_76,"""No?","""We aren't doing animals this time, are we?",33
"Brain Reading, part 2",Puzzling_76,"""We aren't doing animals this time, are we?",How do they keep doing that?,387
"Brain Reading, part 2",Puzzling_76,How do they keep doing that?,How did Kim and Bob do it this time?,913
"Brain Reading, part 2",Puzzling_76,How did Kim and Bob do it this time?,"""Frickin hell you can't guess what I'm thinking, did I hear you right?",2286
"Brain Reading, part 2",Puzzling_76,"""Frickin hell you can't guess what I'm thinking, did I hear you right?",How did Bob and Kim do it again?,332
Measuring Lumberjacks,Puzzling_77,"After Lumberjackification Ritual:   201, 204, 212, ?",", ?",0
The Trolley Problem Revisited,Puzzling_83,"How can the man solve his dilemma, and can it be done without anyone being killed?","If not, should he let 100 people die who were not otherwise his responsibility, while saving the 95 which is part of his job; or should he let the 95 people die in order to save the 100 which were not his responsibility?",0
The Trolley Problem Revisited,Puzzling_83,"If not, should he let 100 people die who were not otherwise his responsibility, while saving the 95 which is part of his job; or should he let the 95 people die in order to save the 100 which were not his responsibility?",How does he solve his dilemma?,246
Taming the beast,Puzzling_84,What is the name of this beast?,Bonus points: Where is it?,0
What's the sequence?,Puzzling_85,Which does Joe like - 3600 or 3700?,Why?,0
Pucks in the arena,Puzzling_87,"Assuming no energy losses during sliding and collisions, can you hit one of the pucks such that the two pucks touch exactly once and then never again?","If so, how can you do it?",0
Murder of the President - Part 5,Puzzling_88,(Italics will indiacte handwritten and bold will indicate typed)  Here are the notes     #1   ERP BTRCBIV PTUKU GTI CUBL        #2   WAPHFS RPL MU UMK SQOF GWAWFGX UCTME UPCG        #3   M DT AJF MMUPIS - YQ        #4   SAQEHY WQG NT XLF VMOIA DUWI        #5   BVB YPPX LEXDK NJ        #6   VVHC ASL FNOXIS JETM ZVVOIU ZWTJPK   LLIFVFXZIDN   What is the code to get into the box?,What do all the notes mean?,0
"Who killed Mr. Green, and Why?",Puzzling_89,Who was the lizard man's killer?,And why did they kill him right there?,0
"Who killed Mr. Green, and Why?",Puzzling_89,And why did they kill him right there?,"Who was the culprit and killer, And the reason for such a despair?",0
Decipher this puzzle -- with clues!,Puzzling_90,"Iplt uyt D idxu Xfz, Pfxi gj D ds?","We were also given three clues:   Hint 1: SO, YOU LIKE TO PLAY CASTLEVANIA?",129
Fixing a Binairo Mistake,Puzzling_91,"I am not asking you to solve this puzzle for me necessarily, but rather, I want to know: Is it possible to determine logically where I went wrong without starting over from scratch or randomly erasing cells?",What would you do to correct your mistake if you found yourself in this position while solving the puzzle?,0
