title,source,q1,q2,sep
Mom Losing Her Mobility Because of her Weight Gain,Fitness_37,What the heck is going on?,Or am I being selfish here?,0
Mom Losing Her Mobility Because of her Weight Gain,Fitness_37,Or am I being selfish here?,"How is it fair that she gets to eat like this, and we have to manage all with the consequences?",0
The chemical make-up of food: can non-fat be converted to fat?,Fitness_38,Question 1:  But what if a person eats a lot of calories but zero fat?,Or zero saturated fats and trans fats?,0
The chemical make-up of food: can non-fat be converted to fat?,Fitness_38,Or zero saturated fats and trans fats?,Would the person then put on weight or not?,0
The chemical make-up of food: can non-fat be converted to fat?,Fitness_38,Would the person then put on weight or not?,So question 2:  Is it true that that is the reason the body accumulates fat - because the body uses other things as energy before using fat?,225
The chemical make-up of food: can non-fat be converted to fat?,Fitness_38,So question 2:  Is it true that that is the reason the body accumulates fat - because the body uses other things as energy before using fat?,Question 3:  Is it true that the body cannot convert something that is not fat into fat?,227
The chemical make-up of food: can non-fat be converted to fat?,Fitness_38,Question 3:  Is it true that the body cannot convert something that is not fat into fat?,"Rather, the body simply accumulates fat while burning other things?",0
The chemical make-up of food: can non-fat be converted to fat?,Fitness_38,"Rather, the body simply accumulates fat while burning other things?","And question 4:  Would a diet consisting only of fruit, vegetables, nuts, seeds, honey, eggs, and fish be effective for a person to lose weight even if the person eats a lot of food - so long as they only eat those things?",0
What is crossfit?,Fitness_39,Is it a type of workout or philosophy?,What does it loosely consist of?,0
What is crossfit?,Fitness_39,What does it loosely consist of?,What are the goals of crossfit training?,0
What workout should I do if I want to prepare my condition?,Fitness_40,So are there any recommendations how I can use 1 hour per day to strengthen my condition especially for hiking and biking?,Is running a good option?,0
Throwing punches while running,Fitness_41,"Why do people, particularity boxers, throw punches into the air while running?",Is there a reason and is there a name for this?,0
Is my current diet good for strength building?,Fitness_42,Is a high meat diet good for this?,a quarter pounder from McDonalds?,61
How do you train for multiple aptitudes?,Fitness_43,you will need to do for each goal or aptitude:    But what would you do if your final goal was two of them?,How would you proceed?,73
How do you train for multiple aptitudes?,Fitness_43,How would you proceed?,Would you follow the graphs recommendations for one day or week on one goal and then the next week is for the other goal?,0
How do you train for multiple aptitudes?,Fitness_43,Would you follow the graphs recommendations for one day or week on one goal and then the next week is for the other goal?,Would you average out the variables?,0
How do you train for multiple aptitudes?,Fitness_43,Would you average out the variables?,Would you spend several months on one and then the other?,0
How do you train for multiple aptitudes?,Fitness_43,Would you spend several months on one and then the other?,What would you do?,0
Does sweating interfere to the muscle/weight gain?,Fitness_44,"Things that also should be considered:   I'm 23 years old weight: 66 kg / 145 lbs height: 185 cm / 72,8 inch during the training, I'm drinking the gainer   Questions  Does sweating interfere to the muscle/weight gain?",Can a workout of this kind somehow hurt the heart?,0
Can meal frequency have a significant impact on exercise?,Fitness_45,Is this in anyway detrimental to exercise?,Would I gain anything by switching to a  breakfast lunch and dinner routine?,0
Can psoas muscle cause lower back pain?,Fitness_46,Can tight psoas muscle cause lower (lumbar) back pain?,"If yes, which exercise would be best to recover?",0
Can psoas muscle cause lower back pain?,Fitness_46,"If yes, which exercise would be best to recover?",How do you differentiate if the pain in lower back is because of tight psoas or due to locked facet joint (No neurological problem)?,7
Exercise that loads hamstring whilst reaching its peak ROM?,Fitness_47,"I've recently realised that I have very tight hamstrings - when lying flat on the ground, I can only lift each leg around 75 degrees off the floor when doing this:    Though I'm keeping my legs straight, maybe I should bend them slightly?",What exercise(s) should I do?,372
How does muscle size relate to strength?,Fitness_48,Is this true?,"So, what is the link between muscle size and strength?",320
What should I be concerened about healthwise with a fast metabolism?,Fitness_49,"If my body is burning off all these calories with no exercise, is this a good thing?",What other health effects should I worry about?,0
Food to take in before jogging,Fitness_50,1) Is it safe to jog if I am feeling my stomach is empty?,"2) If I am feeling my stomach is empty, is it OK to take 3 bananas as they provide instant energy?",108
Food to take in before jogging,Fitness_50,"2) If I am feeling my stomach is empty, is it OK to take 3 bananas as they provide instant energy?",3) Or it is mandatory to eat some light snack and before going for a jog?,0
More hours in the gym,Fitness_51,Does spending more hours in the gym makes you getting bulkier and reach the body you after faster?,"I know that rest is needed to get bulkier but if I exercise the same muscle over and over in the same day, does that make it getting bigger faster?",0
Advice on gaining weight,Fitness_52,How do I gain weight and muscle?,"Weight: 50kg (110 pounds) Height: 1.70m (5'7"")   What would you suggest I do to gain weight?",46
Advice on gaining weight,Fitness_52,"Weight: 50kg (110 pounds) Height: 1.70m (5'7"")   What would you suggest I do to gain weight?","I've heard about Creatine and doing exercises, but I need some advice: what should I eat, or what routine should I follow when doing exercises?",0
Is it bad to sit down immediately after the exercise?,Fitness_53,Is this true or an urban myth based on some dated research?,"If true, what exactly happens in a human body that makes it bad?",0
Exercise watches that can monitor irregular heart beats,Fitness_54,Are there any exercise watches such as Apple Watch and fitbit watch that can monitor irregular heart beat?,Is there any suggestion?,94
"How much exercise is ""just enough""?",Fitness_55,The question is:  How much exercise should I do to fulfill my health goals while minimizing the after-workout brownout?,What do you think?,1137
"How much exercise is ""just enough""?",Fitness_55,What do you think?,Am I overdoing it for my goals?,0
"How much exercise is ""just enough""?",Fitness_55,Am I overdoing it for my goals?,Or should I just accept that three days a week I'm going to feel like the air has been let out of my tires?,0
"Do Sauna belts really help in losing belly, hips, and buttocks fat?",Fitness_56,"Do Sauna belts really help in losing belly, hips, and buttocks fat?",How effective are they?,0
"Do Sauna belts really help in losing belly, hips, and buttocks fat?",Fitness_56,How effective are they?,Are there any side effects associated in using it?,0
Is it possible for an adult to significantly improve passive static flexibility?,Fitness_57,Are there any studies that would confirm or deny these claims?,"If it's not true, what kind of exercises can improve passive static flexibility in adults?",0
How can I keep my shoulders and wrists from dislocating when doing yoga?,Fitness_58,"Is there a way to keep this from happening, or a way to modify the pose so it doesn't happen?",How can I modify this pose to alleviate the pain?,175
Can someone who takes steroids get muscle mass even without lifting?,Fitness_59,"So for the recovering to work, you still have to damage your body in the gym, right?",Is there any truth in that?,101
Should you run with a cold?,Fitness_60,Should I just continue resting until I feel fully recovered and accept that I probably won't achieve my sub 4 hour goal or can I start to get my training schedule back on track as I recover?,Would running actually    help me clear my chest and help    recovery or could I end up causing    more problems for myself?,0
At what point do I start to burn muscle on a calorie deficit diet?,Fitness_61,"If I'm on a calorie deficit and trying to burn fat, at what point do I start burning muscle instead of fat?","How can I be sure that I'm eating enough to minimize muscle loss, but remain on a calorie deficit so that I can burn fat?",0
Can old running shoes be used as walking shoes?,Fitness_62,"Once I've made the decision to get new running, is it okay to use my old running shoes as walking shoes (to and from the workplace / around the neighbourhood) or is the only appropriate place for old running shoes the donation bin or the trash?",When would be the ideal time so you could get the maximum amount of usage?,46
How to improve mobility of shoulders where arms straight together behind back?,Fitness_63,Which muscles and which movements do I need to address the inflexibility problem with hands straight behind back?,"Perhaps Related        Arm cross stretching behind the back, how to improve it?",0
How can I tell the difference between good carbs and bad carbs?,Fitness_64,How do you determine if something is good carb or bad carb?,"So, what's the best way to determine if food is good carb or bad carb?",339
How can I tell the difference between good carbs and bad carbs?,Fitness_64,"So, what's the best way to determine if food is good carb or bad carb?","Ok let's say if i were to go into a grocery store today and shop for ""good carb"" food what would i be looking for and what's the most obvious way to look for them?",32
What kind of cardio exercises can be performed without a gym or fitness equipment?,Fitness_65,"So, aside from running, what other kinds of cardio exercise could I do while on vacation, say, from the comfort of a hotel room?",I know sit-ups are easy but could those be considered a cardio exercise?,0
Drinking cold vs hot water,Fitness_66,And now here's my question:  Should I be drinking hot or cold water?,Which of these should I drink and why?,331
Breathing while exercising in cold weather,Fitness_68,Is this healthy?,"Should I change up my breathing pattern, or will the stinging go away?",0
What is the least damaging way to eat unhealthy food?,Fitness_69,"By eat I mean I take couple of bites, not eat the whole thing :)  Is it better to eat something like this more less regularly, or just try to stick with the diet for as long as I can and then eat a lot of it?",What do you recommend?,76
What is the least damaging way to eat unhealthy food?,Fitness_69,What do you recommend?,"And when I'm about to eat some chocolate, should I do so before or after some excercise?",0
What is the least damaging way to eat unhealthy food?,Fitness_69,"And when I'm about to eat some chocolate, should I do so before or after some excercise?","In the morning, afternoon, or it doesn't matter?",0
Exercise frequency,Fitness_70,Is doing 10 times 10 pull-ups during ~1 hour 5-6 time a week too often?,"Is it good for keeping current muscle level, combined with the right diet?",0
Exercise frequency,Fitness_70,"Is it good for keeping current muscle level, combined with the right diet?",Is it necessary to add weight to grow muscles?,0
Exercise frequency,Fitness_70,Is it necessary to add weight to grow muscles?,What will decreasing frequency and increasing the amount per exercise change?,0
"My trainer insists on stretching before any exercise, even warming up. Should I be worried?",Fitness_71,Is he wrong?,But what if he just doesn't do his research properly and doesn't keep up to date on the science?,269
"My trainer insists on stretching before any exercise, even warming up. Should I be worried?",Fitness_71,But what if he just doesn't do his research properly and doesn't keep up to date on the science?,What if he just blindly follows the advice of his mentors from years ago or relies on his own anecdotal evidence?,0
Refuelling during a run?,Fitness_72,Is there any documented or recognised rate or consumption or guidelines as to how this should ideally be done in order to get the maximum benefits?,Should they be taken at regular intervals throughout the run or delayed towards the second half of the run?,0
What is a reasonable schedule for increasing flexibility?,Fitness_73,"My question is, essentially - what is a reasonable schedule to gain flexibility for a given motion?",One month?,525
What is a reasonable schedule for increasing flexibility?,Fitness_73,One month?,Three months?,0
What is a reasonable schedule for increasing flexibility?,Fitness_73,Three months?,A year?,0
Muscle helping Arm lowering,Fitness_74,What muscle are worked if I lower my arm?,"But lets say I am upside down and lower my arm, which muscle I will work out?",64
Muscle helping Arm lowering,Fitness_74,"But lets say I am upside down and lower my arm, which muscle I will work out?","Just like triceps are opposite to bicep, what is opposite to deltoid?",0
Shoulder pain after training - How to continue?,Fitness_75,Now my questions:    Should I completely pause my training for some time?,Should I start the rotator training immediately with very light weights?,113
Shoulder pain after training - How to continue?,Fitness_75,Should I start the rotator training immediately with very light weights?,Or should I wait until the pain is completely gone?,0
How bad is high fructose corn syrup relative to the alternatives?,Fitness_76,Why is it any worse than sucrose?,Crystalline fructose?,0
How bad is high fructose corn syrup relative to the alternatives?,Fitness_76,Crystalline fructose?,Other sweeteners such as stevia or aspartame?,0
How does a muscle grow step-by-step?,Fitness_77,For example (but not limited to):   How nutrients line up?,Which are essentials?,0
How does a muscle grow step-by-step?,Fitness_77,Which are essentials?,What exactly do they do?,0
How many calories to burn daily to see a change in weight within a month,Fitness_78,"When one hits a gym regularly every day, what is the minimum amount of calories that he should burn in order to see a change in his weight over a month's time?",Is this enough or should I increase my workout?,138
Is egg white powder a good alternative to whey protein?,Fitness_79,My questions are as follows:   Is it a good idea to make shakes using egg white powder?,Will it cause stomach troubles?,83
Is egg white powder a good alternative to whey protein?,Fitness_79,Will it cause stomach troubles?,What is the difference between the egg white powder used in baking and egg protein powder?,33
Is egg white powder a good alternative to whey protein?,Fitness_79,What is the difference between the egg white powder used in baking and egg protein powder?,Is it safe to store egg white powder without refrigeration?,0
Weight loss does not seem to follow my calculations,Fitness_80,Is there something I am missing?,How can my predictions be so badly wrong?,0
Getting stressed for going to gym,Fitness_81,Is this a normal thing people undergo?,Is there a good way to deal with this?,0
"When should I drink protein powder, in the morning or at night, before meal or after meal?",Fitness_82,How can  I maximize its utility?,"When should I drink protein powder, in the morning or at night, before meal or after meal?",0
Pullup Bar & Bodyweight exercises,Fitness_83,"My questions are:  Is my friend, who lifts 3 times more weight than I do, stronger?","If he manages to lift so much weight, why he only manages so few repetitions?",0
Pullup Bar & Bodyweight exercises,Fitness_83,"If he manages to lift so much weight, why he only manages so few repetitions?","Why can't I lift as much weight if I can lift, without any problem my own 60kg weight plus 20kg more?",0
What's wrong with losing more than 6 pounds per week?,Fitness_84,What exactly is wrong with it?,"Is it much harder to maintain a constant weight after extreme dieting, than after a moderate diet?",0
What's wrong with losing more than 6 pounds per week?,Fitness_84,"Is it much harder to maintain a constant weight after extreme dieting, than after a moderate diet?",Should I expect certain health issues because of such a diet?,0
Why does one lose weight even after stopping exercise for short time durations,Fitness_85,Can anyone explain why this happened?,Is this related to muscle degeneration?,28
"What is a ""Runners High""?",Fitness_86,My question is two fold:     What exactly is this sensation?,Are there ways to 'train' your body to get into this state quicker?,0
Flexibility questions,Fitness_87,"At the moment, the only exercise I do for my legs is 800m, 2k and 4k runs - is that going to be adequate strengthening?",And is three times a day excessive (/dangerous)?,0
How to get enough Protein as a vegetarian?,Fitness_88,Is is possible to take on enough protein to build muscle whilst eating a vegetarian diet?,Do you have experience of building muscle without meat?,80
"Kettlercise, calories burnt",Fitness_89,"There are very impressive claims about how much calories Kettlercise can burn, like 657 calories in 45 minutes (24yo F, 5'6"", of unknown weight) I tried using the calories burnt as function of HR formula* on this page:  Is it possible to measure calorie burn from heart rate alone?",Is the formula that inaccurate?,349
"Kettlercise, calories burnt",Fitness_89,Is the formula that inaccurate?,Or would I be right to think that Kettlercise energy expenditure is probably being over-hyped?,0
How to mitigate damage from running on concrete,Fitness_90,Will that tax my joints?,How can I minimize injury?,23
How does 200g of toast relate to 500g of weight loss?,Fitness_91,Is my mathematics completely incorrect?,My question is: How does 200g of toast relate to 500g of weight loss?,0
Do I need to take creatine and L-glutamine on rest days to maintain a load?,Fitness_92,"My question is: do I need to take these supplements on rest days in order to maintain my ""load""?",Should I be taking two servings* of each on rest days instead of just one?,0
Do I need to take creatine and L-glutamine on rest days to maintain a load?,Fitness_92,Should I be taking two servings* of each on rest days instead of just one?,Are the daily servings unnecessary?,0
I grew fat due to age-related changes. Will I gain muscle mass more easily now?,Fitness_93,"So, how likely is it that I will gain muscle mass more easily now?",Or is growing fatter not usually related to gaining muscle mass?,0
How can power tracking tools such as MyoTest or Tendo Unit help my weight training?,Fitness_94,"Besides my gut feeling, how can I know how well I'm lifting?",How much force am I applying?,0
How can power tracking tools such as MyoTest or Tendo Unit help my weight training?,Fitness_94,How much force am I applying?,Am I balanced during the lift?,0
How can power tracking tools such as MyoTest or Tendo Unit help my weight training?,Fitness_94,Am I balanced during the lift?,I wanted to know if anyone has any experience with these tools and what their thoughts are on using them?,0
Does fat negate protein?,Fitness_95,Will the 75g of fat negate that?,Especially since I don't seem to gain weight at all?,0
Home- chest workouts-gym bar only in floor,Fitness_96,"I want to focus only to the workouts :D Hi there ,i want to obtain chest.I have only this gym bar as you see.In the image there are 10pounds each side.I have and more pounds.What i want to ask here ,on this same topic.First,can i obtain using this only bar a nice visible chest?Second,i will use it in floor is this bad for my back or somewhere else?Third,i will not doing everyday , i will do it monday ,after wedsnday ,friday ,sunday ,or should i do everyday?","Four ,i will start 20pounds x3 ,after 24 x3 after 26 x3 and last 28 x2 or it would be better start from 28pounds ,26 ,24,what would be the preferable?",0
Home- chest workouts-gym bar only in floor,Fitness_96,"Four ,i will start 20pounds x3 ,after 24 x3 after 26 x3 and last 28 x2 or it would be better start from 28pounds ,26 ,24,what would be the preferable?","Last question,in the same day should i re-doing it this program once more or more,would be giving me more results if i am doing more than once?",0
Advice on finding a training partner,Fitness_97,"With this in mind, how do you go about finding a training partner, if indeed you workout with a partner at all?",Is it possible to walk into a gym and find people there?,0
Advice on finding a training partner,Fitness_97,Is it possible to walk into a gym and find people there?,Is it possible to workout with friends?,0
Advice on finding a training partner,Fitness_97,Is it possible to workout with friends?,"(Especially if you're there to exercise seriously, rather than catch up and chat)   What experience do you have on finding a training partner?",0
Is it benificial to take off rest days between bodyweight workouts?,Fitness_98,Would it be bad to do this workout (almost) every day of the week?,And would doing it as often as possible give me maximal results or would I get better results if I took days of rest in between?,0
Is it benificial to take off rest days between bodyweight workouts?,Fitness_98,And would doing it as often as possible give me maximal results or would I get better results if I took days of rest in between?,"If so, how many days a week should I work out?",0
"Why isn't ""setting"" a hand gripper cheating?",Fitness_99,Why isn't this cheating?,"Why isn't the partially-assisting way cheating, but no props given to the harder way?",268
Mixing Supplements,Fitness_100,"My question is, if I can mix the BCAA &amp; Creatine powder in one bottle, instead of taking it separately?",Is there any use taking them separaterly?,40
What is a good routine for running in the evening?,Fitness_101,But should you eat before or after jogging ?,Is running as you get up healthy ?,0
What is a good routine for running in the evening?,Fitness_101,Is running as you get up healthy ?,Any tips ?,0
Should I run when it is cold?,Fitness_103,Should or shouldn't I run when it is cold?,Is it easy to pull a muscle?,0
"I am disabled, can I go to gym?",Fitness_104,Can I go to gym?,Or is it impossible for people like me to go to gym?,0
"I am disabled, can I go to gym?",Fitness_104,Or is it impossible for people like me to go to gym?,"So yes he said i can do gym if i want to, the question would i become ""is there any gym workout i can do""?",190
Am I ready for a long trip in bicycle?,Fitness_106,What do you think is the maximum weight (given my height) to accomplish this challenge?,Should I increase my training distance before attempting that trip?,0
Is it possible to gain 1.5-2 inches on arms and 2 inches on chest without protein supplement,Fitness_107,How right was my trainer?,Is it hard to achieve my target with a supplement-free diet?,0
Is my cardio session good for losing body fat?,Fitness_108,"So I'm doing a cardio session once a week, about 60 minutes, that looks like this:   20 min cycling 20min Running (outside or on the treadmill) 20min Cross trainer   Does this session help me in losing body fat?",Or should i focus more on doing one of those things but for a longer time?,0
Is my cardio session good for losing body fat?,Fitness_108,Or should i focus more on doing one of those things but for a longer time?,"I also heard about High Interval training, how about this?",0
What are the best excises to do in gym for beginners,Fitness_109,Now I'm 67kgs n my height was 5.2 Is this exercises are enough..r I need to improve ?,How much time beginners can spend in gym ?,83
What are the best excises to do in gym for beginners,Fitness_109,How much time beginners can spend in gym ?,"Today I did for 1hr 45min,still I'm willing to do..can I do ?",0
What are the best excises to do in gym for beginners,Fitness_109,"Today I did for 1hr 45min,still I'm willing to do..can I do ?",Doing abs daily is necessary ?,0
Max heart rate over 190 at 51,Fitness_110,What gives?,Am I endangering my health?,0
Max heart rate over 190 at 51,Fitness_110,Am I endangering my health?,Does anyone know cases similar to mine?,27
What is the importance of being focused during exercise?,Fitness_111,That made me wonder how does focus help in training?,Although to common sense it appeals that I should focus but what exactly happens when we focus?,0
What is the importance of being focused during exercise?,Fitness_111,Although to common sense it appeals that I should focus but what exactly happens when we focus?,Does it help in better circulation?,0
What is the importance of being focused during exercise?,Fitness_111,Does it help in better circulation?,Does it help to target a specific muscle?,0
What is the importance of being focused during exercise?,Fitness_111,Does it help to target a specific muscle?,"Can someone throw light on this, if possible with good references?",167
What is the importance of being focused during exercise?,Fitness_111,"Can someone throw light on this, if possible with good references?",Has there been any study on this?,0
"When I stretch my hamstrings, what is the feeling behind my knee?",Fitness_112,"When I stretch my hamstrings, I get an acute pain right behind my knee, what exactly is that pain?",Is it ligaments?,0
"When I stretch my hamstrings, what is the feeling behind my knee?",Fitness_112,Is it ligaments?,Is it my gastrocnemius?,0
Can I increase strength without lifting more weight?,Fitness_113,So my question is:  How can I continue to increase my strength without increasing the weight on the bar?,Should I do more reps per set?,0
Can I increase strength without lifting more weight?,Fitness_113,Should I do more reps per set?,More sets of the same reps?,0
Can I increase strength without lifting more weight?,Fitness_113,More sets of the same reps?,Repeat the exercise daily or twice a day?,0
Can I increase strength without lifting more weight?,Fitness_113,Repeat the exercise daily or twice a day?,Will these alternatives cause me to increase muscle size?,0
Advantages and downsides of route with slopes,Fitness_114,So what are the advantages and downsides of both routes?,"Is one objectively better (from a fitness perspective) than the other, or does this depend on my goals?",0
"How does frequency affect recovery, controlling for intensity and volume?",Fitness_115,"What exactly is the body's mechanism to recover from the stress of strength training and to adapt to greater loads, and how does frequency of training affect this mechanism?",Who gets stronger faster?,236
Training on an empty stomach vs full,Fitness_116,Just wondering if there's any information on training on an empty stomach and eating afterwards vs training on a full stomach?,What is the better situation?,223
Why do carbs make you lose focus during your workout?,Fitness_117,Why no carbs?,What is the reason?,820
What to do if you have backpain due to many hours of sitting although going to the gym between those hours?,Fitness_118,What to do if you have backpain due to many hours of sitting although going to the gym between those hours?,I mean that are there any good (rather finnish if possible) sites on computer ergonomics?,0
What to do if you have backpain due to many hours of sitting although going to the gym between those hours?,Fitness_118,I mean that are there any good (rather finnish if possible) sites on computer ergonomics?,"I know that one needs to keep about rest every one hour, but how long and what should I do?",0
What to do if you have backpain due to many hours of sitting although going to the gym between those hours?,Fitness_118,"I know that one needs to keep about rest every one hour, but how long and what should I do?","I know what I can do, but how long?",0
How to Train Abs?,Fitness_119,"So, in short, what is the best way to train your abs without risking your spine too much and while relying on the abs (rather than the hip flexors) for the majority of the movement?",What's the progression?,0
How to Train Abs?,Fitness_119,What's the progression?,What then?,68
How to Train Abs?,Fitness_119,What then?,What is a good test of abdominal strength?,0
