title,source,q1,q2,sep
What are some good ways to hang plywood from a wire?,Woodworking_18,"Use a piece of hardware to straddle a piece of wood and clamp onto it, giving me a D loop on top?",...does that hardware even exist...?,0
Wobbly table - maybe an easy fix,Woodworking_19,"I can pull and push it on the direction indicated below:    I want to guarantee that he fixes the problem so that's why I would appreciate your professional help: if he builds these ""triangular structures"", does it fix the problem?",Would the problem really be fixed?,0
Wobbly table - maybe an easy fix,Woodworking_19,Would the problem really be fixed?,Is there an better solution?,0
Do I need to worry about wood dust for very small-scale manual sanding?,Woodworking_20,"Virtually everybody recommends using dust masks when sanding wood, but it seems that people generally refer to using power tools on large-ish things like pieces of furniture..?","So my question is, should I still wear a dust mask - or are my lungs damaged more by walking by a busy street for five minutes?",358
How do I know what tools I need?,Woodworking_21,Circular saw (What power?,Would 1150W be enough?,0
How do I know what tools I need?,Woodworking_21,Would 1150W be enough?,How do I figure out what other tools I will need for a particular project?,107
Can I use the filter from a shop vac on my dust collector?,Woodworking_23,My question is this: would the Shop Vac filter be too restrictive?,"Also, would it matter that I'm pushing air through it in the reverse direction than what it was designed for?",95
Is making this picture frame do-able?,Woodworking_24,"If the visible portion of the frame is 1/4"" wide, that means the rabbet holding the picture/glass would be around 1/8"" - is this enough material to support the picture/glass?","I don't know if I have the tools and expertise to cut pieces this thin...  A 1/4"" piece with a 1/8"" rabbet?",179
Is making this picture frame do-able?,Woodworking_24,"I don't know if I have the tools and expertise to cut pieces this thin...  A 1/4"" piece with a 1/8"" rabbet?",Thoughts?,454
What happened here? Wood tension?,Woodworking_25,Did I release tension in the wood when I cut it?,Any way to prevent this in the future other than cut thicker and plane it down?,0
Loft bed design,Woodworking_26,The wood I'm currently planning on using is 100mmx100mm 5th grade Scandinavian redwood for the 4 legs and then 50mmx100mm white fir for everything else (side note: could I get away with using the white fir for everything?,"I wasn't sure whether I should be using screws or bolts for this, is there generally a better or more appropriate choice of those two?",544
Loft bed design,Woodworking_26,"I wasn't sure whether I should be using screws or bolts for this, is there generally a better or more appropriate choice of those two?",Do you think these things are necessary or can I get away without them?,469
Loft bed design,Woodworking_26,Do you think these things are necessary or can I get away without them?,"A few notes   I can't drill into the walls as I'm renting If possible I'd like to avoid using glue so I can take it apart when I have to move out and take it with me My current plan is to use plywood on top then put the mattress on that, does this make sense??",0
How to glue hardwood to plywood core door?,Woodworking_27,"So, how do engineered hardwood manufacturers manage to glue veneer 5/32"" thick to ply core?",How were slab doors done in the olden days done?,0
How to glue hardwood to plywood core door?,Woodworking_27,How were slab doors done in the olden days done?,Solid wood?,0
How to glue hardwood to plywood core door?,Woodworking_27,Solid wood?,"If so, how did they avoid wood movement issues?",0
How to glue hardwood to plywood core door?,Woodworking_27,"If so, how did they avoid wood movement issues?",What's more likely to prevent warping: solid wood frame with mortise/tenon or say baltic ply core?,0
how do you transfer diameter from caliper to cylinder?,Woodworking_28,How do I determine that the caliper is centered in order for that diameter to be transferred?,How would I do that in a way that's precisely centered?,203
Is this plane any good for anything?,Woodworking_29,Is this because the blade is not sharp?,Wrong angle of the blade?,0
How to plane boards to the same thickness,Woodworking_30,What is the best way to plane boards to the same thickness?,It appears this and other planers don't offer such a feature (or have I just not found it)?,290
Do I need to use epoxy primer on fiberglass/epoxy before painting?,Woodworking_31,Can someone clear this up?,Is there any practical difference between epoxy resin and epoxy primer?,0
Do I need to use epoxy primer on fiberglass/epoxy before painting?,Woodworking_31,Is there any practical difference between epoxy resin and epoxy primer?,"Do I really need to spend extra money on the expensive primer, when I still have lot of resin?",0
How to repair breakout at the intersection of two through-mortises (inside the joint)?,Woodworking_32,Can this hole be re-filled with something?,Or should I just restart the leg?,0
Sourcing Wood for non-commercial DIY Projects,Woodworking_33,Are there any tricks people know for obtaining wood more locally?,Things like going to new housing estates and asking to purchase offcuts etc?,0
Routing a through dado in a small piece of wood,Woodworking_34,I'd like to ask you - what is the best and easiest way to do it?,In which ways the way I'm going to go (described below) might be improved?,0
"Just realized our deck was built with CCA pressure treated wood, what shall we do to eliminate or reduce the harm?",Woodworking_35,"Instead of replacing all of them, is there any effective way to reduce or eliminate the toxic?",Perhaps paint them?,0
"Just realized our deck was built with CCA pressure treated wood, what shall we do to eliminate or reduce the harm?",Woodworking_35,Perhaps paint them?,Any suggestions of what kind of paint?,0
Sharpening Stones for Chisels and Planes (the 1000th time),Woodworking_36,"...which leaves me to wonder what stones I should buy, keeping in mind I can't break the bank on this purchase ($200)?","If I were to buy just the 220/300-grit equivalent diamond stone, should I also get the 9-micron (1000-grit) diamond stone or would a Naniwa 1,000-grit waterstone be better?",1177
Sharpening Stones for Chisels and Planes (the 1000th time),Woodworking_36,"If I were to buy just the 220/300-grit equivalent diamond stone, should I also get the 9-micron (1000-grit) diamond stone or would a Naniwa 1,000-grit waterstone be better?","I asssume I would go through the 3,000-grit waterstone when creating my primary bevel; however, do I need to use all three when finishing off my micro bevel?",207
Using a larger blade in a table saw (circular saw),Woodworking_37,"My saw while made for a 235mm blades, can I put a 305mm blade when I need it?",Am I going to break my circular saw doing this?,0
Working with Green wood,Woodworking_38,"My basic question is, will this work?",I've never worked with green wood before and so I have a couple other questions:   Will blocks that big change the way I want them to?,0
Working with Green wood,Woodworking_38,I've never worked with green wood before and so I have a couple other questions:   Will blocks that big change the way I want them to?,"I understand that thinner boards will warp and crack, but will the changes on something this thick (4+ inches) be noticeable?",0
Working with Green wood,Woodworking_38,"I understand that thinner boards will warp and crack, but will the changes on something this thick (4+ inches) be noticeable?","Are there certain features of the wood (grain, location in the log, etc) that I should look for when picking out blocks to shape?",0
Working with Green wood,Woodworking_38,"Are there certain features of the wood (grain, location in the log, etc) that I should look for when picking out blocks to shape?","Is there a way to sort of predict how the wood will change as it dries (everything I've seen is for planks, but I want to use something thicker)?",0
Working with Green wood,Woodworking_38,"Is there a way to sort of predict how the wood will change as it dries (everything I've seen is for planks, but I want to use something thicker)?",Do certain woods have more movement than others?,0
Working with Green wood,Woodworking_38,Do certain woods have more movement than others?,Is there any way to slow the drying process down so that it takes years instead of months?,251
Working with Green wood,Woodworking_38,Is there any way to slow the drying process down so that it takes years instead of months?,Has anyone done this sort of thing or worked with green wood and can give me some pointers/tips?,0
How flat is flat enough when laminating boards?,Woodworking_39,"The question is, how flat do I need the glued faces to be?",Any tips or rules of thumb?,183
What is this rotating joint called? Where can I find one?,Woodworking_42,What is this hardware called?,Can a replacement be purchased independently?,0
Table top attachment with aprons on only two sides,Woodworking_43,"So the only place I have to attach the fasteners would be on aprons that are running parallel to the boards in the solid table top, which wouldn't allow expansion along the width, right?",Any suggestions on how to attach this tabletop?,0
How to re-seal a kitchen chair seat,Woodworking_44,What's my next step?,"Do I need something heavy-duty like shellac, polyurethane, or polycrylic?",195
How to re-seal a kitchen chair seat,Woodworking_44,"Do I need something heavy-duty like shellac, polyurethane, or polycrylic?","Or will any clear sealant do, just to bring the shine back?",0
Strength of board from squared branches as opposed to trunk wood,Woodworking_45,I have a lot of well-dried branches and I was wondering whether it was possible to turn them into constructional lumber by gluing them together as follows:   cut them into equal length parts of about 20 / 30 cm square them so they all have the same thickness (about as thick as a finger) glue them all together in a brick pattern   Would this glued together board be as strong as plates from tree trunks?,By which I mean: could it be use constructionally?,0
Strength of board from squared branches as opposed to trunk wood,Woodworking_45,By which I mean: could it be use constructionally?,"And if so, why aren't those kind of board produced on a large scale?",0
How to construct roof correctly covering walls corners?,Woodworking_46,Should it be like this example ?,What is the principle of constructing roof for similar case and how roof for that house could look like ?,156
"Should I seal my bed slats, and if yes, with what?",Woodworking_47,Should I use a sealer and why?,"If so, what sealer should I use that won't be noticeable or discolor the wood and still do the job?",0
Spots on live edge after sanding,Woodworking_48,Did I over-sand somehow?,Or are these some odd spots in the grain?,0
Spots on live edge after sanding,Woodworking_48,Or are these some odd spots in the grain?,Should I do anything specific with them or leave them be?,0
How thin can a large dovetail tail be?,Woodworking_49,"Is this acceptable, given that the tail will be about 1-3/4"" deep (thickness of the top)?",Will it be too weak?,0
What type and thickness glass should I use in picture frames?,Woodworking_50,I'm building a picture frame and am wondering what type and size glass I should use?,"Would 1/8"" be sufficient?",79
What type and thickness glass should I use in picture frames?,Woodworking_50,"Would 1/8"" be sufficient?",Regular plate glass?,0
Proper grain orientation for a box,Woodworking_51,Is there a certain grain orientation I should use?,Should I change the grain of the sides to run vertically so their width can expand/contract with the width of the bottom piece?,127
Installing a solid wood tabletop on this steel frame,Woodworking_52,How can I solve this?,Should I worry about movement for this type of tabletop at all or can I just screw it fixed?,0
Any way to straighten this wood gate piece?,Woodworking_53,Is there any way to fix this?,Hand plane it perhaps?,0
How do I use a handplane to smooth a cutting board?,Woodworking_54,"Unfortunately, I can't find the sweet-spot between ""the blade's not even touch the wood"" and ""there's no coming back from a gouge that deep...""    So where do I go from here?",Is my flaw entirely technique and I just need to keep practicing?,0
How do I use a handplane to smooth a cutting board?,Woodworking_54,Is my flaw entirely technique and I just need to keep practicing?,"Or does an out-of-the-box blade need to be ""sharpened"" first?",0
How do I use a handplane to smooth a cutting board?,Woodworking_54,"Or does an out-of-the-box blade need to be ""sharpened"" first?",Maybe just a tool setup issue?,0
How do I use a handplane to smooth a cutting board?,Woodworking_54,Maybe just a tool setup issue?,"Or, have I selected an inherently difficult practice project  (or inherently difficult for a jack plane)?",0
Are there alternative tools to a straight ironing rasp (or why are they so hard to find)?,Woodworking_55,Am I missing something here?,Why are there so few of these tools?,0
Are there alternative tools to a straight ironing rasp (or why are they so hard to find)?,Woodworking_55,Why are there so few of these tools?,Does it go by a more common name that I'm just unaware of?,0
Tips for planing huge panels of joined wood,Woodworking_56,"Since I figure cabinet makers make some pretty big armoires and wardrobes, how do you smooth up the glue joints and even up the panels so that they are nice and level?",Are the thickness planers and hand tools described in both the question and answers in the linked question above really the only options?,111
How can I create a sturdy walking cane,Woodworking_57,make a dozen cylinder and glued them on top of each other ?,That would probably be pretty strong in the up-down axis (assuming the cane is standing up) what if I wanted to reinforce it so that it can't bend as easily ?,0
Make a bunk bed,Woodworking_58,Is spruce wood a good choice ?,How can I calculate if it supports 2 people (about 70kg each)?,0
"Router tears wood, leaves streaks",Woodworking_59,Why is this happening and can I avoid it?,Did the router actually rip those bits out or do those pockets already exist in the wood?,0
"Router tears wood, leaves streaks",Woodworking_59,Did the router actually rip those bits out or do those pockets already exist in the wood?,"Is it a problem with my technique, wood quality, or just a normal unavoidable thing?",0
Make a bunk bed v2,Woodworking_60,Did I use the sagulator tool right ?,Do you think I should put the center beam ?,0
Make a bunk bed v2,Woodworking_60,Do you think I should put the center beam ?,Should it be attached better to the rest of the structure ?,0
What tool can cut thin wood or acrylic/plexiglass without melting it that is suitable for NYC apartment?,Woodworking_61,I'm leaning towards the manual scroll saw ... but I don't have any way to try before I buy...  Maybe I need more than one saw?,Any advice?,0
Caliper Showdown: Dial vs. Digital vs. Vernier,Woodworking_62,"Of course this could just be a case of frequency illusion but it begs the questions:    If you were given a choice between dial, digital and vernier calipers which one should you pick?",As far as woodworking is concerned what would make one preferential over the other or is this just a matter of personal preference?,0
"""Annealing"" wood?",Woodworking_63,Is there a process for wood similar to annealing for metals to relieve internal stress?,"For example, if I have a thin piece of oak used for trim that is bowed sideways (bowed parallel to trimmed face), but I force it straight when gluing and clamping, is there something I can do to make it happy in its new position so it doesn't exert any force on the piece it was glued to?",0
Can I apply polyurethane over oil before oil cures?,Woodworking_64,Question is: Can I apply polyurethane over an oil before the oil completely cures or do I have to wait?,"So, can I apply polyurethane before the BLO cures?",874
Can I apply polyurethane over oil before oil cures?,Woodworking_64,"So, can I apply polyurethane before the BLO cures?",Will it continue curing underneath?,0
Can I apply polyurethane over oil before oil cures?,Woodworking_64,Will it continue curing underneath?,Or do I have to wait?,0
Can I apply polyurethane over oil before oil cures?,Woodworking_64,Or do I have to wait?,"If I do have to wait, what will happen if I don't?",0
Can I apply polyurethane over oil before oil cures?,Woodworking_64,"If I do have to wait, what will happen if I don't?",Is it different for an oil-based polyurethane (it looks like the Rustoleum one is water-based)?,0
What material is suitable for a children's desk/furniture?,Woodworking_65,"What would be a suitable material, in terms of durability and cost, for a children's desk?","Also, what tips/advice do you have for using the chosen material that would be different from using normal hardwood?",186
Is there a better way to make a wand?,Woodworking_66,"So, my main questions are: Would it be safe on a lathe to go down to about half diameter?","If not, what would the best tool for the job be?",0
Can I use a conventional oven or toaster oven as something similar to a dry kiln?,Woodworking_67,While researching the answer to the question about What are the techniques to seal or remove sap?,"So, as my title says, can I use a conventional oven or toaster oven as a dry kiln?",252
What to look for in making a good shellac finish,Woodworking_68,Why?,What should I be watching out for?,84
Woodshop and fiber insulation,Woodworking_69,"But as I scale up and start to get more serious about dust collection,  it occurs to me to wonder...  How much risk is there of enough sawdust settling in that insulation to compromise its non-flammability?",Do I need to speed up the decision about whether to install a ceiling or remove that batting?,0
How can I stain birch plywood to match sapele?,Woodworking_70,"First of all, can it be done?","If so, how does one mix and match stains to achieve the right color?",0
How can I stain birch plywood to match sapele?,Woodworking_70,"If so, how does one mix and match stains to achieve the right color?",Is it highly unlikely that I'll get it right?,0
"When making a box joint, how do I calculate the width of the board so that the teeth appear even?",Woodworking_71,Is there an equation or method of determining what the board's width should be?,"Is it as simple as ""always ensure board is a multiple of 2x the kerf of the dado set?",0
How thick do slabs need to be in a slab bench?,Woodworking_72,"I told him I would typically use a frame or angle braces to prevent the seat from bowing and to make a rigid connection from the legs to the seat, but if it's a thick enough slab maybe that wouldn't be an issue: Is a 3-4 inch thick slab enough that it won't noticeably bow?","there are only 3 members, no supporting structure), how should I connect the legs?",53
How thick do slabs need to be in a slab bench?,Woodworking_72,"there are only 3 members, no supporting structure), how should I connect the legs?",Should I just tell them to suck it up and reinforce the connections?,122
What is a wedged through tenon and how is it used?,Woodworking_73,What is a wedged through tenon and how is it constructed?,"How is it different than a ""standard"" mortise and tenon?",0
What is a wedged through tenon and how is it used?,Woodworking_73,"How is it different than a ""standard"" mortise and tenon?",When should it be used?,0
Is it safe to resaw on a table saw?,Woodworking_74,Is this considered safe?,"If so, what are the rules of resawing on a table saw?",0
Is it safe to resaw on a table saw?,Woodworking_74,"If so, what are the rules of resawing on a table saw?","Is there a minimum safe length of board, where going shorter would become unsafe?",43
Is it safe to resaw on a table saw?,Woodworking_74,"Is there a minimum safe length of board, where going shorter would become unsafe?",Are there other safety considerations specific to resawing I'm not aware of?,0
Does MDF have a grain direction?,Woodworking_75,Does the manufacturing process of MDF give the resulting boards a grain direction?,If I were to glue two MDF boards together would the orientation matter for stability?,0
Leveling a finish/finishing the finish,Woodworking_76,"I take it that this is not the ""leveling step"" described in sources like Flexner's ""Understanding Wood Finishing"" and is really more of a very light hit with 320 so as not to ""bust through"" the finish?","How many coats of finish should you put on before ""leveling""?",0
Leveling a finish/finishing the finish,Woodworking_76,"How many coats of finish should you put on before ""leveling""?","Does that mean that if you apply, for example, 5 coats of finish that you sand the first one with 280, the next one with 320, don't sand the next one at all, wet sand the 4th coat, and polish the final 5th coat?",691
Leveling a finish/finishing the finish,Woodworking_76,"Does that mean that if you apply, for example, 5 coats of finish that you sand the first one with 280, the next one with 320, don't sand the next one at all, wet sand the 4th coat, and polish the final 5th coat?",If you apply 7 coats would that imply two more coats with no sanding/abrasion at all?,0
Leveling a finish/finishing the finish,Woodworking_76,If you apply 7 coats would that imply two more coats with no sanding/abrasion at all?,"If you're leveling a surface, which has brush marks in it are you not -- by definition -- taking off more material in some places than others, which means that you must be intentionally ghosting in certain spots?",91
Leveling a finish/finishing the finish,Woodworking_76,"If you're leveling a surface, which has brush marks in it are you not -- by definition -- taking off more material in some places than others, which means that you must be intentionally ghosting in certain spots?",Is that typically done on the leveled surface or on yet another coat over the leveled surface?,123
How do I fix a new douglas fir tongue and groove exterior floor that is oozing sap?,Woodworking_78,"So, my questions are:    Which goes first, the epoxy or BIN?",Can I leave the deeper veins as they are and just clean them out as best as I can?,0
How do I fix a new douglas fir tongue and groove exterior floor that is oozing sap?,Woodworking_78,Can I leave the deeper veins as they are and just clean them out as best as I can?,"When I dug out the sappy parts, the wood is pretty rough - will the epoxy better adhere to a rough surface or should I sand them smooth?",0
How do I fix a new douglas fir tongue and groove exterior floor that is oozing sap?,Woodworking_78,"When I dug out the sappy parts, the wood is pretty rough - will the epoxy better adhere to a rough surface or should I sand them smooth?",I know sanding will be required once all is said and done - should I retouch the Woodlife?,0
Alternatives to grip tape on a longboard,Woodworking_79,Any one has an idea how to create such grip on the longboard's deck?,How to create grains?,0
Alternatives to grip tape on a longboard,Woodworking_79,How to create grains?,What type[s] of glue to use?,0
Is low-formaldehyde plywood important if the wood will be finished with polyurethane?,Woodworking_80,"Since I'm doing that, does it even matter (in terms of outgassing and indoor air quality) what comprises the plywood?",Can hazardous gasses escape the polyurethane layer?,0
What is the proper humidity for a shop and how should I achieve it?,Woodworking_81,I think I'd be aiming for somewhere around 40%?!?,"Is there a ""rule of thumb"" for the ideal workshop humidity level?",160
What is the proper humidity for a shop and how should I achieve it?,Woodworking_81,"Is there a ""rule of thumb"" for the ideal workshop humidity level?","Are there some tricks I can use to bring it down to some degree without using ""expensive to buy and run"" machines?",0
UFP treated woods for raised garden bed,Woodworking_82,What does 'UFP Treated' mean?,Are these board safe to continue to use it for my vegetable garden bed?,0
Is wood glue enough to hold a pine serving tray together?,Woodworking_83,Will wood glue be enough to hold the tray together?,"If not, what should I do instead?",0
Miter saw does not cut all the way through,Woodworking_84,Is this a known problem?,Can I adjust some settings on the saw to solve this?,0
Miter saw does not cut all the way through,Woodworking_84,Can I adjust some settings on the saw to solve this?,Is my saw blade too small?,0
Warped Walnut Slabs,Woodworking_85,"I have 2 walnut slabs I want to make a table with but they are slightly warped, is there anyway to flatten these back out with water and weight or by bolting the wood down to a frame and then moistening?",Not sure and don't want to make the warping worst than it already is?,0
Can I make a stool from thinner OSB,Woodworking_86,My questions are: 1) Where should it be reinforced?,2) How should I join the corners?,129
Driving a nail into wood that has split and been glued back together,Woodworking_88,Is this the right approach?,Do I need to take extra precautions to prevent additional splitting or undoing my repair?,0
How do vertical saws avoid cutting their support,Woodworking_89,"Making horizontal cuts I have seen that the support rails are moved out of the way, but how does that work when sawing vertically?",Are there some predefined positions?,0
How do vertical saws avoid cutting their support,Woodworking_89,Are there some predefined positions?,Can anyone working with such a saw explain how this is possible?,87
Stains on Hardwood Floor,Woodworking_90,"Should I get more aggressive on sanding, sand the surrounding area as well?","Should I also get into ""staining"" - the hardwood is quite fair colored and has matt lacquer?",51
Stains on Hardwood Floor,Woodworking_90,"Should I also get into ""staining"" - the hardwood is quite fair colored and has matt lacquer?",Do you think this can be solved without needing professional help?,0
Square corners in CNC-cut plywood,Woodworking_91,"The question is if I design it with square corners, then round the corners right before sending the files to the CNC shop to accommodate for the limitation of the cutter, will it be easy to cut the square inner corners manually afterwards with enough precision for the parts to match?",Or is it better to accommodate for round corners in the design somehow so that it all connects with round corners?,0
Tabletop attachment apron slots buttons tightness,Woodworking_92,"Thinking about attaching a workbench tabletop (800mm x 600mm) made out of a 40mm oak panel (or probably 2 20mm oak panels glued together if I cannot find a 40mm one) like on the image below with buttons made of 2 glued layers of 21mm plywood (the workbench legs and apron will be out of CNC-cut plywood, so making the buttons out of the same plywood makes sense)  How tight should the buttons fit into the slots?",If I make 20mm slots for 21mm thick buttons will this be too tight for the buttons to move as the tabletop expands/contracts?,0
Tabletop attachment apron slots buttons tightness,Woodworking_92,If I make 20mm slots for 21mm thick buttons will this be too tight for the buttons to move as the tabletop expands/contracts?,Should the slots in the apron be positioned such as to make the top of the buttons a bit lower than the under surface of the tabletop to press the tabletop tight against the aprons?,0
Tabletop attachment apron slots buttons tightness,Woodworking_92,Should the slots in the apron be positioned such as to make the top of the buttons a bit lower than the under surface of the tabletop to press the tabletop tight against the aprons?,How much lower?,0
Tabletop attachment apron slots buttons tightness,Woodworking_92,How much lower?,How much movement both along and across the tabletop should I expect max with this tabletop size?,0
Random Orbital Sander rounds table edges,Woodworking_93,"I am somewhat new to woodworking, so I would like to know how the experienced guys deal with this, do you avoid sanding edges with a Random Orbital Sander at all and only sand it by hand?",Or is it there some sort of trick?,0
How can I evenly distribute small boards of lumber to make a bigger board?,Woodworking_94,"So I need 7 1x4x16, correct?",Is there a better way?,118
Built-in plywood desk and wood movement,Woodworking_95,Do I need to leave a gap between the plywood top and the walls to allow for expansion and contraction?,"If so, how much would you recommend?",0
Can I rub out out water-based wipe-on poly with steel wool?,Woodworking_96,"Since the finish I'm using is water based, is using steel wool in this process okay?","If it's not ok, what are some alternatives?",149
What should be done to treat decorative wood for outdoor use?,Woodworking_97,What other measures should be taken to keep this piece protected from the elements?,Is there any sort of chemical that should be applied and allowed to seep into the wood?,0
Why is clear epoxy not often used to fill cracks in live edge slabs?,Woodworking_98,"Since it is done so rarely I assume there must be a reason, and don't want to ruin my slab due to my inexperience, so:  Why is clear epoxy not used?","What considerations should go into a decision about whether, and how, to tint?",0
Handsaws for very small flooring project,Woodworking_99,"Is there one excellent-quality handsaw that does both crosscuts and rip cuts, and, if not, what two handsaws should I buy?","If hand-tools are totally inadequate for the job, what is the minimum set of power-tools?",188
What are the potential issues with this bench design?,Woodworking_100,"Are there any potential structural, construction, or even aesthetic issues with this design?","The legs are just under 2"" at their thinnest point, which I believe should be sufficient to hold the bench and users?",182
Wood conditioner then stain then oil?,Woodworking_101,Should I then use a Danish oil on top of the stain?,"So it will be conditioner, stain, oil?",0
How to prevent Baltic pine from chipping when cutting,Woodworking_103,How do i prevent Baltic pine from chipping when cutting?,"I am new to woodworking and i have used the Mitre, Circular, Table saws and all of them produces an unclean cut, is it to do with my technique or the equipment, the particular wood or any other factor?",0
What kind of finishes can kids safely work with and apply?,Woodworking_104,"What would be a good wood finish that's safe for the kids to work with, and apply to their creations?",Maybe Shellac would be an option too???,0
What kind of finishes can kids safely work with and apply?,Woodworking_104,Maybe Shellac would be an option too???,Is this correct?,284
What kind of finishes can kids safely work with and apply?,Woodworking_104,Is this correct?,"Would this work, or am I missing something here?",121
Clear top coat on top of polishing?,Woodworking_106,Any ideas?,Will the new coat will stick?,0
Styling dovetail box - tails or pins on front side,Woodworking_107,"Aside from mechanical considerations, what are the styling considerations?",So: Tails in front or pins in front?,0
Is it feasible to use furring strip to create a large frame?,Woodworking_108,"Is furring strip ""structurally"" sturdy enough for me to use in this application?","Is there a specific name for the ""x brace"" pattern being used here?",0
Are sharpening jigs reasonably universal?,Woodworking_109,"Some of that I could do free hand, but there seems to be jigs available for sharpening every type of edged tool and I wondered if anybody knows whether the different jigs are compatible between different systems?","For example, would an Axminster knife jig work on the sorby?",0
Are sharpening jigs reasonably universal?,Woodworking_109,"For example, would an Axminster knife jig work on the sorby?",Would a Tormek axe jig work on either?,0
"2-part dust collector, loss of CFM or not?",Woodworking_110,Will I lose a lot of my CFM's if I do this?,"Also, a side question: does is matter if I buy a super Dust Deputy or a regular Dust Deputy?",0
"2-part dust collector, loss of CFM or not?",Woodworking_110,"Also, a side question: does is matter if I buy a super Dust Deputy or a regular Dust Deputy?","I already have a normal Dust Deputy, would it work the same if I just have adapters for it?",0
Do I need to sand off old finish completely before applying polyurethane?,Woodworking_111,"If the finish looks patchy now, do I need to sand it all down in order to get a consistent look?","In other words, after I apply oil-based polyurethane, will it retain the patchy look?",0
Do I need to sand off old finish completely before applying polyurethane?,Woodworking_111,"In other words, after I apply oil-based polyurethane, will it retain the patchy look?","For the rooms that haven't been sanded as much and retains a consistent finished look, can I apply polyurethane directly without sanding it down further?",0
How to smooth out final polyurethane coat?,Woodworking_112,I was wondering what's the best way to smooth out the top level of polyurethane?,Should I try sanding it?,0
Remove old oil stains from oak table before refinishing,Woodworking_113,"Here is the current state of the table top for reference:   And the following two kinds of stains that I would appreciate some advice for:   Some kind of glass shaped stain, maybe wine?",Some kind of oil stain of where I think the protective finish was missing and something leaked through?,0
