title,source,q1,q2,sep
Why did the communist party lose in Telangana in India's first general elections?,History_26,How did the party deteriorate within 1 or 2 years after the end of Nizam rule and feudalism?,Did the Telangana people lose faith in the communist party at that time or did Congress have better policies and leaders or was it the Nehru effect?,0
"Did World War I soldiers carry swagger sticks, while in combat?",History_27,Is this factual?,"If so, why would such a rod help or matter, in the fray?",0
Is there a Russian Black Legend? (a dispute about the morality of Russia's colonial expansion),History_28,Is there a similar dispute about the morals and methods of Russian expansion?,"If so, what is the name of that debate, and in which countries and eras did the key narratives arise?",0
Language of Franks vs later French,History_29,How it is possible to explain that in later centuries their language became a totally different Latin-based language with no traces of German origins?,"How many centuries did the switch from Germanic to a Latin-based language take, and was the switch related to Catholicism?",0
Language of Franks vs later French,History_29,"How many centuries did the switch from Germanic to a Latin-based language take, and was the switch related to Catholicism?",Are there traces of German roots in old/modern French language?,0
Language of Franks vs later French,History_29,Are there traces of German roots in old/modern French language?,Are there other examples in history where a nation completely switched its language?,0
Were the Swedish holdings in northern Germany accepting or resentful of their overlord after the Peace of Westphalia?,History_30,Did this favorable view persist in the Swedish holdings in northern Germany after the Peace of Westphalia?,Or were the people resentful of the foreign rule?,0
Were the Swedish holdings in northern Germany accepting or resentful of their overlord after the Peace of Westphalia?,History_30,Or were the people resentful of the foreign rule?,Was there a noteworthy difference between Catholics and Protestants?,0
Were the Swedish holdings in northern Germany accepting or resentful of their overlord after the Peace of Westphalia?,History_30,Was there a noteworthy difference between Catholics and Protestants?,Were there any notable efforts in either way?,178
Were the Swedish holdings in northern Germany accepting or resentful of their overlord after the Peace of Westphalia?,History_30,Were there any notable efforts in either way?,"If so, were these by nobles trying to increase their own power, or were they popular in nature?",0
What was the Mantineian form of government and what praise did it receive?,History_31,What was the form of government in Mantineia?,Which aspects of it were praised and why?,0
Did Palmerston contribute to Louis Philippe's downfall?,History_32,What could have the author had in mind?,So am I missing something or had D. Thomson committed a Post hoc ergo propter hoc?,393
Could Great Britain have built the British Empire if it was not the pioneer of the Industrial Revolution?,History_33,Could Great Britain have built the British Empire if it was not the pioneer of the Industrial Revolution?,Put another way: Was the Industrial Revolution the single key over-riding factor to  its superpower status in the 19th century?,0
Could Great Britain have built the British Empire if it was not the pioneer of the Industrial Revolution?,History_33,Put another way: Was the Industrial Revolution the single key over-riding factor to  its superpower status in the 19th century?,"If so, who should get more credit - engineers or soldiers or businessmen or politicians or even bankers?",0
How did the Emperor Titus die?,History_34,How did Titus die?,"Do we have any historical sources that are less fanciful than the Babylonian Talmud, quoted below?",0
How did the Emperor Titus die?,History_34,"Do we have any historical sources that are less fanciful than the Babylonian Talmud, quoted below?",Are there any other records of his symptoms prior to death?,0
"Where did the term ""Middle Ages"" come from?",History_35,"Where did the term ""Middle Ages"" come from?",Who was the first known person to use that term?,0
Why did Saladin show kindness to Richard I?,History_36,"Why did Saladin, when Richard the Lionhearted was sick with a fever, send him a gift of fruit?","Or when Richard's horse was killed in battle, he sent a steed to be led to his camp?",0
Why are so many metros underground? Isn't that more expensive than an elevated system?,History_37,"Starting with the London Underground in 1863, why are so many metros/subways built underground (as opposed to en elevated metro)?","In fact the only major metro that's above ground, that I'm aware of, is the Chicago L.  Why was this?",263
Why are so many metros underground? Isn't that more expensive than an elevated system?,History_37,"In fact the only major metro that's above ground, that I'm aware of, is the Chicago L.  Why was this?",Was there no alternative?,0
Why are so many metros underground? Isn't that more expensive than an elevated system?,History_37,Was there no alternative?,"Was it something besides costs, such as the streets simply being too narrow for at-grade or above-grade system?",152
Why are so many metros underground? Isn't that more expensive than an elevated system?,History_37,"Was it something besides costs, such as the streets simply being too narrow for at-grade or above-grade system?",Was there no good bridge-engineering in the early 20th century?,0
Why are so many metros underground? Isn't that more expensive than an elevated system?,History_37,Was there no good bridge-engineering in the early 20th century?,Or is digging those tunnels somehow cheaper than an elevated system?,0
Is it true that Spartan soldiers fought naked?,History_38,Why then were the Spartans naked?,Is it correct that the Spartans were almost naked?,0
Is it true that Spartan soldiers fought naked?,History_38,Is it correct that the Spartans were almost naked?,"If yes, wasn't that a weak point for an army?",0
What new technology/tactics allowed the breakthrough of the trenches in WW I western front?,History_39,How did the Allies finally make it?,Was it the invention of new tactics and technology?,0
What new technology/tactics allowed the breakthrough of the trenches in WW I western front?,History_39,Was it the invention of new tactics and technology?,Or was it just the numerical advantage caused by the entry of the Americans?,0
How many different countries could a person alive today have lived in without leaving their hometown?,History_40,"For example, a centenarian who has spent her entire life in Rijeka would have lived in five:   The Austro-Hungarian Empire (until 1920) The Free State of Fiume (1920-1924) Italy (1924-1947) Yugoslavia (1947-1991) Croatia (1991-present)   Is there any piece of land in the world which has been in more hands than that since March 5, 1898 (the birthdate of the oldest living person)?","If so, where?",0
Why did Meiji government consider switching from Japanese to English?,History_41,Who and why advocated that?,"Ultimately, why was it unsuccessful?",0
When and why was the samurai class abolished?,History_42,Why did he do so?,How was it enforced?,0
Why was Caesar at the Rubicon?,History_44,Why did Caesar move to the Rubicon and stop there?,"Was it because after that, a civil war would be unavoidable and Caesar wanted to avoid it?",0
Why was Caesar at the Rubicon?,History_44,"Was it because after that, a civil war would be unavoidable and Caesar wanted to avoid it?",Was it just an excuse to start the war anyway?,0
Which roman emperors were not born in Rome?,History_45,"The Roman empire being a long-lived empire and over a large area is likely to have had some dynasties/emperors that were not ethnically Latin/Italian, is that in fact the case?",If so which dynasties/emperors?,0
Battle of Xiaoting: was Shu's invasion doomed from the start?,History_46,"My question is, was the invasion doomed for Shu from the start?",Or did Shu have a fair chance of succeeding in retaking Jing province?,0
Why was Spanish Fascist dictatorship left in power after World War II?,History_47,Why was this?,What caused this coldness towards Spain despite being a Fascist regime?,0
Why was Spanish Fascist dictatorship left in power after World War II?,History_47,What caused this coldness towards Spain despite being a Fascist regime?,Were there any plans to force the fall of the regime?,0
"Why did the Dutch, French & British acquire minor colonies in South America?",History_48,"So why did Britain, France and the Netherlands take a limited bite of the North-East of the continent of South America?",Why bother to seize any of it?,0
"Why did the Dutch, French & British acquire minor colonies in South America?",History_48,Why bother to seize any of it?,Why not seize all of it?,0
What kind of crew members did ancient artillery teams consist of?,History_49,"According to what I understand from Pieter's answer to the question ""Why didn't the Persians make and use ballistas and other kinds of artillery?",Is this true?,460
What kind of crew members did ancient artillery teams consist of?,History_49,Is this true?,"Or could a team easily combine some grunts who did the heavy tasks and some engineers who instructed them, or some other arrangements?",0
"Modern navy ranks, roles and responsibilities",History_50,Is there a resource that can outline these roles for modern navies?,"Which roles would come with an official title, and which roles are not?",368
"Modern navy ranks, roles and responsibilities",History_50,"Which roles would come with an official title, and which roles are not?","With thousands of crew, what percentage make up the different roles (and for example, what would be the most common role)?",0
"Modern navy ranks, roles and responsibilities",History_50,"With thousands of crew, what percentage make up the different roles (and for example, what would be the most common role)?","What are the typical roles of each rank, from seaman to chief petty officer under the enlisted crew, and then the roles that commissioned officers would have?",0
"Modern navy ranks, roles and responsibilities",History_50,"What are the typical roles of each rank, from seaman to chief petty officer under the enlisted crew, and then the roles that commissioned officers would have?",Is there a full list of ship titles outlining their responsibilities?,200
"Modern navy ranks, roles and responsibilities",History_50,Is there a full list of ship titles outlining their responsibilities?,What military ranks would be typical for these titles?,0
"Modern navy ranks, roles and responsibilities",History_50,What military ranks would be typical for these titles?,How does one distinguish between the two terminologies in a working environment?,0
"Modern navy ranks, roles and responsibilities",History_50,How does one distinguish between the two terminologies in a working environment?,"Would crew be addressed by rank, or title on board?",0
Why did Italy abandon its alliance with Germany in WW1 and join the Allied side?,History_51,Why did Italy do this?,And if there were good reasons to join the Allies why did it ally itself with Germany and Austria in the first place?,0
Did Marduk-balassu-iqbi help Assur-Danin-Pal?,History_52,Was he acting as a vassal or rebel to his father when he backed Assur-Danin-Pal?,Bounty: Did Marduk-ballasu-iqbi help Assur-Danin-Pal?,312
Did Marduk-balassu-iqbi help Assur-Danin-Pal?,History_52,Bounty: Did Marduk-ballasu-iqbi help Assur-Danin-Pal?,"Can this also be answered: What was the relationship of Marduk-Zakir-Sumi to his son's invasion, if it did happen?",0
Did France & Italy continue to develop and manufacture sophisticated military hardware once under German control?,History_53,"In the case of those advanced economies of Europe (principally France and Italy, but also Czechoslovakia and the Netherlands) which fell under German control (direct or otherwise) between 1940 and 1945, what happened to their production of advanced military hardware like tanks, aero engines, airframes and the like?","Sure, plant and personnel were harnessed to the German war effort but what were they making?",0
Did France & Italy continue to develop and manufacture sophisticated military hardware once under German control?,History_53,"Sure, plant and personnel were harnessed to the German war effort but what were they making?","Were their own designs dumped, and the factories turned over to German designs to order?",0
Did France & Italy continue to develop and manufacture sophisticated military hardware once under German control?,History_53,"Were their own designs dumped, and the factories turned over to German designs to order?",Or were they downgraded to producing more basic items like shells and pots and pans?,0
Did France & Italy continue to develop and manufacture sophisticated military hardware once under German control?,History_53,Or were they downgraded to producing more basic items like shells and pots and pans?,Or were they permitted/encouraged to carry on independently producing their existing designs and even develop new prototypes?,0
Did France & Italy continue to develop and manufacture sophisticated military hardware once under German control?,History_53,Or were they permitted/encouraged to carry on independently producing their existing designs and even develop new prototypes?,"If the latter, were there German units in 1944/5 driving/riding/flying Renault trucks and Fiat aircraft?",0
Why did Chicago and other cities choose an L (elevated metro) when most others chose underground subways?,History_54,Why did Chicago choose an elevated metro system instead of an underground subway?,Did this have anything to do with Chicago's decision?,147
Why did Christopher Columbus think he had arrived near Japan?,History_55,"That made us think, what made him think so?",So does anybody have any information on this?,115
What was the last public school to desegregate in the US? And when?,History_56,What was the last public school to desegregate in the United States?,What was the date of completion for that schools desegregation?,0
Why were the Mongols so victorious?,History_57,My question is... how were the Mongols able to conquer so much when China's population almost certainly was larger during that time period?,"Was it because of the use of special tactics, technology, or due to other factors?",0
Nixon’s alleged treason 1968?,History_58,Why was Nixon never trialled for treason?,Or LBJ as a matter of fact?,0
Relative merits of oligarchy and democracy,History_59,Are their historical trends in the circumstances that would favour one system over another for economic performance?,"I'm looking for trends such as above: historically, under what circumstances would a tight oligarchy tend to outperform, and under what circumstances a democracy would?",406
"Why does the CIA report on the assassination of Reinhard Heydrich refer to it as ""Operation Salmon"" rather than ""Operation Anthropoid""?",History_60,"Was Anthropoid part of a larger operation (Salmon), or vice-versa?",Why does the CIA report indicate Salmon as this operation's name?,144
Why was there a 2nd version of the Molotov-Ribbentrop Pact that gave Lithuania to USSR?,History_61,Why the revision?,Why so quickly?,0
Why was there a 2nd version of the Molotov-Ribbentrop Pact that gave Lithuania to USSR?,History_61,Why so quickly?,What prompted this change and why was it agreed to?,0
I'm trying to find a primary source (or some historical authentication) for John Quincy Adams' Toledo War quote.,History_62,Letter?,Speech?,0
I'm trying to find a primary source (or some historical authentication) for John Quincy Adams' Toledo War quote.,History_62,Speech?,Editorial?,0
What was used instead of toilet paper in the US and the UK prior to 1900?,History_63,So what was used for anal cleansing before 1900?,What fills up this missing part in the history of anal cleansing?,0
Why is such big density of churches in medieval towns?,History_64,What was the reason of building such large churches with such density?,Was it only ad maiorem Dei gloriam?,0
Why wasn't the American civil war fought between slaves and masters?,History_65,Why couldn't slaves do more for themselves?,And why did the non-slaves fight so hard for the slaves' freedom?,0
Would every Roman army have dedicated engineers?,History_66,"Would a Roman army have dedicated engineers to design and build the siege engines (onagers, scorpions etc)?",Would the engineers be expected to fight?,0
When did the tilt of the tower of Pisa become seen as a feature instead of a defect?,History_67,"When did the characteristic lean become seen as an appealing feature of the tower, instead of just being a botched result of bad workmanship or architecture?","Or has the tilt been always accepted as an ""emergent feature""?",0
What would the Arch of Titus have looked like painted?,History_68,What would the arch have looked like colored?,And why did no one attempt to restore the color when it started to fade?,0
What would the Arch of Titus have looked like painted?,History_68,And why did no one attempt to restore the color when it started to fade?,Perhaps they did not want to honor the horrible person it was dedicated to?,0
Why didn't Zheng He colonize the countries he explored like what the Europeans did to the New World?,History_69,Why didn't China become a colonial master?,Did the Chinese make a wrong calculation with their extreme generosity or were they really such magnanimous people?,397
Did one or both sides of the cold war plan to strategically attack the others' food production?,History_70,During this time did either side plan to attack the other's food production on a strategic scale?,"Where there ever plans, on either side, for strategic attacks on the other side's food production?",244
Did one or both sides of the cold war plan to strategically attack the others' food production?,History_70,"Where there ever plans, on either side, for strategic attacks on the other side's food production?","Say, a doctrine around when and if and how to attack the enemy's food production - or more exact, the enemy population's food supply?",0
How did Germany rebuild so quickly after World War I?,History_71,What government German policies gave Germany such a quick economic and military rebound?,"Did Hitler rebuild Germany, or were earlier governments responsible?",125
Is there anywhere that has not been at war with Britain?,History_72,Is there anywhere that has not been at war with Britain?,Perhaps Mongolia?,850
Is there anywhere that has not been at war with Britain?,History_72,Perhaps Mongolia?,Anywhere else?,0
How rich were carpenters in the Roman province of Iudaea in the 1st century AD?,History_73,"Be that as it may, how rich could a carpenter become in the Roman province of Judaea in 1st century AD?",What exactly would the social position of a Jewish carpenter's family be?,0
Which founding fathers pushed for the right to bear arms?,History_74,Which members of the constitutional convention wrote and/or pushed for the right to bear arms?,Did anyone fight it?,0
Organizing the 1788 presidential and congressional elections,History_75,Was that done in 1788?,"If so, who organized it?",0
Organizing the 1788 presidential and congressional elections,History_75,"If so, who organized it?",Was the Congress of the Confederation involved?,0
What rules of the ancient Roman game 'Harpastum' are known?,History_76,What rules of this games are known?,was there some kind of penalty or score) if a player holding the ball was 'tackled' by an opponent?,98
How many tons of steel were produced in Russia during the Russian Civil War?,History_77,Did Russia have any steel industry during its Civil War (1917 - 1922)?,"And if so, how big was it?",0
How many tons of steel were produced in Russia during the Russian Civil War?,History_77,"And if so, how big was it?",How many tons of steel were produced in Russia at this time?,439
How did Maximilien de Robespierre lose control of his Reign of Terror and die by the guillotine?,History_78,"How did Maximilien de Robespierre lose control of something he himself started and died by the guillotine, a device employed by himself to terrorize others?",What were the factors that contributed to his downfall?,0
"What differentiates a priest, a clerk, a capellanus, a subdeacon and a rector?",History_79,What's A.M.?,"Were clerk, priest, subdeacon, rector, capellanus also forms of qualification?",0
"What differentiates a priest, a clerk, a capellanus, a subdeacon and a rector?",History_79,"Were clerk, priest, subdeacon, rector, capellanus also forms of qualification?",Or different job titles?,0
"What differentiates a priest, a clerk, a capellanus, a subdeacon and a rector?",History_79,Or different job titles?,How do these people differ?,0
"What differentiates a priest, a clerk, a capellanus, a subdeacon and a rector?",History_79,How do these people differ?,"Does this indicate that they performed different jobs at Eversholt, or were these the jobs they had before they became rectors of Eversholt?",0
How did succession in Anglo Saxon England work?,History_80,Was primogeniture a requirement for succession or did the Witan have the full authority to choose among any member of the royal family?,So was there a primogeniture based system or was it electoral?,437
"Has there ever been a situation where the ""motherland"" treated its colonies well anywhere in the world?",History_81,"Has there ever been a situation where the ""motherland"" treated its colonies well anywhere in the world?",Are there any other notable examples?,879
Was there an ancient cult of worshiping one's own reflection?,History_82,Are there any sources about an ancient cultic worship of one's own reflection (in water)?,Have historians found any evidence of such a phenomenon?,0
"Stalin cultivated a ""Friend of the Children"" image: Why? Did other communist/socialist leaders do the same?",History_83,What was the reason for this?,What other communist or socialist leaders also used this tactic?,0
"Did China's life expectancy at birth rise 30.5 years from 1960 to 1980? If so, what were the particular changes made to their society's structure?",History_84,Is this guy a hack?,"If not, how do I continue to study the Maoist period in a way that focuses on the grass roots changes being made in China's societal structure that led to these breakthroughs?",0
"Did China's life expectancy at birth rise 30.5 years from 1960 to 1980? If so, what were the particular changes made to their society's structure?",History_84,"If not, how do I continue to study the Maoist period in a way that focuses on the grass roots changes being made in China's societal structure that led to these breakthroughs?",How do I get a sense of the average Chinese farmer's sense of life spans prior to Mao?,0
"Did China's life expectancy at birth rise 30.5 years from 1960 to 1980? If so, what were the particular changes made to their society's structure?",History_84,How do I get a sense of the average Chinese farmer's sense of life spans prior to Mao?,Was there a native theory or awareness among the mass of Chinese prior to Maoism which was seeing how much older people become in neighboring countries or the West?,0
"Did China's life expectancy at birth rise 30.5 years from 1960 to 1980? If so, what were the particular changes made to their society's structure?",History_84,Was there a native theory or awareness among the mass of Chinese prior to Maoism which was seeing how much older people become in neighboring countries or the West?,Did Mao offer life span extension as an explicit goal of his changes?,0
"Did China's life expectancy at birth rise 30.5 years from 1960 to 1980? If so, what were the particular changes made to their society's structure?",History_84,Did Mao offer life span extension as an explicit goal of his changes?,To what extent did the revolution occur because people were aware that the way the free market was allocating resources was killing them and to what extent was Maoism a coaching of the people to this conclusion?,0
"Did China's life expectancy at birth rise 30.5 years from 1960 to 1980? If so, what were the particular changes made to their society's structure?",History_84,To what extent did the revolution occur because people were aware that the way the free market was allocating resources was killing them and to what extent was Maoism a coaching of the people to this conclusion?,What were particular changes in their society's structure that had immediate helpful results that people were hungry for before hand?,0
"Did China's life expectancy at birth rise 30.5 years from 1960 to 1980? If so, what were the particular changes made to their society's structure?",History_84,What were particular changes in their society's structure that had immediate helpful results that people were hungry for before hand?,How much of the change was agricultural vs. medical vs. industrial?,0
From what time can this jewelry date?,History_85,From what time period could this piece date?,Is it possible that this is indeed that old?,212
Did indentured servants in British North America have job security?,History_86,How did it work from the other side?,Were indentured servants immune to layoffs and firing?,0
Did indentured servants in British North America have job security?,History_86,Were indentured servants immune to layoffs and firing?,"If an employer really and truly wanted to get rid of an indentured servant before their contract was expired, what happened?",0
Did indentured servants in British North America have job security?,History_86,"If an employer really and truly wanted to get rid of an indentured servant before their contract was expired, what happened?",Was the employer required to keep the servant on until the expiration of their contract?,0
Did indentured servants in British North America have job security?,History_86,Was the employer required to keep the servant on until the expiration of their contract?,"Was the servant free to go, with no strings attached?",0
Did indentured servants in British North America have job security?,History_86,"Was the servant free to go, with no strings attached?","if they were fired after serving 3.5 years of a 7 year indenture, they would owe half their initial fare)?",77
Did indentured servants in British North America have job security?,History_86,"if they were fired after serving 3.5 years of a 7 year indenture, they would owe half their initial fare)?",Was the employer obligated to sell the worker's contract or remaining contract time to another employer?,0
Did indentured servants in British North America have job security?,History_86,Was the employer obligated to sell the worker's contract or remaining contract time to another employer?,Was there a standard practice is such cases?,711
Did indentured servants in British North America have job security?,History_86,Was there a standard practice is such cases?,"""?",1545
Why did Empress Elizabeth and Catherine the Great of Russia have such different policies toward Frederick the Great?,History_87,"Why was there so nearly opposite directions in the two policies by two rulers of the same country, one shortly after the other, toward a common antagonist, Frederick the Great?",Was German-born Catherine more pro-German (or Elizabeth more anti-German)?,0
Why did Empress Elizabeth and Catherine the Great of Russia have such different policies toward Frederick the Great?,History_87,Was German-born Catherine more pro-German (or Elizabeth more anti-German)?,"Was it because Catherine was more expansionist and Elizabeth more ""safety first"" oriented?",0
Why did Empress Elizabeth and Catherine the Great of Russia have such different policies toward Frederick the Great?,History_87,"Was it because Catherine was more expansionist and Elizabeth more ""safety first"" oriented?",Did he similarly insult Elizabeth?,143
Who decided to bury Napoleon in the Dome of Invalides?,History_88,Who decided to make Napoleon the center of the Dome of Invalides in Paris?,What was the church like before Napoleon?,0
How would Chess have been played in England in 1450-1600?,History_89,What rules would have been used at these dates?,What kinds of boards and pieces might have been used?,0
How would Chess have been played in England in 1450-1600?,History_89,What kinds of boards and pieces might have been used?,Who would have played and in what kinds of settings?,0
Were the names in Les Miserables ever common?,History_90,Fantine Eponine Enjolras Gavroche - translates as newsboy?,"Were the names in Les Miserables, other than Jean and Marius, common in France at the time of the book's setting (~1815-1830) or writing (~1860s)?",274
Samurai blade honing during wartime,History_92,"So I'm guessing, since honing is kind of simple (technique-wise) and very effective, while sharpening is quite an art, did samurais hone their blades frequently?",If so how did they are away?,0
What was Poland's posture during the Seven Years' War?,History_93,Did this constitute an attack on Poland that started an undeclared war between Prussia and Poland?,Did Russian soldiers cross Poland with the blessing/invitation of Augustus III?,0
What was Poland's posture during the Seven Years' War?,History_93,Did Russian soldiers cross Poland with the blessing/invitation of Augustus III?,"Did the Russians ""officially"" justify their entry into Poland in terms of rescuing Saxony (and protecting Poland) from Frederick the Great?",0
What was Poland's posture during the Seven Years' War?,History_93,"Did the Russians ""officially"" justify their entry into Poland in terms of rescuing Saxony (and protecting Poland) from Frederick the Great?","If it had won the war, Russia planned to seize East Prussia and exchange it to Poland for other considerations: Did Russia proffer this to Poland in exchange for passage?",0
What was Poland's posture during the Seven Years' War?,History_93,"If it had won the war, Russia planned to seize East Prussia and exchange it to Poland for other considerations: Did Russia proffer this to Poland in exchange for passage?",Are there any records or writings about how the Polish government (or its leaders) felt about these issues?,0
What was Poland's posture during the Seven Years' War?,History_93,Are there any records or writings about how the Polish government (or its leaders) felt about these issues?,declaring war on Frederick the Great on behalf of their Saxon king?,47
How widespread was astronomy in prehistoric times?,History_94,How widespread was this knowledge?,"Should we expect to find evidence of this practice all over the world, or just in isolated pockets?",0
Is this conversation factual?,History_95,Miloshevich (after reading the document): What will happen if we will   not sign?,Was it really like that?,262
How did the US abolition of slavery affect the cotton exports?,History_96,How was the price and output of cotton in the Southern US affected shortly after the abolition of slavery at the end of the American Civil War?,"If abolition changed the price or output of American cotton, did Britain switch to other sources of cotton, or did it continue importing from the US at the same level?",183
"Who coined the term ""Golden Age"" in reference to musical theatre?",History_97,"It was considered a time in which Rodgers and Hammerstein changed the face of American musical theatre, but who started calling it the ""Golden Age""?",Who coined that phrase in reference to the theatre?,0
What pretext did Hitler use to justify Operation Barbarossa?,History_98,Was there any justification provided to the public by the government or Hitler himself as to why the Wehrmacht was invading the USSR?,"Or by this stage of WW2, had the war already progressed beyond the point where there was any need for reasons as to why attack another country?",0
"What was ""Greek fire""?",History_99,What was Greek fire?,What was it dynamite or what?,136
"What was ""Greek fire""?",History_99,What was it dynamite or what?,Did it even exist?,0
WWII: What navy controlled the Mediterranean during the North African Campaign?,History_100,"Inspired by the question about the Strait of Gibraltar, I wondered how Germany was able to get troops to North Africa, given the naval power of Britain?",Were they able to use ports in Italian controlled Libya?,165
WWII: What navy controlled the Mediterranean during the North African Campaign?,History_100,Were they able to use ports in Italian controlled Libya?,"Even still, why didn't Britain, simply sink the German vessels?",0
