title,source,q1,q2,sep
Should I do reference checks on an experienced candidate?,ProjectManager_4,"If not, why not?",Arguments against that?,400
Visiting daily scrums - dos and don'ts,ProjectManager_5,"When you visit one of the daily scrums whilst being in a role above those scrums, do you usually participate as a beholder or, do you also speak like all scrum team members: What did you do yesterday and what are you going to do today?","If so, why and how do you describe the things which are not yet to be broadcasted to the whole team (for example, preparation of reorganisation, issues with stakeholders and anything else that everyone does not need to know [yet])?",0
How much detail should the solution design have in Foundations in DSDM?,ProjectManager_6,"My question is, what exactly does this mean?",Does it mean driving into a lot of detail on certain stories if we don't know enough to estimate under 100 points to the point where we may product a prototype to pass the foundation check point?,0
What is the difference between Vision and Scope Document and a Project Charter?,ProjectManager_7,What is the difference between Vision and Scope Document and a Project Charter?,Isn't it?,35
Strict or pragmatic Scrum?,ProjectManager_8,"Do you practice Scrum strictly after its rules or are you going a more pragmatic way, picking out the bits that suit you/your environment best, maybe mixing it up with other methodologies ?","In other words, do you bend Scrum to suit your environment or do you change your environment to suit Scrum ?",0
Strict or pragmatic Scrum?,ProjectManager_8,"In other words, do you bend Scrum to suit your environment or do you change your environment to suit Scrum ?",Which way you think is the better ?,0
"Using MS Project for recurring monthly, retainer based project work",ProjectManager_9,So what would the best practice be for something like this?,"And if you have some sources on the internet of where to find more information for something like this, please let me know?",0
"Is Kanban a part of Scrum, and is it simply the task board?",ProjectManager_11,"Is the Task Board with columns like ""To-Do"", ""Doing"", and ""Done"" the only thing in Kanban?",Is it actually a part of modern Scrum?,0
Information to keep in a risk register,ProjectManager_12,"For software projects, what kind of fields should we include in a risk register?","What else can you put in there that has value, without creating a huge, bloated documented?",211
How can project management process influence the product management process?,ProjectManager_13,"I wonder now how can the project manager process influence the  product management process, bearing in mind that project managers are  under the constrains of budget and time?",What kind of levers are most useful in these kind of situations?,0
"How to Estimate Scope, Cost and Budget for Developing a Phone App",ProjectManager_14,does this scope of a project usually involve?,What would be the ballpark cost for developing this kind of app?,0
"How to Estimate Scope, Cost and Budget for Developing a Phone App",ProjectManager_14,What would be the ballpark cost for developing this kind of app?,"If the cost is above 10-15k, what would be the correct amount of work to give the client, if the client only can afford a very small portion of the original cost?",0
"How to Estimate Scope, Cost and Budget for Developing a Phone App",ProjectManager_14,"If the cost is above 10-15k, what would be the correct amount of work to give the client, if the client only can afford a very small portion of the original cost?","Payment has been made but at a ""very small portion"" of the original cost, does the client have grounds to take all the work?",210
"How to Estimate Scope, Cost and Budget for Developing a Phone App",ProjectManager_14,"Payment has been made but at a ""very small portion"" of the original cost, does the client have grounds to take all the work?",How should I proceed in answering those questions so I can define the scope of this project?,0
What software can I use to complememt our useless company task planning and time tracker tool?,ProjectManager_15,How do I start?,Any advice?,0
What is the difference between Scrum and XP?,ProjectManager_16,Everything is in the title: What is the difference between Scrum and eXtreme Programming?,Is it possible to have a simple but explicit explanation?,0
Should project management and business analysis be seperate roles and teams?,ProjectManager_17,Whats best for the efficiency of the project?,"The other question is ""can a project manager really ""manage"" a project if they are not really well versed in the domain knowledge?",437
Should project management and business analysis be seperate roles and teams?,ProjectManager_17,"The other question is ""can a project manager really ""manage"" a project if they are not really well versed in the domain knowledge?",What is best for the individual people?,154
Satisfying an external auditor when using Agile,ProjectManager_18,Does anyone have any experience in this respect?,"Is it usually necessary to fudge the issue slightly by ""signing off"" a user story, or producing a retrospective specification document etc.?",0
When are Gantt diagrams useful?,ProjectManager_19,Can I have some help with this?,"How to properly manage this tool, dealing with clients about this?",0
How do you measure risk?,ProjectManager_20,As a related question to: What's the best definition and explanation of project risk?,What is the most useful way of measuring risk?,0
A One Man Project Methodology?,ProjectManager_21,I have a question as to whether there are methodologies that are used which are catered to a one man team?,But is that how it works if you have to tackle a project on your own?,247
A One Man Project Methodology?,ProjectManager_21,But is that how it works if you have to tackle a project on your own?,You pick up the structure of a methodology that would suit you and then run with it?,0
A One Man Project Methodology?,ProjectManager_21,You pick up the structure of a methodology that would suit you and then run with it?,"Or are there other methodologies out there that are for ""freelance developers""?",0
How can I improve the following email template?,ProjectManager_23,What do you need from the Planning Manager in the next 3 days?,What blocks do you have that the Planning Manager can help with?,0
How can I improve the following email template?,ProjectManager_23,What blocks do you have that the Planning Manager can help with?,What facilitation can the Planning Manager support you with in the next 3 days?,0
How can I improve the following email template?,ProjectManager_23,What facilitation can the Planning Manager support you with in the next 3 days?,Is there a way to improve it and do the questions feel useful within a project or delivery environment?,99
What makes SMART-goals useful?,ProjectManager_24,Is this recommendation a good one?,Why I should use SMART-goals?,0
What makes SMART-goals useful?,ProjectManager_24,Why I should use SMART-goals?,What is the benefit of them?,0
How to deal with customer (dis)satisfaction and formal agreements amidst large rotation in small teams?,ProjectManager_25,How do you deal with this on vendor level?,How do you deal with formal contracts with end customers?,0
How to estimate amount of work/man hours for an unfamiliar task?,ProjectManager_26,How can we estimate amount of time/work/resources needed to complete such a task?,What margins of error should we assume?,0
Standard document to record decisions? (PMBOK),ProjectManager_27,The question : Is there a PMBOK standard document for this decisions?,The WBS dictionary?,0
Standard document to record decisions? (PMBOK),ProjectManager_27,The WBS dictionary?,Scope document?,0
Standard document to record decisions? (PMBOK),ProjectManager_27,Scope document?,The Project Management Plan?,0
Standard document to record decisions? (PMBOK),ProjectManager_27,The Project Management Plan?,Or somewhere else?,0
Adding sub-tasks to stories in Confluence?,ProjectManager_28,"But my question is, how can I add sub-tasks to this stories?",Is it possible to do so in Confluence?,0
Adding sub-tasks to stories in Confluence?,ProjectManager_28,Is it possible to do so in Confluence?,Or do you have any other ideas regarding how to unify requirements/stories creation across all teams?,0
What are the minimum viable Agile practices for a startup team of 2 people?,ProjectManager_29,What specific set of practices would you recommend for them to follow in order to be focused and efficient?,Should they plan Sprints at all?,0
"For a IT project that requires vendor involvement, would you manage the Procurement process separately from the actual System Implementation?",ProjectManager_30,"For a IT project that requires vendor involvement, would you :  1) manage the Procurement process separately from the actual System Implementation in 2 IPEC cycles?",Or  2) would you combine the 2 processes and manage them as only 1 PM cycle?,0
"For a IT project that requires vendor involvement, would you manage the Procurement process separately from the actual System Implementation?",ProjectManager_30,Or  2) would you combine the 2 processes and manage them as only 1 PM cycle?,Which would be a better option ?,0
"For a IT project that requires vendor involvement, would you manage the Procurement process separately from the actual System Implementation?",ProjectManager_30,Which would be a better option ?,"If #1, how can the 2 project cycles be managed effectively as a full project implementation from the organizatio persepective?",0
What role is there for a PM on an Agile project?,ProjectManager_31,I guess I have two parts to this question -  What kinds of projects still require Project Managers?,What can projects managers do to add value in an agile world?,0
Is PMP certification an appropriate career goal for someone about to start a career in project management?,ProjectManager_32,Is PMP certification a requirement for a successful career in Project Management?,At which point would it be appropriate for a newly starting project manager to plan to include PMP certification?,0
What does the Risk field mean in a User Story?,ProjectManager_33,"We tried to reach consensus as to what ""risk"" the field is referring to but ended up undecided between these three definitions:   Risk (as in chance) of the actual outcome (the resulting feature/implementation) not being the desired outcome (in the sense of the actual outcome not being approved by stakeholders) Risk (as in chance) of impediments/issues appearing that blocks development (such as having to research and buy a new tool/framework (such as a zip-code database) in order to implement the user story) Risk (as in ""severity of the consequence"") of getting the implementation wrong (such as having a bug in a operation that may involve a lot of money)   What does the field mean?",Does this affect in any way other metrics in VSTS (such as Stack Rank)?,0
Software to track projects measured in hours and minutes,ProjectManager_34,Is there a work around?,"Is MS Project the correct tools, or should I stick with spreadsheets?",0
Software to track projects measured in hours and minutes,ProjectManager_34,"Is MS Project the correct tools, or should I stick with spreadsheets?",Am I using a hammer when I should be using a screwdriver?,0
Difference between Incremental and Iterative development (Not Agile),ProjectManager_35,"What I don't get is, what is actually delivered at the end of an Iteration of an Iterative development?",Is it a basic version of the full product?,0
Difference between Incremental and Iterative development (Not Agile),ProjectManager_35,Is it a basic version of the full product?,But they might be buggy etc?,467
Do you know any companies that rotate developers between different projects on regular basis?,ProjectManager_36,Do you know any other companies that apply this technique (I'm especially interested in any experience reports)?,Is it a good or a bad idea in our situation?,0
Do you know any companies that rotate developers between different projects on regular basis?,ProjectManager_36,Is it a good or a bad idea in our situation?,Has anyone worked in an environment like that or has heard about some company practicing this?,1474
PRINCE2 certification vs. CSM certification,ProjectManager_37,Can you suggest whether I should go for PRINCE2 certification or CSM certification?,"I know about the value and need of both certification, but when we look at the industry where do we see a huge demand for which certification?",0
iPad for Scrum to Skype or Google Hangout,ProjectManager_38,So here comes the actual question: Has anyone done this before?,"The iPad idea still might not fix point 3, but I hope it can allow seeing everyone from the board's angle, and could probably hear better since the person who is scrumming will be close to the board and hence the iPad (than me standing in front of the board in an obtrusive way)  Lastly, if any one has used this method, which External Mic and External speakers are recommended?",109
PMP certification 35 contact hours- neccessary to be from training institute?,ProjectManager_39,Is it really necessary to join a training center and get this certificate?,Can't I just study the books myself and appear for the exam?,0
PMP certification 35 contact hours- neccessary to be from training institute?,ProjectManager_39,Can't I just study the books myself and appear for the exam?,4500/24 is 188 days - is that right calculation to go by?,185
PMP certification 35 contact hours- neccessary to be from training institute?,ProjectManager_39,4500/24 is 188 days - is that right calculation to go by?,Also if someone is just leading teams chances are they are not yet managers (atleast by designation) and thus how would this 4years of managing projects be accomplished?,0
Webvantage vs. Redmine,ProjectManager_40,"If you have familiarity with both Webvantage and Redmine, where do they overlap?",Where do they compliment each other?,0
Webvantage vs. Redmine,ProjectManager_40,Where do they compliment each other?,"Which do you prefer overall, and which features do you prefer of either?",0
Webvantage vs. Redmine,ProjectManager_40,"Which do you prefer overall, and which features do you prefer of either?",Do you have a workflow that uses them both?,0
What format do you use to store your stakeholder register?,ProjectManager_41,What do you find the most easy to use and easy to maintain?,Word?,0
What format do you use to store your stakeholder register?,ProjectManager_41,Word?,Excel?,0
What format do you use to store your stakeholder register?,ProjectManager_41,Excel?,Custom web-form?,0
Is it wrong to collect user's IP addresses for registration purposes?,ProjectManager_42,Would logging the IP addresses of users for registration purposes contradict most privacy policies?,Would this method be non-appealing to users?,0
"Ongoing Development and Maintenance: Should I break it up into small projects, or keep one open project and keep adding milestones?",ProjectManager_43,"Should I keep one project open, and keep adding tasks and milestones for each stage of advancement?","or, should I just create new projects for each stage of development?",0
Jira - How to name a Jira release,ProjectManager_44,"We will be using semantic versioning, however, do we create a different version for each component?","For example, should a history of releases for a project look like:   Theme-Release-2.3.0 LabmdaFuncA-Release-1.9.0 LambdaFuncB-Hotfix-1.6.1 Theme-Release-2.4.0 LambdaFuncB-Release-1.7.0   Or should all of the components share the same release version?",0
Jira - How to name a Jira release,ProjectManager_44,"For example, should a history of releases for a project look like:   Theme-Release-2.3.0 LabmdaFuncA-Release-1.9.0 LambdaFuncB-Hotfix-1.6.1 Theme-Release-2.4.0 LambdaFuncB-Release-1.7.0   Or should all of the components share the same release version?","Release-1.4.0     (contains updates for Lambda Function A) Release-1.5.0     (contains updates for Lambda Function B) Release-1.6.0     (contains updates for the Theme)   Also, a related question: Should the repository version match the Jira version?",0
Can 'relationship building' be a cop out?,ProjectManager_45,Huh?,Aren't they getting paid to do stuff for the company?,25
Can 'relationship building' be a cop out?,ProjectManager_45,Aren't they getting paid to do stuff for the company?,Am I supposed to just randomly stop by all of their desks and try to strike up interesting conversations?,795
Can 'relationship building' be a cop out?,ProjectManager_45,Am I supposed to just randomly stop by all of their desks and try to strike up interesting conversations?,So is this a cop out?,83
Can 'relationship building' be a cop out?,ProjectManager_45,So is this a cop out?,"When is it ok to say ""relationship building is not the problem here"" and how do you get that across?",0
"When is overtime an appropriate use of resources, and how do I account for it?",ProjectManager_46,Under which conditions is it acceptable to push my team to do overtime work?,"Once I have pushed my team to do overtime work, how do I factor the added risks and costs associated with the push into my project plan?",0
Good (possibly free) tools for running Monte Carlo Simulations?,ProjectManager_47,"I am aware of commercial tools like @Risk by Palisade, Risk Simulator, Crystal Ball etc.,   Is there anything which is free and good?",What has been your experience with them?,103
How do I end crashed sprints and remain responsive to the customer?,ProjectManager_48,Is there a better way of handling the product road-map and to respond to the customer?,"Would you suggest splitting the group to deal the issues separately, or do you suggest splitting all the developers' time to give them a buffer (perhaps 20%)?",0
How technical should a Project Manager be?,ProjectManager_49,"When the developers give an estimate for a technical task, how important it is for the PM to know what is being told to decide if is reasonable?","When the developers specify a technical impediment, how much involved should the PM be to resolve it?",0
What are the current tools available for PM?,ProjectManager_50,What are the current up to date project management tools to use?,"I have been using dotProject which I know is outdated, what ones are out there and the best for small to medium projects?",0
Whats the difference between a project manager and an IT manager?,ProjectManager_51,What is the difference between these roles and where is the crossover?,Is it possible to be both in particular jobs?,0
Expanding My Knowledge of Construction Projects,ProjectManager_52,Which project management processes am I most likely to run into as I manage a construction project?,"What should I be aware of as I try to learn more about the specific intricacies that affect project management, in the construction field?",0
What percentage of a project manager's time should be spent working in the project management software and documentation?,ProjectManager_53,"What percentage of the project manager's time is spent planning, writing tasks, and tracking time in the project management software?",How much time should be given to documentation?,0
What percentage of a project manager's time should be spent working in the project management software and documentation?,ProjectManager_53,How much time should be given to documentation?,"Scope reduction UPDATE:  On smaller projects consisting of roughly 5 to 10 developers, how much of the developer's time should be spent planning, writing tasks, and tracking time in the project management software?",603
What percentage of a project manager's time should be spent working in the project management software and documentation?,ProjectManager_53,"Scope reduction UPDATE:  On smaller projects consisting of roughly 5 to 10 developers, how much of the developer's time should be spent planning, writing tasks, and tracking time in the project management software?",How much time should be given to documentation?,0
Are Gantt diagrams compatible with Agile methods?,ProjectManager_54,"If they are, is it simple to use them with theses methods?",Have you some use cases to present?,0
Reduce amount of required hotfixes without technical knowledge,ProjectManager_55,How can a small business without this knowledge prevent such hotfixes?,But is there another way this could be prevented?,113
Reduce amount of required hotfixes without technical knowledge,ProjectManager_55,But is there another way this could be prevented?,Or should I try to have a talk to the project managers and try to change their way?,0
Quickly explain how to make estimation work to an external business stakeholder,ProjectManager_56,"if you know that developing this part is very tricky, comprising a number of edge   cases, it will need a lot of testing, and therefore automated tests to   be developed) - this is a ""predictable"" part   component development uncertainty (maybe there's a better term) - this is the ""unpredictable"" part - if it is clear this part is inflating the estimate more than the ""predictable"" parts, then a   ""spike"" should be conducted to make producing the deliverable more   predictable, leading to a better estimate         what makes a given task unpredictable?","don't know whether it's possible,   etc      Any ""deliverable"" or sub-component thereof can be estimated at 1, 2, 3, 5, 8 where 2 is the ""double"" of 1 (obvious, but important to   point out) any component that appears to be larger than 8 should be   further split - this makes estimates less likely to be inaccurate      Any points I missed?",197
What is an appropriate quality standard for requirements specifications?,ProjectManager_57,What is an appropriate quality standard for a requirements specification?,How can we design a process to more flexibly adapt to changes in requirements?,0
Project Management Tools for Embedded Software Professionals,ProjectManager_58,I would like to know what project management tools embedded software engineering organizations/groups/teams have been using - and why?,"Embedded Software development imposes it's own requirements for projects and their management so keeping those in mind, if you had a chance to work towards selecting your tool, what were your criteria?",0
Project Management Tools for Embedded Software Professionals,ProjectManager_58,"Embedded Software development imposes it's own requirements for projects and their management so keeping those in mind, if you had a chance to work towards selecting your tool, what were your criteria?","Also, if you are already using one, what are the features they lack specifically due to your requirements or preferences?",0
Use cases for read-only screen,ProjectManager_59,What would be a great use case for this?,"At first, I was asking 'why would the user need to access this screen?",0
Use cases for read-only screen,ProjectManager_59,"At first, I was asking 'why would the user need to access this screen?",Is this part of a use case?,221
Use cases for read-only screen,ProjectManager_59,Is this part of a use case?,Or part of the previous use case?,0
Use cases for read-only screen,ProjectManager_59,Or part of the previous use case?,"If the latter option, what would it be?",0
Is a Project Coordinator a Step closer to becoming a Project Manager?,ProjectManager_60,So it looks to me that a Project Coordinator is one small step from becoming a Project Manager?,"am I correct, or can a Project Coordinator be at least considered for a Project Management role?",0
Is a Project Coordinator a Step closer to becoming a Project Manager?,ProjectManager_60,"am I correct, or can a Project Coordinator be at least considered for a Project Management role?","I would also like to know how respected Project Coordinators are compared to Project Managers, are they on the same level?",0
Can a Product Owner be a developer in Scrum?,ProjectManager_61,Can a Product Owner be a developer in Scrum?,"In theory, yes, but is it recommended by Scrum?",0
How to run our first post mortem?,ProjectManager_62,"I'm looking for general suggestions, but here are some questions I'm unsure about:   Should other developers / roles be involved, or just us three ""affected""?","How much ""preparation"" should be expected, and what kind?",0
How to run our first post mortem?,ProjectManager_62,"How much ""preparation"" should be expected, and what kind?",Time allocated?,194
How to run our first post mortem?,ProjectManager_62,Time allocated?,"a half page ""was good / was bad / ideas for improvement""?",55
Where are opesource requirements analysis and design documentation,ProjectManager_63,"Is it because it's called open source, is it because I can't find it, or what?",Is there a place where I can get some good projects to study?,0
Managing multiple development projects in Scrum,ProjectManager_64,"My question is, what is the best way to manage multiple smaller projects in a Scrum environment?",Should we work on a single project at a time or could we effectively work on stories from more than one project in a single sprint?,0
Will a Project Manager for a project which requires development of significant amounts of new code expected to have software development experience?,ProjectManager_65,Is software development experience strictly necessary when managing a project which requires the development of significant amounts of new code?,"Can a PM without significant software development experience expect to be able compete with those who do have experience, when applying for this type of job?",0
"When does one call themselves a ""Consultant""?",ProjectManager_66,"I have been searching around and asking questions to Seniors at work but everyone seems to have a different definition of ""Consultant"", there was even a small argument between two colleagues about its meaning when I asked and whether it applies to what I currently do, or if PM's are able to call themselves Consultants..  On my Job Application it officially states that I'm a Consultant , but I'm not sure if this is what I truely am?","Its like when I was a IT/Telco Design Engineer, I would do Programming, Testing, Solution Architecture, Support, BA...etc, it was all consolidated within ""Design Engineer"", so is that what a Consultant is too?",567
What is the standard for evaluating team maturity?,ProjectManager_67,But is there any way to measure where we are?,Is there any benchmark?,0
What is the standard for evaluating team maturity?,ProjectManager_67,Is there any benchmark?,And what are the next steps?,0
"How long until a team can ""become"" agile on the job?",ProjectManager_68,My questions are:    Do you agree that an Agile approach would help?,"With neither the team, nor the PM, having experience with Agile processes, is it to risky to try to switch at this point?",0
"How long until a team can ""become"" agile on the job?",ProjectManager_68,"With neither the team, nor the PM, having experience with Agile processes, is it to risky to try to switch at this point?","Assuming we will be self training, how long would it take us to successfully switch to a more Agile approach?",0
"What can I do to prepare for managing a project which is staffed mostly with volunteers, for a non-for-profit organization?",ProjectManager_69,"When about to take on a project which is mostly staffed by volunteers, for a non-for-profit organization, what kinds of challenges should I prepare for, which I am unlikely to have seen elsewhere?","Are there some books, courses, or other resources which will help me prepare for the transition?",0
"When a new standard is about to be released for a PM certification, should I take the current version or wait for the next?",ProjectManager_70,"From a project management perspective, Which is more advisable?","To go for a certification right away (currently, the PMP with PMBOK n-1) To Wait for the rollout of the next standard (like PMBOK n [when the version n is due in a few months])   From the certification point of view, does it make any difference?",0
Do technical leaders compete with project managers?,ProjectManager_71,"Or in more general aspect, is it a problem if someone with greater domain specific knowledge tends to dominate in project or become an informal PM?","If a person with technical knowledge, tries to become the informal PM and fight with (sometimes feckless) project manager, how would you resolve this situation?",0
Team needs a lot of time to deliver even the simplest stories- how to know why?,ProjectManager_72,Do you have any tips on how to tackle this problem?,What retrospective activities should I prepare for the Team?,0
How do you report project status?,ProjectManager_74,What is the typical project reporting model are you using in your project team?,"Do you use an 'active reporting' mechanism like everyone sending out status emails, or project manager going around asking for updates, or a daily status update call - or you use a passive reporting mechanism, like the project management system itself generates reports in an automated way based on normal project tasks updates entered by team members?",118
How do you report project status?,ProjectManager_74,"Do you use an 'active reporting' mechanism like everyone sending out status emails, or project manager going around asking for updates, or a daily status update call - or you use a passive reporting mechanism, like the project management system itself generates reports in an automated way based on normal project tasks updates entered by team members?",How much of your reporting is individualistic and how much is tool dependent?,0
How do you report project status?,ProjectManager_74,How much of your reporting is individualistic and how much is tool dependent?,Is it daily or weekly?,0
Why is the middle ground between functional and matrix organizations so common?,ProjectManager_76,Why is this?,"Is there some big, obvious advantage that I'm missing, that surpasses all the problems I pointed out?",0
Minimum Project Management Practices for One-Man Software Projects,ProjectManager_77,"The question that keeps recurring to me is what kind of project management practices should I apply, at a minimum, in these projects?","At a minimum, I always have:   A vision of what I'm going to accomplish A scope statement describing much of the work A risk register with my top 5-10 risks to monitor A place to list procurement items (graphics/sound)   Without getting too cumbersome, what are the other aspects that I should include in my projects?",72
How to resolve leadership conflicts in project?,ProjectManager_78,Bit of explanation:   This results in personal conflicts - who is in charge of technical aspects?,Who is contacting with client?,0
Machine learning in Requirement change management,ProjectManager_79,[website]Is this approach useful?,If useful in which phase of requirement change management will it be useful?,0
Machine learning in Requirement change management,ProjectManager_79,If useful in which phase of requirement change management will it be useful?,From where can I get an example of complete process based on actual data ?,0
One of my projects was cancelled very early on - will this be detrimental to my career? How do I speak of it on my CV?,ProjectManager_80,Will this be a bad mark on my track-record?,How do I speak of it as I seek other employment?,0
What is the difference between a project manager and developer manager?,ProjectManager_81,What is the difference and when should a company have a project manager or a developer manager?,I found the following diagram but was further confused:    More specific question: In a small company is it more beneficial to have a developer manager or project manager?,0
Lean Startup - Which measurement-methods are there?,ProjectManager_82,So the question is what measurement-methods are there in the Lean-Startup-Method?,"If this question is too broad, could you please send me some links to some good sides which have some posts about this topic?",65
De-scope vs push back timeline vs overtime?,ProjectManager_83,"When it becomes apparent that your project is running behind, what considerations should be made when deciding to cut scope, push back the timeline, or ask for overtime?",Or is it purely up to the customer?,0
How to manage employees leaving the company?,ProjectManager_84,How to manage the risks on the project?,How to motivate people to stay on the company?,0
How to manage employees leaving the company?,ProjectManager_84,How to motivate people to stay on the company?,Is it ok to ask them to disclose if they looking for other job opportunities?,0
How many risks normally stay in your hot list?,ProjectManager_85,How many risks do you manage actively out of your Risk Registry?,And how many residual risks do you have there?,0
What are the signs that a project is going wrong?,ProjectManager_86,What are some of the not-so-obvious or subtle signs that the project is going awry?,What's the best-case or worst-case impact on the project?,0
How to define a task completion criteria?,ProjectManager_87,How do you define a task completion criteria?,"In other words, how do you know when the task is really completed?",0
Comprehensive single requirement docs vs. multiple atomic ones,ProjectManager_88,Should Agile requirements always be as minimal as possible or are there benefits to bundling multiple interdependent work tasks together into a comprehensive document?,References:   Where is the Work Breakdown Structure (WBS) in Agile?,464
Comprehensive single requirement docs vs. multiple atomic ones,ProjectManager_88,References:   Where is the Work Breakdown Structure (WBS) in Agile?,How do you convince a client to use Agile Methods?,0
Should a PM also be a resource on the project? Why?,ProjectManager_89,Should this be the case?,is it 'normal' ?,0
Should a PM also be a resource on the project? Why?,ProjectManager_89,is it 'normal' ?,"Clearly, that person staying off the critical path is key, but what are the possible problems/risks that we may not have thought of?",0
Prince2 - team member on leave,ProjectManager_90,Would this fall into the Change theme or Risk ?,How about when they are paid overtime ?,0
Appropriate use of 'Supporting Experts' as descriptor for people 'familiar with subject matter',ProjectManager_92,Is 'supporting expert' appropriate for the role/work I've described?,Or is there perhaps a better term?,0
What information do you keep about a project once it has been completed?,ProjectManager_93,"Once a project reaches completion, which information do you keep/store for your records?","Do you only keep a record of lessons learned, or do you also keep other project-specific information?",0
How are user stories and tasks managed in Scrum,ProjectManager_94,When exactly do you break the tasks out for each story?,Does everyone break stories out into tasks?,0
How are user stories and tasks managed in Scrum,ProjectManager_94,Does everyone break stories out into tasks?,Is this specific to Scrum and not say kanban?,0
What is change management?,ProjectManager_95,What is change management?,How do we do it in software development?,0
Manage parallel work efforts in Microsoft TFS,ProjectManager_96,Is this possible with Microsoft TFS?,"if so, how would I configure it please?",0
Who bears the cost of bug fixing in an Agile project?,ProjectManager_97,How do you manage the cost of bug fixing?,Does the customer pays for that effort or the software factory?,0
Best practice for tracking merging hotfixes,ProjectManager_98,What would be a good way to track the merging step for a hotfix?,Would a new ticket just to track this merging step be the right way?,119
How can I know if my app is ready for beta release?,ProjectManager_99,"Everything works, can I promote the app to beta or production or is there a series of ""must"" that I should consider?","I have all this functionality working, so should I promote my app to beta release?",328
How can I know if my app is ready for beta release?,ProjectManager_99,"I have all this functionality working, so should I promote my app to beta release?",Or should I wait until I get a thorough review?,0
Going from Scrum to Kanban near “release”,ProjectManager_100,Anybody have experiences with this?,Is this a good idea?,0
How to keep track of finished tasks vs deployed tasks in JIRA?,ProjectManager_101,Has anyone else struggled to make this organizational distinction in JIRA?,What is the best way to approach this?,0
How to plan projects that are not able to be planned?,ProjectManager_102,"How can you make such estimations, with so much unclear yet?",Are there some ways to plan the unplannable?,0
Cycle Time - Story vs Task?,ProjectManager_103,How should we measure the cycle time?,How should this be done?,104
"How to structure a ""work package""?",ProjectManager_104,"Could someone give me the information about how one structures the s.c. ""work packages""?","Does someone have a sample document with ""work packages"" or a link to some corresponding resource in the Web?",194
Professional Scrum Master vs Certified ScrumMaster® (CSM),ProjectManager_105,What is the different between the following project management certifications Professional Scrum Master (PSM) Certified ScrumMaster® (CSM)?,Which one is better?,0
Should all team members be expected to do the same amount of overtime?,ProjectManager_106,Is this expectation correct?,"If so,  who has to change?",0
Should all team members be expected to do the same amount of overtime?,ProjectManager_106,"If so,  who has to change?","A, or B and C?",0
"Kanban, moving items back? Or how do you manage mistakes?",ProjectManager_107,Now what?,Where does it go?,127
"Kanban, moving items back? Or how do you manage mistakes?",ProjectManager_107,Where does it go?,"Or does it go all the way to the left to approved tasks with a high priority, for analysis to pull in and add any details to it, and then for devs to pull in from there?",0
Developer - QA - customer - production branching workflow,ProjectManager_108,"How should one use branches to be able to test:   on local environment (during development), on a branch for testing with real environment (QA-testing), testing by customers on pre-production branch, and finally merging to production?",What we should do in such cases?,1608
Developer - QA - customer - production branching workflow,ProjectManager_108,What we should do in such cases?,What should a normal workflow look like?,0
"To what framework do ""User Stories"" belong?",ProjectManager_109,"To what framework do User Stories belong, if they don't belong to Scrum?",And what caused them to be regarded as a core part of Scrum?,0
