title,source,q1,q2,sep
How can I switch a conversation from a language to another?,InterpersonalSkills_75,"My questions   How to tell these kind of people to explain in English instead of German, without being rude?",How can I turn the conversation to English without facing racist answers?,0
How can I tell my friend I don't like the state of our friendship?,InterpersonalSkills_76,"No ""hello"", No ""how are you?",""", just ""Can you help me with this?",0
How can I tell my friend I don't like the state of our friendship?,InterpersonalSkills_76,""", just ""Can you help me with this?",How can I communicate what I would like to her gently and without being rude?,872
"How to tell a non-muslim friend that ""Inter-faith Marriage not gonna work""?",InterpersonalSkills_77,"Both wanted to marry each other but their parents were against this marriage; one day I asked her couple of questions:   Suppose you got married to him, will your kids believe in One Allah or Trinity?",What could have been the better way of recommending the same thing if you were in my place?,871
Our maid is not allowing to work another maid,InterpersonalSkills_78,What's the reason?,Why do they not want to work here?,0
Our maid is not allowing to work another maid,InterpersonalSkills_78,Why do they not want to work here?,How can I get out of this syndicate?,638
When should I offer my seat on public transport?,InterpersonalSkills_79,"In the United Kingdom, when is it appropriate to offer your seat to someone on a train or bus?",Is it still appropriate to make the assumption that such individuals should be offered a seat?,334
When should I offer my seat on public transport?,InterpersonalSkills_79,Is it still appropriate to make the assumption that such individuals should be offered a seat?,"If so, how can this be done without coming across as patronising?",0
How can I tell my mom to not cause herself so much stress when I'm visiting?,InterpersonalSkills_80,Why didn't say anything?,"How do I go about telling my mom, that I appreciate all she is doing for me during my visits, but that she needn't cause herself too much work and stress?",804
How to be accountable for your actions but not responsible for others' needs?,InterpersonalSkills_81,How should one reconcile these things?,"If something you're doing is painful to someone else but isn't otherwise wrong or harmful, should you hold yourself accountable for the consequences?",0
How to be accountable for your actions but not responsible for others' needs?,InterpersonalSkills_81,"If something you're doing is painful to someone else but isn't otherwise wrong or harmful, should you hold yourself accountable for the consequences?","Or is it their responsibility to deal with it on their own, making whatever requests they wish?",0
How to be accountable for your actions but not responsible for others' needs?,InterpersonalSkills_81,"Or is it their responsibility to deal with it on their own, making whatever requests they wish?",How do you decide which principle wins out?,0
How to be accountable for your actions but not responsible for others' needs?,InterpersonalSkills_81,How do you decide which principle wins out?,Should you adjust your behavior?,166
How to be accountable for your actions but not responsible for others' needs?,InterpersonalSkills_81,Should you adjust your behavior?,"Should you hide it from them, or trust that they will make a request if necessary?",120
How to be accountable for your actions but not responsible for others' needs?,InterpersonalSkills_81,"Should you hide it from them, or trust that they will make a request if necessary?",Should you wear something you dislike to avoid offending people?,142
How to manage an ex-flatmate who refuses any communication at all?,InterpersonalSkills_82,My question now: What other approaches can we as flatmates do to resolve this?,And what should we do if the person simply does not react at all?,72
How to manage an ex-flatmate who refuses any communication at all?,InterpersonalSkills_82,And what should we do if the person simply does not react at all?,What CAN we do?,0
How to manage an ex-flatmate who refuses any communication at all?,InterpersonalSkills_82,What CAN we do?,How should we approach her?,365
How to blow your nose in public,InterpersonalSkills_83,"Is there a ""standard"" that you shouldn't blow your nose in public in certain situations?","And if so, how should you deal with needing to blow your nose in those situations?",0
How can I politely end a conversation started at a nightclub?,InterpersonalSkills_84,How can I politely end a conversation with a stranger whom I don't want to speak to?,Particularly one that seems to interested in sparking some romance?,0
How can I politely end a conversation started at a nightclub?,InterpersonalSkills_84,Particularly one that seems to interested in sparking some romance?,What's the best way to cut these conversations short without any bad feelings?,854
What to do when someone serves chicken after you told them you are vegetarian?,InterpersonalSkills_85,"What is the proper thing to do, in a social context?",To eat the side dishes after explaining the misunderstanding; to take some to avoid embarrassing the host; or some other action?,0
How to respond to co-worker who suggest you may be gay?,InterpersonalSkills_86,"Examples of such remarks:   ""Would you prefer an introduction to a male lover instead?",What is the best way I can react/respond to such comments without compromising my desire to remain closeted?,89
How do you ask your father not to get angry when he sees a male teacher is teaching his child?,InterpersonalSkills_87,"If you were a father, would you get angry at this very small thing?",What I tried?,58
How do you ask your father not to get angry when he sees a male teacher is teaching his child?,InterpersonalSkills_87,What I tried?,Question: How do you ask your father not to get angry when he sees a male teacher is teaching his child math instead of a female?,422
How do you ask your father not to get angry when he sees a male teacher is teaching his child?,InterpersonalSkills_87,Question: How do you ask your father not to get angry when he sees a male teacher is teaching his child math instead of a female?,So what if he’s teaching me math?,274
What is the etiquette for smalltalk in a workplace when the context and person is always the same?,InterpersonalSkills_88,What is the standard/polite etiquette for 10 seconds of smalltalk in a workplace when you repeat the exact same process with the exact same person every single day?,"Here is an example:     Me: Hey, Bob: How's it going?, Me: Good thanks here is today's, Bob: Thank you, hot day right?, Me: you betcha, Bob: More than usual?",141
Coping with different spending philosophies in a marriage,InterpersonalSkills_89,Am I being unreasonable?,What haven't I tried that might be helpful?,0
How do I prevent people from repeating to others everything I say to them?,InterpersonalSkills_90,"Here’s a dialog between me and my high-school classmate, in class:     Me: In case you can’t eat any more, can I have the rest?",Is there a way which you can speak to others in such that others won’t need to tell to others about what I told them or asked them?,280
How do I prevent people from repeating to others everything I say to them?,InterpersonalSkills_90,Is there a way which you can speak to others in such that others won’t need to tell to others about what I told them or asked them?,"For example, when you see someone eating something and you would like to how how it tastes, how do you ask your colleague in such a way that they wont tell others what you asked?",142
How to deal with person offloading their indecision on their host under guise of kindness?,InterpersonalSkills_91,"So whether for now or future encounters, I wonder: How to deal with person offloading their indecision on their host under guise of caring for assumptions of the host's preference?","if they said ""no need to go out, you both are probably tired"" then after a satisfying dinner if we yawn they'd say ""What did I tell you?",383
What's the proper etiquette to be relocated from table at a restaurant?,InterpersonalSkills_92,"I've noticed sometimes the waiters are very helpful and immediately start moving the rest of things, other times they sort of look like they're not sure how to handle the situation, I'm guessing it was because they have assigned tables and I moved to some area they're not responsible for?",Question  What's the proper elegant way to do this without exhibiting I'm sort of a brutish man used to middle age pirate taverns?,72
How to handle a close but unhealthy friendship that cannot be ended?,InterpersonalSkills_93,How can I end or handle discussions that are too stressful for me ?,"I explained to my friend why her behavior was ""too much"", now how can I help her to improve the situation ?",0
How to convince father to accept decision without holding a grudge later on?,InterpersonalSkills_94,How can I solve this situation with the following goals?,To answer a few questions that are not clear:  Q: Does he have an idea about why your sister doesn't want him to walk with her to the altar?,201
How to convince father to accept decision without holding a grudge later on?,InterpersonalSkills_94,To answer a few questions that are not clear:  Q: Does he have an idea about why your sister doesn't want him to walk with her to the altar?,does he think that he has a difficult relationship with you and your sister?,264
How to convince father to accept decision without holding a grudge later on?,InterpersonalSkills_94,does he think that he has a difficult relationship with you and your sister?,Q: What arguments have you tried?,134
How to convince father to accept decision without holding a grudge later on?,InterpersonalSkills_94,Q: What arguments have you tried?,Q: What arguments are you planning to use?,130
How to convince father to accept decision without holding a grudge later on?,InterpersonalSkills_94,Q: What arguments are you planning to use?,Q: What should answers take into account?,197
How to convince father to accept decision without holding a grudge later on?,InterpersonalSkills_94,Q: What should answers take into account?,Q: What not to advise because it won't work?,136
How to decline additional help when friend won't take no for an answer,InterpersonalSkills_95,How can I tell him I'm not going to build his business for him and still remain friends?,How can I avoid arguing with him?,0
How to decline additional help when friend won't take no for an answer,InterpersonalSkills_95,How can I avoid arguing with him?,"Normally with friends, is it really necessary to state before starting ""I have the right to stop helping you at my sole discretion and may become busy with other work""?",314
How to deal with unreasonableness,InterpersonalSkills_96,"For example, if your significant other is being unreasonable, what does one do?",Short of becoming an absolute stoic -- and I guess training yourself to not become defensive is partly a solution -- what techniques can you use to quell an unreasonable or non-evidence based argument when you're forced to engage?,478
How to tell boss about pregnancy?,InterpersonalSkills_97,Would it be rude if I just handed him the doctor's note or emailed him?,What would you say?,0
How to talk to moms letting their kids play in the streets,InterpersonalSkills_98,Is there a way I can talk to them so I can continue going down this street or I probably have to find a different path for now on?,"And we have had neighbors kids / neighbors play bad pranks like cover our car lights in black paint and put nails in our tires before which is mostly what worried me if the situation escalated, but luckily they seem reasonable?",739
How to ask someone to follow security protocol without sounding rude or commanding?,InterpersonalSkills_99,My instinct is to say     Would you mind scanning your key fob since they've asked us to not allow each other in anymore?,What is the best way I can ask someone to follow this security requirement without sounding like a stickler?,652
What to do if I find a woman already waiting for an elevator?,InterpersonalSkills_100,"Specifically,   How should I reach the elevator?",Should I speak to or greet the woman or just keeps silent?,0
What to do if I find a woman already waiting for an elevator?,InterpersonalSkills_100,Should I speak to or greet the woman or just keeps silent?,"If the woman starts to walk away, is there anything I should do or just let her stay away?",41
What to do if I find a woman already waiting for an elevator?,InterpersonalSkills_100,"If the woman starts to walk away, is there anything I should do or just let her stay away?","If the woman gets on the same elevator, how can I relieve her of the fear?",0
What to do if I find a woman already waiting for an elevator?,InterpersonalSkills_100,"If the woman gets on the same elevator, how can I relieve her of the fear?",(at least I know I should push the button first to let her know at which floor I'm going to get off...) And is there anything I should specifically take care of in these cases?,0
How to deal with situations where Asian girls don't like me (Asian male) but want to talk with White guy I'm with?,InterpersonalSkills_101,"Another case was when Bob abruptly asks my opinion about the topic, like:     How about you?",What do you think?,0
How to deal with situations where Asian girls don't like me (Asian male) but want to talk with White guy I'm with?,InterpersonalSkills_101,What do you think?,What I find even more annoying is that Bob refers to something I have in common with one of the girls:     (To the girl) Do you also use it?/Are you also that?,276
How to deal with situations where Asian girls don't like me (Asian male) but want to talk with White guy I'm with?,InterpersonalSkills_101,What I find even more annoying is that Bob refers to something I have in common with one of the girls:     (To the girl) Do you also use it?/Are you also that?,How to tell Bob I don't like to join the conversation as I think the girls are not interested in me?,201
How to deal with situations where Asian girls don't like me (Asian male) but want to talk with White guy I'm with?,InterpersonalSkills_101,How to tell Bob I don't like to join the conversation as I think the girls are not interested in me?,How can I get Bob not to mention me or force me into the conversation?,0
How to avoid participating in a team-building trip without causing bad feelings for coworkers?,InterpersonalSkills_102,"Now, my question is: how do I avoid going with them in team-building trips or hang outs without causing bad feelings for my coworkers?","So, how to I avoid the team building trips, but assure my colleagues it's nothing personal?",332
How to communicate to my aunt that she made an honest mistake when buying food for a family meal?,InterpersonalSkills_103,How do I tell her she made a mistake without upsetting her?,"Question  How to communicate to my aunt that she made an honest mistake when buying the food for this family meal, without upsetting her?",1619
How to voice my concerns to a friend with mental health issues?,InterpersonalSkills_104,"My question is: how can I voice my concerns in a way that doesn't make him feel bad, running the risk of him just giving up on the project?",How can I ask him if he really wants to do it?,0
