title,source,q1,q2,sep
Does D always get the special power of the dragon they vanquish?,Anime_11,"Since the anime ends just after they defeat Basilisk, did any of them learned to use catastrophe?",Does it happen to the other dragons they kill in the Light Novel?,0
Why does Bermuda always address characters as -kun?,Anime_12,Is there any explanation for this?,Is it something to do with his personality?,0
Why do the Sannoh players all have buzz cut hair?,Anime_13,Was it ever explained in the manga (or other media) why they all have this haircut?,Were they based on some real-life team or players that had this haircut?,0
Do the regions in Soul Eater match perfectly to the real world?,Anime_14,"Spirit Albarn - North America  Marie Mjolnir - Oceania  Azusa Yumi - Eastern Asia  Justin Law - Western Europe  Tezca Tlipoca - South America  Tsar Pushka - Eastern Europe  Deng Dinga and Djinn Galland - Africa and Western Asia (How Wikipedia list them, not sure which is which)   I am wondering if these region are the same as the regions in our world?",if so would that make Death City be located in North America?,0
What are the highlights in eyes called?,Anime_15,Do the highlights have a name?,What are they supposed to be?,0
How did the society where the story of Shin Sekai Yori takes place come to be?,Anime_17,How did the society where the story of Shin Sekai Yori takes place come to be?,How did Saki's Society came to existence from the societies of the Dark age?,4
How did the society where the story of Shin Sekai Yori takes place come to be?,Anime_17,How did Saki's Society came to existence from the societies of the Dark age?,"With these different aspects of ancient Japanese societies and much newer societies, how did Saki's society came to existence?",547
How did the society where the story of Shin Sekai Yori takes place come to be?,Anime_17,"With these different aspects of ancient Japanese societies and much newer societies, how did Saki's society came to existence?",Why does it have this mix of modern technology and more ancient aspects?,0
How did the society where the story of Shin Sekai Yori takes place come to be?,Anime_17,Why does it have this mix of modern technology and more ancient aspects?,What happened to the previous Dynasties during the dark age?,0
How did the society where the story of Shin Sekai Yori takes place come to be?,Anime_17,What happened to the previous Dynasties during the dark age?,Did they combine/converge to form the modern society which Saki lives at?,0
How did the society where the story of Shin Sekai Yori takes place come to be?,Anime_17,Did they combine/converge to form the modern society which Saki lives at?,From which dynasty from the Dark age did they come from and what do we know that explains their present society?,0
What is the connection between the Cowboy Bebop anime and the movie?,Anime_18,Am I missing something?,"Or does it fit between episodes 22 and 23 simply because the authors thought about it like that (maybe the authors thought about the timeline like that, although it may be irrelevant?",0
What is the connection between the Cowboy Bebop anime and the movie?,Anime_18,"Or does it fit between episodes 22 and 23 simply because the authors thought about it like that (maybe the authors thought about the timeline like that, although it may be irrelevant?",)?,0
How does an official anthology for a manga series get created?,Anime_19,"But sometimes, there are official doujinshi anthologies that seem to be officially endorsed by the publisher, and are published commercially alongside the source material?","So my question is, what is exactly the process for the creation of an official comic anthology?",799
How does an official anthology for a manga series get created?,Anime_19,"So my question is, what is exactly the process for the creation of an official comic anthology?","For example, how does the publisher decide whether to create one or not?",0
How does an official anthology for a manga series get created?,Anime_19,"For example, how does the publisher decide whether to create one or not?",Why do some series have official anthologies while others don't?,0
How does an official anthology for a manga series get created?,Anime_19,Why do some series have official anthologies while others don't?,Is the original creator involved?,0
How does an official anthology for a manga series get created?,Anime_19,Is the original creator involved?,How do they decide who will be included in the anthology and who won't?,0
How does an official anthology for a manga series get created?,Anime_19,How do they decide who will be included in the anthology and who won't?,"Do they just call up various manga artists directly, asking if they want to contribute a chapter to the anthology, or do they put up a notice somewhere?",0
What is Hidan's Source of Power?,Anime_20,Where did this power come from?,What kind of technique is that?,0
What is Hidan's Source of Power?,Anime_20,What kind of technique is that?,Do anyone has some information to shed light on the technique?,97
What is Hidan's Source of Power?,Anime_20,Do anyone has some information to shed light on the technique?,From the Data Book perhaps?,0
Why didn't Naruto's Rasengan beat Sasuke's Chidori?,Anime_21,"Since Rasengan is generally wind-type and Chidori is lightning, shouldn't Rasengan easily beat Chidori?","Maybe Kishimoto accidentally forgot about wind's superiority over lightning, but I just want to ask: can someone explain?",84
What exactly is a false minoshiro in Shinsekai Yori?,Anime_22,"Basically, what exactly are they, and where did they come from?",Is that ever explained in the anime or the novel?,0
What are the instances where a Weekly Shounen Jump serialized manga would not be released in a given week?,Anime_23,"What are the instances that there is no manga (like Naruto, Bleach and One Peace) release?",Are there certain events that prevent them from releasing?,0
What are the instances where a Weekly Shounen Jump serialized manga would not be released in a given week?,Anime_23,Are there certain events that prevent them from releasing?,Then what are these events (aside from taking a break)?,0
What does Viktor yell in Yuri On Ice?,Anime_24,"Is he yelling ""kusnav"" or like ""kusnov""?",What does it even mean ... couldn't find anything on the webs - am I heavily mistyping it?,0
Which episodes of the Naruto anime are core plot and which are filler?,Anime_25,"For both the original Naruto series and Shippuuden, which episodes should I watch if I want to avoid the filler?","To make this question a bit more concrete: Which episodes are directly based off the manga, and which were produced with unique content for only the anime?",60
Which episodes of the Naruto anime are core plot and which are filler?,Anime_25,"To make this question a bit more concrete: Which episodes are directly based off the manga, and which were produced with unique content for only the anime?","At what points did the anime ""catch up"" to the manga and require non-manga-related content to continue airing episodes while the manga produced new content?",0
Has there been a study or documentary on the influence of Ani-song themes on Japan's music scene?,Anime_26,But there has been any study or documentary talking about this?,"And sure, this might be just my imagination, is really uncommon that theme on western songs?",99
What's so important about hibernating?,Anime_27,Why do they need to hibernate?,Why is that?,204
What's so important about hibernating?,Anime_27,Why is that?,Is it that everyone who hibernates doesn't get older?,0
What's so important about hibernating?,Anime_27,Is it that everyone who hibernates doesn't get older?,And why are they naked?,0
What is the meaning of Arakawa Under the Bridge's opening theme song?,Anime_28,"On the third stanza,     A neighbor of Venus   Why?",What does that stanza imply?,131
What is the meaning of Arakawa Under the Bridge's opening theme song?,Anime_28,What does that stanza imply?,Does it have something to do with the Christian religion?,0
What is the meaning of Arakawa Under the Bridge's opening theme song?,Anime_28,Does it have something to do with the Christian religion?,"A neighbor of Venus   Maybe, Earth?",0
What is the meaning of Arakawa Under the Bridge's opening theme song?,Anime_28,"A neighbor of Venus   Maybe, Earth?",Why?,0
What is the meaning of Arakawa Under the Bridge's opening theme song?,Anime_28,Why?,During that interval that we don't know   Interval we don't know?,0
What is the meaning of Arakawa Under the Bridge's opening theme song?,Anime_28,During that interval that we don't know   Interval we don't know?,"Maybe, before the concept of time existed?",0
Why isn't Tobi blind yet?,Anime_29,"So in that case, how come he hadn't gone blind yet?",So how come Tobi hasn't gone blind?,126
Why are there so many references in Durarara?,Anime_30,"I can understand these, as all three are published by Dengeki Bunko, but why are there so many?","Also, I don't understand why they included Yozakura Quartet, since it's a manga and no Light Novel?",0
Did Kakashi's sharingan evolve because Obito was watching?,Anime_31,Both Kakashi and Obito awaken their Mangekyou at the same time as told in this question When did Kakashi and Obito awaken their Mangekyou Sharingan?,"The sharingan Kakashi owns originally came from Obito, so is it due to Obito also being there at the moment Rin died that Kakashi's Mangekyou also awakend?",0
Did Kakashi's sharingan evolve because Obito was watching?,Anime_31,"The sharingan Kakashi owns originally came from Obito, so is it due to Obito also being there at the moment Rin died that Kakashi's Mangekyou also awakend?",Would Kakashi have been able to awaken the Mangekyou without Obito being there?,28
Can the reanimation jutsu bring back a person at any age?,Anime_32,"In Naruto Shippuuden, does the Summoning: Reanimation Jutsu bring a dead person to the real world at any wanted age?",(Young/Adult/Old) Or does it bring the person back at the age they died?,0
Is there such a thing as an 'Indie'/Alternative anime scene?,Anime_33,What reasons are there for this trend or am I wrong in assuming the lack of an alternative scene?,"If I am wrong, then what can be considered as Indie anime?",0
Can Dragonslayers eat their own magic?,Anime_34,"So, could a more evil dragon slayer eat their own magic?",Would it make them more powerful or just back to the state they were in prior to casting the spell?,0
What's the difference between the Full Moon wo Sagashite manga and anime?,Anime_35,Is there a lot of filler in the anime?,Is the plot/story significantly different?,0
Are gym masters easy to beat?,Anime_36,"If that is the case, why don't they defeat more trainers?",Shouldnt only trainers with comparable experience defeat them?,0
Are gym masters easy to beat?,Anime_36,Shouldnt only trainers with comparable experience defeat them?,Is it just to advance the story or is there a rational explanation?,69
"Is ""The ravages of time"" a romantic manga?",Anime_37,Is the manga romantic?,Does it even have a female character?,0
How did Nagato gain his Rinnegan?,Anime_38,How was it exactly that Nagato came upon his Rinnegan?,"Madara states that it was his, and that he gave it to him: how did he do that?",0
How did Nagato gain his Rinnegan?,Anime_38,"Madara states that it was his, and that he gave it to him: how did he do that?","Did he transplant it into Nagato, or did he transfer it otherwise?",0
Dragon Ball Super release date,Anime_39,"We're talking about manga, right or brand new episodes?","If it's just the manga, is it already known when we can expect brand new Dragon Ball episodes?",0
What does the symbol on Edward's coat mean?,Anime_40,Is this some symbol in real life?,What is it supposed to mean?,0
How did Naruto elude the Ninja chasing him at the start of Episode 1?,Anime_41,"However, there's a part which confuses me: how did he elude those 2 guys chasing him after he steals that forbidden scroll in the first episode?",How did he do that?,172
What do Seiyuu do after they are no longer at the peak of their fame?,Anime_42,I'm curious as to what does a seiyuu that is no longer at their peak of fame do for a living when they no longer have many anime to voice?,Do they work on eroge?,0
What do Seiyuu do after they are no longer at the peak of their fame?,Anime_42,Do they work on eroge?,Or just normal games?,0
What do Seiyuu do after they are no longer at the peak of their fame?,Anime_42,Or just normal games?,Or they turn into salary-man/woman (office workers)?,0
What do Seiyuu do after they are no longer at the peak of their fame?,Anime_42,Or they turn into salary-man/woman (office workers)?,I mean how many hollywood movies are being dubbed into Japanese anyway?,1519
Krillin in Dragon Ball Super,Anime_43,How strong is Krillin in the latest episode against his fight with SSB Goku?,Is he as strong as Freiza in his 4th form?,0
Can Kumagami in Charlotte possess Yuu Otosaka?,Anime_44,"So since Yuu looted all abilities, including Yusa's of course, does that mean he can be possessed by someone just like her?","And if so, can that person be Kumagami?",0
How can I see if legal anime subs are available in a certain language for streaming?,Anime_45,How can I easily see anime that has French subtitles available legally?,How can this be done?,459
Where is this girl in a maid uniform holding a cat from?,Anime_46,Where is this character from?,Or is this just some fan-made original character?,88
Why did Aleister create the Science Side?,Anime_48,Why did Aleister create the Science Side?,Do we actually know?,0
Is it possible for a Byakugan user to awaken the Rinnegan?,Anime_49,"In that way, does the Byakugan have any other special techniques that can be awakened (such as Tsukuyomi, Susano'o and Amaterasu in the Sharingan), and can it (ultimately) awaken the Rinnegan?",To sum up: Is it possible for a Byakugan user to awaken a Rinnegan?,471
"What did Ikta mean when he said ""...Right now, you’re really red...""?",Anime_50,"Princess, right now, you’re really red.”    What does it mean when Ikta said that to the princess?",Was he trying to flirt?,0
"What did Ikta mean when he said ""...Right now, you’re really red...""?",Anime_50,Was he trying to flirt?,Was he trying to look cool?,0
Is there a meaning/message behind Akira?,Anime_51,Is there some hidden meaning/message in Akira?,Does it have something to do with the scars left in the Japanese by the bombings in Hiroshima and Nagasaki?,0
Is there a meaning/message behind Akira?,Anime_51,Does it have something to do with the scars left in the Japanese by the bombings in Hiroshima and Nagasaki?,And ultimately...      is Akira the A-Bomb?,0
Is there a meaning/message behind Akira?,Anime_51,And ultimately...      is Akira the A-Bomb?,Or is there another deeper meaning than the one depicted in the movie?,0
Were Stark and Baraggan Arrancar before joining Aizen?,Anime_52,Did they become Arrancar on their own?,"However, if they did then how could Aizen promise Baraggan more power?",0
"What is the meaning and significance of the word ""Sunagimo Umataro"" (砂肝うま太郎) in Yuyushiki?",Anime_53,"Specifically, I am having trouble figuring out   What exactly are those items that appear in Yuzuko's drawing?","How is the drawing supposed to be connected to the name ""Sunagimo Umataro""?",0
What was Akamatsu Ken's role in creating Negima!? Neo?,Anime_54,There is also another manga called Negima!?,Is there any official statement on Akamatsu's role in Negima!?,214
What was Akamatsu Ken's role in creating Negima!? Neo?,Anime_54,Is there any official statement on Akamatsu's role in Negima!?,Neo?,0
What is the significance of the flowers that are placed on a student's desk after they leave Black class?,Anime_55,Are these all flowers that really exist?,"If so, what are their names and their significance?",0
What is the significance of the flowers that are placed on a student's desk after they leave Black class?,Anime_55,"If so, what are their names and their significance?","And if not, what are they supposed to imply about each character?",0
What is the significance of the flowers that are placed on a student's desk after they leave Black class?,Anime_55,"And if not, what are they supposed to imply about each character?",What is the significance of each different kind of flower for each of the girls?,0
Is No Face from Spirited Away based on any traditional Japanese legends?,Anime_56,Are there any comments by Miyazaki on the origin of No Face?,"Barring that, is there a clear origin in some Japanese mythology, or is he an original creation?",0
Does a Cubone kill its own mother?,Anime_57,But how does the mother die?,"Do Cubone's kill their mother at birth, or do they just die after giving birth?",0
How did Araragi become tolerant to the sun?,Anime_58,Is this some kind of inconsistency?,Or did something happen in between?,0
Where does the big weapon battle trope in chuunibyou come from?,Anime_59,Is this a reference to anything?,or is it original for Chuunibyou?,0
What does a Titan needs to eat from another Titan shifter to steal its power?,Anime_60,What does a Titan needs to eat from another Titan shifter to steal its power?,"Does it need to eat it completely, its human part, part of eat, it works by only biting, how does it work?",0
"Where does the term ""3D girl"" come from?",Anime_61,"So, where did the term ""3D girl"" come from?",What is its origin?,0
How did the Hashirama and Madara statues at the Valley of the End come to be?,Anime_63,Were they built by traditional means (as they would've been in our world)?,Were they created via some sort of ninjutsu that shaped the rocks that were there?,0
How did the Hashirama and Madara statues at the Valley of the End come to be?,Anime_63,Were they created via some sort of ninjutsu that shaped the rocks that were there?,Or was it erected by some sort of Doton jutsu (like some Doryuu Heki)?,0
"Has there ever been a duel, where Yugi used every existing card right?",Anime_66,"Has there ever been a duel, where Yugi (or Yami) wasn't protected by the plot armour and won a duel with cards that were released during that time and used the effect as stated on the actual card in real life?",?,122
Why is Maria Watches Over Us season 3 referred to as an OVA season?,Anime_67,"Like Maria Watches Over Us season 3, Full Metal Panic and Baka and Test both had a season set in between 2 seasons, which was an OVA series (Full Metal Panic had Full Metal Panic?","I am wondering: Why was the OVA season of Maria Watches Over Us named the third season instead of making the 4th season the 3rd season, like the case with Baka and Test and Full Metal Panic?",164
What was the deal with Haruhi's Endless Eight?,Anime_68,So why did they doing it?,Did they also did it in light novel?,0
What was the deal with Haruhi's Endless Eight?,Anime_68,Did they also did it in light novel?,"What is the point of ""Endless Eight""?",0
"Why do anime series change titles so often (nearly for every ""season"")?",Anime_69,"I've always wondered this, but why do anime series titles change so often whenever it gets a new ""season""?","I mean, I understand that the title stays the same for long running series, like Bleach or One Piece, but why do new ""seasons"" for one or two cour anime have slightly different names?",0
"Why do anime series change titles so often (nearly for every ""season"")?",Anime_69,"I mean, I understand that the title stays the same for long running series, like Bleach or One Piece, but why do new ""seasons"" for one or two cour anime have slightly different names?","They're all direct sequels, so why not just give it the same name as the first season, like in American television?",475
"Why do anime series change titles so often (nearly for every ""season"")?",Anime_69,"They're all direct sequels, so why not just give it the same name as the first season, like in American television?","there was never a Naruto: Shippuuden manga or a Shakugan no Shana III light novel), so why do their anime adaptations get different titles?",67
"Why do anime series change titles so often (nearly for every ""season"")?",Anime_69,"there was never a Naruto: Shippuuden manga or a Shakugan no Shana III light novel), so why do their anime adaptations get different titles?","Is there a legal thing in Japan which disallows a production for one ""season"" to have the same name as another, for clarification purposes?",0
"Why do anime series change titles so often (nearly for every ""season"")?",Anime_69,"Is there a legal thing in Japan which disallows a production for one ""season"" to have the same name as another, for clarification purposes?","Or do the producers/whoever chooses the names just want to attract more fans by making a distinction between different ""seasons""?",0
Mirai Nikki ending?,Anime_70,"Can anyone explain how is it that      Yuno not only crossed universes, but shattered the wall of space time?",How is she there?,159
Mirai Nikki ending?,Anime_70,How is she there?,And why is Deus just sitting back letting them universe hop?,0
Is it possible to combine all five chakra elements?,Anime_71,My questions are:   Are combinations of chakra natures taught or only transmitted by Kekkei Genkai (or both)?,Are combinations of more than three chakra natures possible?,0
Is it possible to combine all five chakra elements?,Anime_71,Are combinations of more than three chakra natures possible?,And the above question created a new one for me: Can a ninja master more than three chakra natures?,0
Are all the Taoists survivors?,Anime_72,"I am wondering, are all the Taoists in the Apostles of the Stars are survivors from the war against Chronos or did some of them drink the potion?",if so which ones?,0
Where do Kekkei Genkai abilities (genetic abilities) originate from?,Anime_73,How did those abilities first appear?,"Did they appear naturally, or were they made on purpose as a result of experiments?",0
How strong is Mezo Shoji?,Anime_74,I don't know what exactly the power means for all character?,"My question is, does Shoji have some level of superhuman strength or what power he has that justify his ""5/5"" rating of power in the official character book?",314
Why did two hours pass before Kirika was asked to put away the pocketwatch?,Anime_75,"Why did so much time pass before the pocket watch was removed, if Mireille has such a knee-jerk reaction to it?",Is there anything that happens before the removal of the watch that the viewers are not being shown?,0
Are all apparitions on Monogatari based on actual stories?,Anime_77,What about the others?,"Are all of them based on apparitions in ""real-life"" stories?",328
What number comes after the Godaime Hokage?,Anime_78,"So next will/should come the Rokudaime again and Danzo should be ignored, or should we move on to the Shichidaime/Nanadaime (not sure about this) Hokage?",Does anyone have any thoughts on this?,362
How did Hiei recognize his sister?,Anime_79,Probably sibling instinct?,How did Hiei recognize his sister?,466
"Is there a difference between Dragon Ball Z, Dragon Ball Kai and Dragon Ball Z Kai?",Anime_80,Is this correct?,So which one is better for watching with an English dub?,148
Why is Goku not using instant transmission?,Anime_81,In the recent episode of DBS we see that Goku is seen flying to Krillin and Dendy - why he is not using instant transmission?,Why is he not doing it?,77
What is a contract?,Anime_82,So what exactly is it?,Are there any benefits to a contract?,0
What is a contract?,Anime_82,Are there any benefits to a contract?,Is there a limit to how many contracts you make?,0
What is a contract?,Anime_82,Is there a limit to how many contracts you make?,Can a contract be made with anything else besides a town or a person?,0
What is a contract?,Anime_82,Can a contract be made with anything else besides a town or a person?,So what is a contract?,177
How was wall Rose breached in season 2 of Attack of Titan,Anime_83,is it known?,Did they attack a borderline city first?,0
"Who is stronger, Naruto or Sasuke?",Anime_84,"If there was an all out fight between Naruto and Sasuke, who will win?","Basically, who is stronger, Sasuke or Naruto?",0
"In in-universe time, how long did the ""first"" part of the movie last?",Anime_85,"Here's my question, spoilered to keep people browsing /questions from seeing it:      How long was it from the first time that Taki and Mitsuha swapped until the last time (the day before the comet struck)?","Relatedly, how long was it from when they realized they were swapping until the last time they swapped?",0
"In in-universe time, how long did the ""first"" part of the movie last?",Anime_85,"Relatedly, how long was it from when they realized they were swapping until the last time they swapped?","Can we pin down the duration of the ""first"" part of the movie more accurately?",787
Why isn't Digimon consistent with its rule mechanics per story/season title?,Anime_86,"Also in Digimon adventure and Digimon Xros Wars the ""Chosen Ones"" were having difficulties returning to the Real World, but the other titles can cross easily between worlds right?","Is this because they were being called Pokemon's ""Rip-off"" ?",0
Why isn't Digimon consistent with its rule mechanics per story/season title?,Anime_86,"Is this because they were being called Pokemon's ""Rip-off"" ?",Are there any detailed explanation for this?,94
How are backgrounds animated?,Anime_87,I'm curious about how they are animated:   Flower petals in the air Water effects (e.g the intro of The Garden of Words)   Water droplets in pond (00:17 and 1:35) Reflection of a person walking (01:54) Sun reflecting off water  Time-lapse (e.g Your Name)   Are backgrounds done frame by frame?,Or do they use something like AE?,0
What was Incursio's trump card ability?,Anime_88,"So, what is the trump card of Incursio?",Is there any official or canon material on the issue?,0
How do hand-seals work when performed with another participant?,Anime_89,This is related to: What is the difference when a jutsu is performed by weaving only some of it's seals and when performed by weaving all of them?,How does the charka manipulation through hand-seals work when performing them with another participant?,493
Is Kakashi in love with Kahyo from Kakashi Hiden?,Anime_90,So is Kakashi in love with Kahyo from Kakashi Hiden?,Did he end up with her and settle down with her?,0
Is Kakashi in love with Kahyo from Kakashi Hiden?,Anime_90,Did he end up with her and settle down with her?,"If he did, how does it work when Kahyo is serving her life-imprisonment as a warden at the Blood Prison?",0
Is Kakashi in love with Kahyo from Kakashi Hiden?,Anime_90,"If he did, how does it work when Kahyo is serving her life-imprisonment as a warden at the Blood Prison?",and why aren't they shown together like the other couples in Chapter 700?,0
what happens if Amaterasu is cast on another Amaterasu?,Anime_91,Can the inextinguishable flames of Amaterasu burn the Amaterasu cast by another user?,Will they both cease to exist or burn forever?,0
Does there exist official material on the story of Laputa before its fall?,Anime_92,"Is there material (films, written stories, manga, etc) on the story of Laputa from Hayao Miyazaki's Castle in the Sky before its fall, that is endorsed by Miyazaki himself or by Studio Ghibli?",Or is the content about Laputa in Castle in the Sky all the content about Laputa that is ever going to be released?,0
What's going on at the beginning of the story?,Anime_93,Why did this happen?,Where are her parents now?,0
"What meaning does the phrase ""Zawsze in Love"" have?",Anime_94,But what does it mean?,Is it a reference to something?,0
"What meaning does the phrase ""Zawsze in Love"" have?",Anime_94,Is it a reference to something?,Or is it another thing from their childhood?,0
Is Silvana's comment about the moon in her exchange with Mireille a real life quote?,Anime_95,M: But how could you have remembered me?,"With this in mind, is Silvana quoting something that exists in real life?",439
Can I use a UK Crunchyroll account on a US PS4 and viceversa?,Anime_96,Does it matter if should use an US account or an UK account?,"Is there any difference between them, in terms of availability and selection?",0
Can I use a UK Crunchyroll account on a US PS4 and viceversa?,Anime_96,"Is there any difference between them, in terms of availability and selection?",overseas)?,70
Why was the masked man the same height as Minato?,Anime_97,This was revealed in the Fourth Great Ninja War but I cannot how the masked man could control the nine tails?,Why do we see that the masked man is around Minato's height?,113
Who exactly is running the One Piece government?,Anime_98,I'm a bit confused here - who is running the world government?,Only those five un-named people who only get screen time when a catastrophe happens?,0
Who exactly is running the One Piece government?,Anime_98,Only those five un-named people who only get screen time when a catastrophe happens?,Do we know their names or backgrounds?,0
Akagami no Shirayukihime letters or font?,Anime_99,What type of letters or font is used in Clarines?,And can you please link where can I download it?,202
Naruto shippuden episodes,Anime_101,Are there any dubbed episodes of Naruto Shippuden after episode 388?,And if so are they continuing dubbing episodes?,0
"What does the ""Dark age"" mean in Shin Sekai Yori?",Anime_102,"I was wondering (maybe the people that can read the original Japanese Novel can respond this better) what exactly was meant by the ""Dark Age""?","My question is, which time period does the ""Dark Age"" correspond to?",1892
"What does the ""Dark age"" mean in Shin Sekai Yori?",Anime_102,"My question is, which time period does the ""Dark Age"" correspond to?",Is the following time scale correct?,0
"What does the ""Dark age"" mean in Shin Sekai Yori?",Anime_102,Is the following time scale correct?,Or is the Dark age before the dynasties/division of asia age?,0
"What does the ""Dark age"" mean in Shin Sekai Yori?",Anime_102,Or is the Dark age before the dynasties/division of asia age?,"Also, what is known about the dark age?",0
Does Mizuho reveal his crossdressing after he graduates?,Anime_103,Does it address this?,Does he maintain his female disguise or eventually break it to everyone that he was a guy the whole time?,0
Can a transmutation circle be reused?,Anime_104,Could the Transmutation Circle in Xerxes be reused even if it wasn't partially destroyed?,But does the same physics stand for a large scale transmutation circle used for sinister acts?,104
Can a transmutation circle be reused?,Anime_104,But does the same physics stand for a large scale transmutation circle used for sinister acts?,"And also, what about the Nationwide Transmutation Circle in Amestris?",0
Does Broly have 2 transformations?,Anime_105,Without counting Broly's supressed transformation (because it's an artificial transformation due to its necklace) does Broly have 2 transformations?,"Does Broly have 2 transformations, a base form, a regular super saiyan transformation  (yellow) and a greenish legendary super saiyan transformation?",546
"How strong did Neia Baraja become, and what caused it?",Anime_106,"If one were to compare her to the ranking system used by adventurers (copper, iron, bronze, etc., adamantite), where would she rank?","Ainz mentions that he is unable to increase his levels and XP by killing off over 100,000 soldiers in the battle with the Re-Estize Kingdom, so how can Neia get stronger?",79
Why didn't Goku think of using Instant Transmission to get out of Hell before trying what Android 17 did?,Anime_107,Why didn't he do so?,Is it because of the fact that he was turned into a child and he could use Instant Transmission only as a Super Saiyan 4 (taking into consideration that Goku could only be a Super Saiyan 4 for a certain amount of time)?,0
"What novel does Teshigawara allude to in chapter 2.2 of ""Earthbound""?",Anime_108,"Then, this thought occurs to him (on p. 88):     そういえば、大好きすぎて辛いから、もういっそなくなってしまえ、と思いつめて、どこかの寺に火をつける小説があったはずだ。      Come to think of it, wasn't there a novel where someone is so deeply in love that it hurts, and gets it in his/her head that he/she should just make it all go away, so he/she sets fire to some temple?",[translation mine]   What novel is he referring to here?,0
How is that mechanical soldiers and cursed children can be held by a couple of regular humans?,Anime_109,How is that we see then a homeless cursed children being trapped by 2 or 3 police officers or Rentaro being held by a couple of humans?,Can their strenght can be deactivated somehow or something?,0
The Extent of Senzu Bean Healing,Anime_110,"They're supposedly some form of magical super food, right?","But, given that they also state to be able to sustain someone for a weak, if we assume the magic isn't just to sustain a body, but to magically produce all the needed nutrients for it to sustain itself for so long somehow, then could a Senzu Bean cure malnutrition and restore the body to what it would be like normally?",152
What software is used for making anime?,Anime_111,Is there any particular software or software family specifically designed for making anime?,"Are they drawing all the frames of motion scenes, or does a software automatically generate them?",0
What software is used for making anime?,Anime_111,"Are they drawing all the frames of motion scenes, or does a software automatically generate them?",Do they patiently draw all those 12 frames manually for that scene which takes only half a second?,185
Does Nosferatu Zodd help Gatsu in the manga?,Anime_112,"In the 2012 anime,      Nosferatu Zodd doesnt appear and Gatsu wins the fight on its own   I was wondering how it is the story regarding this in the manga?",It's like in the 1997 anime or it's like in the 2012?,0
Fate/Zero and Fate/stay night: Unlimited Blade Works - prequel vs sequel vs something else?,Anime_113,"In this case, would the UBW anime be considered a sequel to the F/Z anime?","Some have argued that UBW was not intended to be a sequel to F/Z at all, but then what would their relationship be?",0
Fate/Zero and Fate/stay night: Unlimited Blade Works - prequel vs sequel vs something else?,Anime_113,"Some have argued that UBW was not intended to be a sequel to F/Z at all, but then what would their relationship be?",Spin-off?,0
Why MAL (MyAnimeList) is putting light novel and comic together?,Anime_114,Are light novel and comic seen as similar things in English speaking area?,Or is there any special reason for services such as MAL to decide light novel and comic should fall under the same type?,0
How can Madara still stick around even after the Edo Tensei had been ended?,Anime_116,How can Madara still stick around even after the Edo Tensei had been ended?,I am not sure if it was something that we needed to think about and figure out by ourselves or is it yet to be revealed?,0
Kekkei Tota Bloodline limit passing,Anime_117,"My question is, if kekkei tota is a bloodline limit, then how did the 2nd tsuchikage (Mu) teach it to Ohnoki the 3rd tsuchikage (who are not from the same bloodline)?",Or does kekkei tota work differently than kekkei genkai?,0
