Index,title,body
10,How is ground water mapped?,"This is probably a very easy question to answer but how are the USGS maps showing ground water locations mapped? Is it a guy going around taking core samples? Or is it done using satellites and aircraft?   Also related, how quickly do these flows change? Is taking measurements once a year fast enough or does it need to be updated daily?  "
11,The difference of vertical advection and convection process for chemistry species,"In atmospheric, the change of mixing ration [tex] of a chemical species [tex] is determined by:           [tex]   The first term represent the [tex] change due to horizontal and vertical advection.          The fifith term on the right hand represent the [tex] due to the vertical convection.      I have read about this question ""What exactly is the difference between advection and convection?"".          The answer told, which I quoted:        Advection is the movement of some material dissolved or suspended in the  fluid.   Convection is the movement of a fluid, typically in response to heat.   But when we are just talking about the chemical species. They are not in fluid form. So,how dos the convection process mean?         Update:  The equation was from a phD dissertatio Climate and Air Pollution Modeling in South America focus on Megacities. Links here        "
12,Climate in subequatorial regions,Recently my prof asked a question:     Why in subequatorial regions do we have six months of rainy season and six months dry season?   How do wet and dry seasons 'form'? I can't find the answer anywhere on the net. Can anyone help with the answer? 
13,What does a negative value for the inclusive graphic standard deviation mean?,"I'm calculating the inclusive graphic standard deviation for sediment from a cumulative frequency graph, with this formula:    But when I plug in the numbers, I get a negative value, because my ranges at 5, 16, 84 and 95 span the 0φ boundary. What does this mean? Does this mean it is very well sorted, or have I made a calculation error?  My data:   "
14,Why isn't the date of final stratospheric warming and polar vortex breakup regared as the official end of winter?,"Let me try to clarify what I'm really asking:   Imagine that, for whatever reason, the meteorologists and Earth scientists decide to revisit the definitions of the seasons---to define them from scratch based on the current best science (kind of like what the astronomers were forced to do as far as the definition of a planet). Based on our current best science, would it make sense to identify the winter/spring boundary as the date of final stratospheric warming? Or are there other considerations that are arguably more important---that arguably make more scientific sense as winter/spring demarcators?  My question is not about the history of the concept of the seasons, or about linguistics. I of course realize that the concept of final warming has been discovered only relatively recently, while the concept of the seasons has been around for millennia. I'm asking about scientific definitions here, which can and do change as science advances (e.g. Pluto used to be classified as a planet, and now it's not).   (Not that it matters for my question, but: if the science started saying that this is the new definition, the media would start reporting it, and eventually even the public at large would become aware of it. Speaking of which---and yes, sorry, this is off topic---but does anyone have any guesses as to why don't the major media outlets report on the date of the polar vortex breakup, regardless of the definition of the seasons? After all, the public is now quite aware of the polar vortex, given it has been blamed for so many cold spells recently.)  Background  According to the Wikipedia article 'Sudden stratospheric warming',     The radiative cycle in the stratosphere means that during winter the   mean flow is westerly and during summer it is easterly (westward). A   final warming occurs on this transition, so that the polar vortex   winds change direction for the warming, however do not change back   until the following winter. This is because the stratosphere has   entered the summer easterly phase. It is final because another warming   cannot occur over the summer, so it is the final warming of the   current winter.   Similarly, a NASA-affiliated source says that     The final warming is the last stratospheric warming of the season.   After this warming, the stratosphere never recovers to its previous   state and the vortex breaks up and dissipates. The final warming often   occurs in March or April. Sometimes the stratosphere never recovers   from what would otherwise be a mid-winter major warming in January or   February, and that warming becomes the final warming.   As far as I understand it, once the polar vortex breaks up, one cannot have sudden large temperature dips (like we are having in the northeastern part of the US this weekend of April 2-3, 2016). Thus it would seem that the date of final warming is a good candidate for the official date of the end of ""meteorological winter"".  However, NOAA defines seasons according to calendar months (see here). Meanwhile, the Swedes define the start of spring as ""when the average daytime temperature exceeds zero degrees Celsius on seven consecutive days"" (see here).  So: purely on the basis of current best science, would it make sense to define the end of winter as the date of the final warming?   Yes, one could not know that it happened until some time after it happened, but my understanding is that this lag is on the order of days, not weeks.  Yes, such a definition would have the consequence that some years, meteorological winter would end in January. But, so what? Some winters do seem to end in January... while the present one lasts into April.  Yes, one cannot define the demarcation between the spring and summer or summer and fall using the polar vortex as a reference. But, so what? There is no reason why each demarcation couldn't be a separate story. Even the fall/winter boundary need not necessarily be defined as the date of the formation of the polar vortex.  (And while we're at it--and I know this is off topic, but still---why don't the media report the date of the breakup of the polar vortex? It seems it would be of interest to people, given the notoriety the concept has received especially the last couple of winters... In fact, is the date reported anywhere?) "
15,Can ultrasounds be used to map the density of large underground regions?,"This question arose from a related one at Physics.SE, along with my own personal quest to better understand mineralogical prospecting.  I want to know if some kind of ultrasound machine can determine the density of rock, soil, or mountains. Could it see everything within range? For example, could it see a region of high density and a region of low density behind it? Or would one block the other? What would the range be?  And how accurate would it be (in density readings and exact location readings)? More accurate than a gravimetric map?  I'm asking because I want to know if ultrasounds can be used for mineralogic prospecting (exploring for ores that can be mined). It seems like it would be a lot easier to use ultrasounds than to dig a lot of exploratory shafts. "
16,Is it ok to use biology microscope for gemological purpose?,Is it ok to use biology microscope for gemological purpose?  What's the difference? 
17,Why is fluid pressure in a fractured rock reservoir only dependent on hydrostatic pressure?,Why does lithostatic pressure not play a role? (or does it?) 
18,What is Stock or Overflow Pit? Is it a terminology in geography? What is the correct word for it?,I have an excel file that I have to make the join with another table that has a column listed of different kind of feature types. This was done by someone else who did GPS'ed and spell that word and handed it out to me to do the spatial join with a point layer.  What does Stock or Overflow Pit? Is it related to geography or geomorphology term? Is there another word that is similar to it? I tried to Google it but with no luck. I looked it up on the image on the google to find it and still have no luck. Would someone out there helped me what they are or what does it look like?  Edit: This was post in the GIS StackExchange and it's not approiate to post it since it is not related to GIS. [website]
19,How to determine constant $C$ in $p(x) = Cx^{-D}$?,"Given a distribution obeying the power-law (fractal) relation, such as the cumulative distribution function [tex], if [tex] is given, how does one find the constant [tex] from a given data set?  For example, given this table:    [Source: C. Li et al. / Geomorphology 130 (2011)]  how does one determine how the values for [tex] were obtained? It appears that they used the method of least squares fitting to obtain the values for [tex], but I don't seem to understand where the values for [tex] are coming from. Any help would be appreciated. "
20,What are the conditions for an ionosphere to form?,"I already asked this on Astronomy SE but did not receive any answer so far:  What are the prerequisites for an ionosphere to form? For example, can a planet without any atmosphere have an ionosphere? What about a planet that is very far from its sun, is there a point where the solar wind is too weak to create an ionosphere?   In one sentence, what are the conditions for an ionosphere to form on a given planet? "
21,"Structural geology, regarding cross section of two outcrops with similar characteristic but very distinct dip","I found an outcrop of sandstone interbedded with claystone which strike/dip is N 195 E/42. Then, around 4 km at the south of previous outcrop, i found another outcrop with similar characteristic, but the strike/dip is N 132 E/79. The question is what should I do to make a cross section? should I connect the bed layer, considering their similar characteristic, or make a new layer, considering the distinct strike/dip? (could it be angular discontinuity?) "
22,Cooling effect by evaporation,Why exactly does water cool down by evaporation? What happens in this process?  How much does it cool down? What's the formula to describe this process? 
23,Locate people by Oxygen/Carbon Dioxide levels,"I've been challenged to think of some really out-of-the-box ways to locate people, and I had one. I'm 90% sure this isn't reasonably possible (probably only in laboratory settings), but I couldn't find a real answer to this question, so now I'm genuinely curious.  It is possible to locate people's location by fluctuations in the Oxygen/Carbon Dioxide levels in the area (from people breathing)?  I realize this is a really general question, and would depend on a ton of factors (size of the area, number of people, proximity of people to an appropriate sensor, etc). I'm really just looking for a general answer, but in case it helps, I'm referring to a general case of detecting people in outdoor settings (it would be part of a sensor suite that is outdoors and just trying to count/locate people in the general area).  Even just a link to a technical paper that explains human impact on immediate area [tex] levels would be great - I've come up completely empty looking, everything I find just refers to global warming/overall environment/over thousands of years. Nothing for immediate impact, if there is any.  Edit: This was marked as off-topic? Seriously? This is 100% earth science. "
24,"What do continents ""lay"" on?","It's a simple question.. What do continents ""lay"" on? Do they float on water? or are they huge bodies that ""emerge"" from the sea floor/bed? are they connected to the bottom of the oceans?  Hope the question is clear. Don't be afraid to be thorough and scientific in your answer, I'll appreciate it and do everything to understand it.  "
25,No sedimentation without water?,"I just found a video on sedimentary rock formation, and to my surprise, it stated that this only could occur in water! I always thought that any layer of matter, if buried deep underneath more matter, could form a sediment and become new rock. Am I completely wrong, or was the video simply not covering all bases?  I did Google it and check Wikipedia, but with my limited knowledge of the field, the results were inconclusive. "
26,Shouldn't India Get an Uplift Too?,"For the past 50 million years, India has been crashing into mainland Asia, creating the Himalayan range and uplifting Tibet, north of the mountains, to a current average height of 4500 meters above sea level.  But why is Tibet the one getting an uplift? Why isn't India, instead? "
27,Importance of meteorite impact craters in geology?,What is the economic importance of large meteorite impact craters with a diameter over 100 m? Can they form diamonds or produce other economic deposits?  
28,"What does the term spreading the risk mean, with regard to natural disasters?","What does the phrase ""spreading the risk"" mean with regards to risk assessment of natural hazards/disasters?   I came across the phrase in the World Economic Forum document, A vision for managing natural disaster risk. A quote from the document:     There are various options for risk management – avoidance, reduction,   transfer or retention. Risk transfer is the underlying tenet for insurance   markets, passing a liability onto another party (spreading the risk). Risk pooling is vital to the recovery of individuals, firms and economies following a natural disaster.   More specifically, what does the phrase mean with regards to insurance and aid, to reduce vulnerability to a disaster/hazard event? "
29,Is climate chaotic?,"The atmosphere is a highly dynamical system, and exhibits many chaotical features.  An operational weather forecasting model tries to model an initial value problem, in fact one of the most famous examples of a chaotic system.  Climate however, is the statistics of the behaviour of the atmosphere over a long period of time.  It is not an initial value problem; it is a boundary value problem.  Whereas small changes in initial values can imply large changes in behaviour over time, can there be any similar behaviour in climate?  For example, we force a climate model with prescribed atmospheric constituents, coastlines, orbital characteristics, etc.  Can a small change in any of those boundary values lead to a climate exbiting a different state?  Or, similarly, can, in the context of natural variability only, the climate suddenly switch to a very different state? "
30,What methods exist for remote profiling of oceanic columns?,"Remote sounding of the atmosphere is a well-established method used extensively used extensively for operational weather forecasting and scientific research.  Active or passive instruments carried on satellites (or aircraft) can measure profiles of temperature, pressure, trace gases, and particulate matter.  Is anything similar possible for a ship sailing on the ocean?  What methods exist, in theory and in practice, to remotely sense a profile of temperature, density, salinity, etc., from the ocean floor to the ship?  Or can such profiles only be obtained in-situ? "
31,What determines how fast clouds move?,"Do cirrus clouds in the upper troposphere move faster than cumulus and stratus clouds in the lower atmosphere?  What about clouds associated with extratropical systems, compared with clouds in the tropics? "
32,Why are weather kites no longer used (much) operationally?,"Figure 1.12 from the IPCC AR5 WG1 report (reproduced below) illustrates the different instruments that have been used for weather forecasting.  Most of the methods have been in continuous use since their inception, except one: kites were used, but later disbanded.  Why is this so?  This Monash university article from 1999 makes the point that they are superseded by radiosondes and aircraft.  However, atmospheric measurements on aircraft are very expensive and mainly used for research as opposed to operational weather forecasting; and, unlike weather kites, they do not (normally) fly in the boundary layer¹.  Radiosondes are only launched once or twice per 24 hours per location.  Passive (operational) space-borne measurements have a lower vertical resolution, in particular near the boundary layer.  I imagine that kites should provide a low-cost, high-resolution (both temporally and vertically) profile of the boundary layer.  Why is it they are not really used operationally anymore?    Figure 1.12 | Development of capabilities of observations. Top: Changes in the mix and increasing diversity of observations over time create challenges for a consistent climate record (adapted from Brönnimann et al., 2008). Bottom left: First year of temperature data in Global Historical Climatology Network (GHCN) daily database (available at [website]¹Research aircraft sometimes do.  Flying in a full-sized jet 20 metre above the ocean surface is an interesting experience! "
33,How have levels of outgoing longwave and incoming shortwave radiation changed over the last 20-30 years?,"So as we know, climate change is associated with increased radiation flux into the Earth. In other words, the sum of (incoming shortwave radiation) - (outgoing longwave radiation) [which I will call net flux] is greater than 0.  I'm just curious though - how have all of these fluxes changed over the last 20 years? Has net flux been constantly positive over the last 20-30 years? Is it changed by El Niño? Have we seen any changes in the flux associated with the recent ""slowdown"" in global warming? "
34,Can we predict which annular modes existed during the time of Pangaea?,"Some examples of annular modes include ENSO, NAM, and SAM.   I think one of the major mysteries of them is how they formed to begin with.  I'm just curious - do we have any idea of whether or not these annular modes existed in paleoclimates, particularly around the time of Pangaea? Do we have the computational power to predict them? "
35,How do Rossby Waves in the ocean form?,"So on land, I believe that one factor in their formation is due to inhomogeneities in surface heating between land and ocean (and also inhomogeneities in surface heating due to terrain effects like the Rocky Mountains).  But what about in the ocean, where we don't see such inhomogeneities? How is the formation and movement of Rossby Waves in ocean different from that of land? "
36,Are certain isobar temperatures higher in mountainous regions?,"So we know that the air temperature at higher elevations is lower. But is the air temperature at a certain isobar over, say Vail, Colorado, higher than the air temperature of the same isobar over, say, New York City?  And more importantly, do these differences in air temperature along the same isobar affect the large-scale atmospheric circulation? "
37,How does the pole-to-equator temperature gradient scale with height contours?,"Are the pole-to-equator temperature gradients lower at higher heights than at lower heights (like 850 mb/500 mb)?  If so, why is it the case? Especially given that the zonal circulation tends to be much higher at higher heights, so one could expect there to be less meridional heat transport.  (Bonus question: how is it different in other planetary atmospheres?) "
38,How do I explain why the Tibetan plateau is colder than lowlands at similar latitudes?,"A common layman explanation for why does it get colder to higher elevations (considering only the troposphere here) qualitatively boils down to The Sun heats the Earth's surface and the Earth's surface heats the atmosphere.  I remember that, every time I heard or read this explanation as a child, I thought: then why is the Tibetan plateau still colder than lowlands at the same latitude?  After all, the solar energy reaching the surface in Tibet is no less.  Clearly there is more to it.  Considering a remark from a quantum physics lecturer that you only really understand something after you've taught the subject twice, I'm phrasing my question as such: How does one explain, in layman terms, why the Tibetan plateau is colder than lowlands at similar latitudes? "
39,How do weather models work?,"We use different weather models all the time, such as the ECMWF and the GFS. These models are simply amazing to me.  How do these models work? I know they have to take in various data points - what are these, and how does the model use it? Also, how do they come up with a forecast or a map of what will happen in the future? "
40,How will cloud feedback effects on the climate change as the result of global warming?,"So global warming will increase the tropospheric temperatures, which, in turn, would make the clouds higher than they otherwise would be.  And higher clouds (especially cirrus clouds) tend to trap in more long-wave radiation. It's the low clouds (like marine stratus) that reflect away incoming shortwave radiation while not trapping in more long-wave radiation.  So my question is this: would global warming increase these feedback effects due to increasing the cloud heights? (and perhaps decreasing the amount of marine stratus clouds?) If status clouds gave way to cumulus clouds, what would be their net effects on Earth's radiative budget? "
41,Do large-scale modes of variability (like NAM/SAM/ENSO) exist in the ocean?,"Large-scale patterns of climate variability can be explained at this Annular Modes Website.  If so, have they been characterized by EOF analysis in the same way that the annular modes in the atmosphere have been characterized? Where would be able to find this? "
42,How will climate change affect the 3D distribution of lapse rate in the atmosphere?,"The lapse rate is the rate at which temperature decreases with height. By ""3D"" distribution, I mean distribution across all latitudes, longitudes, and heights.  Would climate change change the lapse rate more in the poles than the tropics? Would increased humidity be the main reason, or could there be other causes as well?  "
43,How can I calculate the average latitudinal temperature anomaly between a city and all other locations along the city's latitude?,"E.g. How could I calculate the average temperature anomaly between, say, Boulder, CO and all other locations along the 40N parallel?  What about Boulder, CO, and all other locations along 40N at Boulder's altitude?  What datasets would I need, and what resolution would they have? What would be the advantages/disadvantages of these datasets? "
44,How much carbon is sequestered out of the atmosphere through marine snow?,Marine snow in the deep ocean is a continuous shower of mostly organic detritus falling from the upper layers of the water column.  How much carbon is sequestered in this process? How does it compare with the amount of carbon sequestered through plants?  I'm also curious: what percent of this carbon sequestration comes from plankton and what percent from fish? Do seabirds reduce this carbon sequestration? What about marine mammals? 
45,Why is Europe warmer than North America at similar latitudes?,"Traditionally it has thought to be the Gulf Stream. But other researchers, like Richard Seager and Tapio Schneider, propose different arguments as to why.  How much of a role does the Gulf Stream really play? Who is right? (or are they all at least partially right?) "
46,Similarities between grand circulation solvers and mantle convection solvers,"My impression is that both ocean grand circulation models (e.g. MITgcm), and Mantle Convection models (e.g. CitcomS), both use Navier-Stoke's as the governing equation. What are the other major similarities between these two types of models?  Should there be more shared between these two modeling communities since they both rely on fluid dynamics?  Edit: For those wondering why this might be important: You can use mantle convection to calculate dynamic topography, and then couple it with heatflow models to predict sea level rise. Of course, you also need to couple that with glacial melting dynamics and GCMs. See Muller et al., 2008 for more information. I know there are a few geodynamicsts now working on this problem in general, but no substantial work has been published . (May 2015)  "
47,How will climate change affect the entropy budget of the atmosphere?,"The entropy per unit mass of moist air can be defined as  [tex]  And in statistical equilibrium, the entropy budget takes this following form  [tex]  These are all explained in this paper.  Irreversible entropy is produced from irreversible phase changes, the diffusion of water vapor, and the frictional dissipation of falling water vapor. Entropy can reduce the amount of work available to accelerate convective updrafts and downdrafts.  I'm just wondering - how will the amount of entropy in the atmosphere change as a result of climate change? Seeing that global warming tends to decrease the pole-to-equator gradient (resulting in a more homogeneous temperature distribution), I wonder if it might increase? "
48,What are the impacts of sublimation on an annual mountain snowpack?,"Massive amounts of freshwater rests atop the world's mountains in the form of ice, snow, permafrost, and glaciers.  Many areas of the world rely upon the melting of snow and ice to recharge their rivers and reservoirs.  But not all of that ice and snow actually melts. Some percentage of a snowpack will phase change directly into water vapor (sublimation).    How much potential mountain run off is lost to sublimation anually?  How can we measure this loss?  What sort of insight do researchers have on the impacts of sublimation on the local microclimate?  "
49,How do we measure (or empirically calculate) the amount of entropy in the atmosphere and oceans?,"Here's a paper on the entropy budget1, where moist entropy is defined in equation (8) as     $$ s = (1-q_t)(C_{pd} \ln T - R_d \ln p_d) + q_t C_l \ln T + \frac{q_v L_v}{T} - q_v R_v \ln \mathcal{H}  $$      In this expression, [tex] is the speciﬁc humidity for water vapor, [tex] is the speciﬁc heat at constant pressure of dry air, [tex] is the speciﬁc heat of liquid water, [tex] is the temperature of moist air, [tex] and [tex] are the gas constants of dry air and water vapor, [tex] is the partial pressure of dry air, [tex] is the relative humidity, [tex] is the water vapor pressure, and [tex] is the saturation vapor pressure.   I'm just curious: is entropy directly measured, or indirectly measured from other sources? If we measured it, what would be the spatial-temporal resolution of such a measurement?    1 Pauluis, Olivier, and Isaac M. Held. ""Entropy Budget of an Atmosphere in Radiative–Convective Equilibrium. Part I: Maximum Work and Frictional Dissipation."" Journal of the Atmospheric Sciences 59: 125-139.  "
50,How does one measure what causes earthquakes?,"I know that they occur when energy that was previously stored is released in seismic waves. But how is the energy stored in the earth in the first place, and what can trigger the release of such energy?  Put another way, the above preconditions for earthquakes can be brought about by natural phenomena such as fault lines in the earth, and also by man-made phenomena such as mining. What are the ways to measure/estimate the ""potential"" energy of a fault line, and the likely resulting earthquake, and what are the ways to measure/estimate the energy released by mining or other human activities, and how large an earthquake is likely to result? "
51,Why does every tsunami travel differently?,"Tsunamis are quite interesting, as they only happen after a large displacement of water.  Usually, the waves travel quite weirdly. Sometimes there are waves which bounce off of land and go back to sea. Sometimes they go straight to land and don't bother any other pieces of land around them.  So why does this happen?  Why do some tsunamis go straight to land while others are spread out?  And why others take various pathways toward land or the open sea? "
52,Are sandstorms like regular storms?,What's the difference between sandstorms and regular storms? Are they more than just strong wind within deserts? 
53,Why don't cold fronts and other steep-gradient weather effects just dissipate?,Why don't cold fronts and other steep-gradient weather effects just dissipate? Why do they last so long? Why doesn't the heat dissipate toward the cooler region? 
54,"What do weather forecasters mean when they say ""50% chance of rain""?","What do weather forecasters mean when they say ""50% chance of rain""?  Even more confusing: weather report often says something like ""30% chance of rain. >10mm"", then the next day ""70% chance of rain &lt;1mm"". How should I deal with this information, for example, if I'm planning a picnic? "
55,How deep could the surface of the Earth's crust get?,"In theory, how deep can a natural formation on the surface of the Earth's crust be? What are the limits to this depth? "
56,Can mining trigger earthquakes?,"Are earthquakes more common in mining regions than they would otherwise be? e.g. is the frequency of earthquakes in those regions different when mining is occurring than when it is not?  I am interested in earthquakes generally, but also particularly interested in earthquakes strong enough to have damaging impacts (to life and infrastructure). "
57,How long does it take for the ocean conveyor to circulate?,"What is the period of the thermohaline circulation in the ocean? Obviously, individual particles may take longer or shorter, but what is the average for a small water parcel to do a full loop and end up back in the same place? "
58,What periods of the fossil record are most lacking in specimens?,"What parts of the fossil record are most lacking in specimens? That is, if you were to trace the evolution of a modern mammal (humans, for example) from abiogenesis to now, which periods are the most lacking in fossils? Where are the biggest gaps in our evolutionary history. "
59,Does a green or yellow sky actually indicate a tornado?,"It seems to be a fairly widely held belief that if the sky is green or yellow, a tornado may be developing/approaching. But is there any truth to it? Could the color of the sky actually be associated with the hail that usually accompanies a tornado? "
60,What causes the Earth to have magnetic poles?,"A compass can tell me the directions of the Earth's North and South poles?  What is it about the Earth that produces this ""polarity"" such that a compass can pick it up?  The first thing that jumped into my head was the Earth's rotation, but if that is the explanation, why have I heard from people that the Earth's polarity can switch every million years or so?   "
61,How does geothermal heating work?,I have heard that geothermal heating is a way of generating energy from the temperature difference between the inner layers of the Earth and the Earth's crust.  How is it possible to extract this energy?  Must one be near a tectonic plate boundary to gain access to this temperature gradient? 
62,How much Uranium is there in the Earth's Crust?,"Are there any estimates of the amount of Uranium there is in Earth's Crust?   From what I know, it's supposed that there are large amounts of Uranium in Earth's Core, the decay of which is responsible for the core maintaining its high temperature. Mining the core is hardly imaginable, while the resources in Crust are more accessible available for mining: so how much is in the Crust, and at what levels of concentration? (which affects the viability of accessing it). "
63,"Is there a standard definition of the term ""mountain""?","Is there any standard internationally recognizable definition of the term ""mountain""?   If international texts describe some terrain as mountains, do they use some international definition of the term, or do they use the local definitions?  For example, in Poland geographers usually agree that terrain is called mountains when its peaks are at least 600 meters above sea level. This makes, for example, the Świętokrzyskie Mountains 'mountains', although only a single peak is above 600m. But there are other definitions that are bases on the geological structure of the terrain, not on the height.  Germans, from what I know, use a definition based on 'Reliefenergie', so the relative height difference for every square kilometer, independent of the absolute height.  What criteria are usually used to call a terrain 'mountains' in international community? For example, what would we use on this site? "
64,What is the origin of the Montmartre mountain in Paris?,"I have always wondered what is the origin of Montmartre mountain in Paris. What surprises me is that the whole area seems quite flat, and yet there's a very steep hill in the middle. How has that happen? Is it an instance of some common geological phenomenon? "
