Index,title,body
10,Kegging and less-than-keg-sized batches,What are the drawbacks (if any) of using a 4-gallon batch with a 5-gallon kegging system? And what if the batch is only two gallons? 
11,How to safely remove mold from corks?,"I have a mead that has been sitting bottled in a cool underground closet for about a year, and the corks appear to have some mold growing on the outside.   Apparently the closet is a bit more moist than it should be.  I was hoping to age this mead for quite a few years, so swilling it is not the preferred method of dealing with this.  What is a safe way to remove the mold from the corks?  Will I need to open and re-cork all of the bottles?    What can I do to prevent this in the future?   Will a wax coating help?  EDIT  I've looked around online a bit, and now I have another question...   Is a moldy cork actually bad?   Will filaments from the mold eventually dig in to the body of the cork deep enough to reach the mead? "
12,Can carbonate reducing solution lead to off flavours?,"I live in an area with very high alkalinity ~ 320 mg / l CaCO3. I am planing on using Carbonate Reducing Solution CRS to bring the alkality down to acceptable levels for pale ales. To lower the alkalinity to ~ 40 mg/l CaCO3 i will need to add roughly 1.5 ml of CRS for every litre of mash liquid.   My question is, at this level Am i likely to taste the CRS? If there are likely to be off flavours i will probably cut my tap water with a known bottled water, although in the UK it is difficult to get hold of RO or DI water. Is there a better acid source to achieve my goal?  "
13,Adding strawberries to half of a batch - too much oxidation in carboy?,"I am currently fermenting a blonde ale, and I was thinking of adding strawberries after primary fermentation. However I don't want a full batch of stawberry ale, so I plan to rack only half of the 5 gallon batch onto strawberries.  I have another 5 gallon carboy that I can use, but am I risking significant oxidation by having half the carboy full of air? Is there anything else I can do? Should I buy a couple 1 gallon growlers? Other options?   Thanks! "
14,Can I make urwagwa?,"Urwagwa is a popular beer in Rwanda made from bananas, and I'd like to brew some myself. The recipes and methods I've read online have some very traditional methods (e.g. Bury the bananas for a while!) and most recipes ask for Sorghum as a leavening agent.   I'd like to know if anyone has a substitute for the sorghum and also for the method (the ones I have read only require the brew to be fermented for 24 hours - could/should it be done for longer?)   Could I just follow some basic banana beer recipe - or will that just leave me with something nice, but not authentic?  Sorry if this is too specific, but I got a bit curious and wanted to make something exotic. "
15,Benefits and drawbacks to different tubing types?,"We're making some big upgrades to our homebrew system and one of them involves moving everything to 1/2"" fittings and barbs. This means we need 1/2"" tubing that will easily and reliably fit on the barbs.  My question is regarding different options in tubing. I've been using the 3/8"" clear plastic tubing from the LHBS, but I'm curious if anyone has thoughts on other options. Silicon tubing has better temperature characteristics I hear? Does it last longer? Do you worry at all about impacts on the beer? Are there other better options out there?  Specifically I will need tubing to recirculate (I suppose by hand for now) and sparge in our new converted keg mash tun, as well as standard racking needs of course. Eventually (hopefully not too long) I plan on adding a march pump as well.  I haven't been worried about tubing up to now because racking just doesn't take that long, but I was curious if anyone had strong feelings on the matter. Do you all use the clear plastic tubing or have you found a way that works better? "
16,Yeast for very high gravity (1.138) stout,"I'm planning to brew a very high gravity stout. I'm expecting an OG between about 1.118 and 1.138 depending on how much my efficiency suffers. I've done this before with decent results, but I think I can provide a better fermentation than I have before.  I'm planning to mash pretty low (140-145F) so that I will have a very fermentable wort, and to minimize residual sugars.  I expect that I will want to use two yeasts; one to achieve the desired flavors (esters) and one to brave the extreme alcohol concentration and eat what it can. I'll probably stick with something like Wyeast 1272 (American Ale II) for the former; the latter I am a bit unsure about.  In the past, I've used champagne yeast, and I can't say I really had problems with it. However, even with a mash focused in the beta-amylase range, I still had a pretty sweet beer -- even after aging for a couple years. I'm wondering if another high-alcohol-tolerance yeast might attenuate a little better.  To this end, I'm considering using another yeast, like the Wyeast 775 Cider Yeast, that claims to attenuate much higher (over 80%). Wyeast even claims in its description of the yeast that it can be used for high gravity beers. In my case in particular, can a yeast really affect attenuation that much?  More subjectively, would you recommend another yeast for high alcohol fermentation?  I'm planning to ferment a bit lower to help keep excessive esters / fusel alcohols out. Something like 66F. Is this appropriate, or will I be hampering fermentation?  Lastly, should I let let the ""base yeast"" ferment until it has virtually stopped before pitching my high-alcohol-tolerance yeast, or should I pitch as it nears its theoretical tolerance limit? I ask because I'm concerned about the effects that might occur when the yeast hits its limit.  Edit: I'm aiming for a 10 gallon batch.  More Edit: I'm shooting for as much attenuation as possible. If I can get it up near 80, I'll be quite happy. I think I'll make a low gravity Dry Stout as a starter (5-10 gallons at about 1.040). "
17,What's the minimum safe immersion time to sanitize something with StarSan?,"How long should I keep something immersed in StarSan/swish it around for to ensure that it's as sanitized as I could reasonably hope it'll be?  I know everyone has a rule of thumb for this (I use 1min myself), but I was wondering if there are any hard numbers (culture tests or contamination rates etc) for this. How long does StarSan take to effectively sanitize something (clean plastic or metal)? "
18,Any need to stop yeast before kegging?,"I'm brewing to keg for the first time, finally. I am planning to force carbonate and was wondering: Are there was any steps I need to take to stop any active yeast before putting it in the keg and gassing it up?  Is this even something I need to worry about?  It will have been fermenting about two weeks before going into the keg. "
19,How to properly keep a warm kegged beer (short term),"This is a combination keg/carbonation/beer storage question.  I have only fridge/freezer room for either a carboy or my (currently 1) keg.   I have about half of the corny keg left of a light cream ale, and had to boot it out of my fridge to put in an IPA for a couple/3 week cycle. It was properly carbonated (seemed to work great at 11ish PSI) before I pulled it out and am keeping in a 75ish degree room.  For fun (and science!) I drew a glass off of it yesterday and it was all foam and then flat [tasting] beer under it.   So, my questions, in ""teach a man to fish"" style (and assuming there are no leaks in my system, which I believe to be true):  1) what is the phenomenon that changes how the carbonation level of the beer appears when it is at room temperature? In my mind, I think of a carbonated beer as having bubbles suspended in the liquid once the container is properly pressurized. i.e. a headspace of CO2 that is of sufficient pressure to keep the CO2 suspended in the beer. When dispensing, the pressure equalizes again to maintain that pressure. It's hard for me to visualize how the beer could come out ""flat"" looking if the pressure level of the system hasn't changed. Note, I turned off the CO2 when I took it into room temperature, as it seemed like the right thing to do(?).  Now, at room temp CO2 expands I believe (?), but why exactly did that result in what I observed? I think if I understand that, I'll understand much more about the process.  2) Given #1, and knowing that the beer style matters as far as how it ages, what would you target as a general rule/deadline to get it cold again?   3) Given #1 and #2, should I purge the keg while it is warm and sitting until it's cold again? If so, why?  I know that's a mouthful (or 3), but I feel like I'll understand much more and be able to fish (and drink) if I get these concepts nailed down :)  Thanks! (And as always, if you have articles or chapters of books you'd point to, I'd love those as well/alternately).   (This is brew #4, so surely I'll start to run out of questions soon...) "
20,How to get rid of gas from mead?,"I have brewed 5L of mead (1 part honey to 3 parts water). After 9 months I can no longer see any sedimentation in the bottle, however when I taste the mead I can feel it's a little sparkling (besides that it tastes okay). Does it mean, that the mead is still immature or will the gas leave when I put the mead in room temperature? (it now stands in a cellar with temperature several centigrades below room temperature).  So what should I do? Wait a little more or is it safe to bottle the mead now? "
21,Storing a counter-flow chiller,"I just got a counter-flow chiller put together and have used it a couple times. Needs some tweaks, but man it really chilled the wort!  After I was done I ran some hot water through it and tried to drain it as best as I could. I was wondering what the best way to possibly store the chiller for a couple of weeks would be so I don't get any weird growth or something inside? Any thoughts?    Is blowing it out good enough?  Can I keep starsan in it and just cap the ends? Is that bad for the copper?   Thanks everyone!  "
22,Brew kettle ball valve straining,"I have a 10 gallon brew kettle with a ball valve. I have used it a couple times, and now own a counter-flow chiller. I noticed that all of the hot-break at the bottom of my kettle really seems to gunk up the ball valve and the speed of the draining. I mean it it still flows, but it does add some time to the draining. There are 2 things that I want to be able to do:   Be able to add a dip tube of some sort. Right now I leave a sizable amount of liquid at the bottom of the kettle, since the ball valve is off the bottom just a tad ( which turns out to be a bit of liquid in a 10 gallon kettle)...what is the best way to go about this? Also, with the dip tube of some sort, is there a way to maybe strain some of the hot break out? I mean it feels like it would clog any mesh I try to put in its way. Any thoughts? Is it worth it? I'm not getting a stuck drain, just slowed I guess.   Thanks for all of your help! "
23,Yeast Starter blew out!,"I made a 2L starter with 2 Wyeast 1056 smack packs, yeast nutrient, a shot of O2 at the beginning and intermittent shaking. Last night it was going strong and this morning it had a nice high krausen.   Then I went to work and came home to find that it went nuts. It wasn't much, but there was a nice little puddle of yeast next to the flask.  I've learned my lesson to use larger than a 2L flask for a 2L starter.  My questions are:  Did I lose too much yeast?   I'm not brewing until tomorrow morning so will there be enough reproduction of yeast cells by then to replace the lost yeast?  Or, should I just not worry and pitch it like planned? "
24,How long can you store StarSan in its concentrated form?,"I recently got back into brewing after a 5 year hiatus, and noticed that my StarSan is a little darker in color than the stuff they sell at the LHBS. The guy at the LHBS said it can lose its potency, but should be fine. I used a little bit more than I would have (not much) if it was fresh, and everything seemed normal.  Has anybody here had to store StarSan for a long period of time (2-5 years)? And if so, how did it work out? "
25,Fastest method of wort chilling,"I've heard of many different methods of chilling wort,  What is the fastest?  And what's the best cost vs speed solution? "
26,What differentiates the lag phase from fermentation?,"When making a starter, the intent is to make yeast. We use stirplates in part to continually oxidize the wort, enabling the yeast to multiply.  In this question about starter oxidation, one of the answers talks about lag transitioning to fermentation and quotes:  Fermentation (Wikipedia) says,     even in the presence of abundant oxygen, yeast cells   greatly prefer fermentation to oxidative phosphorylation, as long as   sugars are readily available for consumption (a phenomenon known as   the Crabtree effect)   Which makes me wonder, ""what really causes/encourages yeast to multiply?"". If there's plenty of oxygen and sugar, why doesn't yeast just keep multiplying? "
27,Does suspended yeast contribute to high SG?,"I've got a SMaSH beer (Baird Maris Otter and EKG) finishing in primary. It's been fermenting for just over a week. Starting Gravity was 1.046. I mashed at 154F for 60 minutes. Fermented with WY1335 British Ale II. I didn't make a starter, since the yeast was very fresh, ~95% viability. I oxygenated with pure O2 for 90 seconds. High krausen was observed at 36 hours, and fermentation was vigorous.  1335 is described as medium attenuation, high flocculation. I expected the beer to have started clearing by now, but it's still very cloudy.  I pulled a sample with a wine thief and measured the SG, and took a swig. It tastes very slightly sweet. If I had to guess, I would say 1.012. However, the hydrometer was reading over 1.020 even after de-gassing the sample.  I've drunk a lot of hydrometer samples, and I can't believe that this beer really has so much residual sugar -- it just tastes too dry. Is there anything that could be affecting the hydrometer reading? I wouldn't think that suspended yeast would affect SG, since it's not in solution and therefore not affecting the density of the liquid. Am I wrong? Is there something else that could contribute to an anomalously high gravity reading? "
28,Worried about extent of inflation of Wyeast 4766 package,My friend and I were trying to ferment some raspberries using the WYEAST 4766 Cider yeast. Now it's 1 day after we activated the package and it is still only partially inflated.   Should we buy a new one or do you think it is just a slowly growing yeast and it should be fine? Did anybody else have experiences when using this yeast for mead/wine or cider?  thanks for your answer! 
29,Should I worry about this smell?,"I have  stout fermenting and it has been in my carboy for a little over a week. Yesterday I opened the carboy to make a small intial addition of coffee beans and cacao nibs. Well when I opened it and smelled the brew, I got a strange almost plastic or rubber smell coming up from it.   Is this due to how young it is?  Should I worry about it?   I did everything down to the last detail so I cannot imagine it is contaminated. I hope the smell goes away. "
30,Carbonating a keg outside of a fridge until it is ready,"My refrigerator is full but I am kegging two Saisons today.   I plan on letting them sit in room temperature for 2 weeks and then moving them into the refrigerator when they are fully carbonated.   Given that my room temperature in the day is about 78F, but my refrigerator is 40*F, how do I set the PSI to account for the change in temperature 2 weeks from now?  Do I simply set the PSI to account for room temperature, and then change the PSI downward after I move the kegs into the colder environment? "
31,Yeast Problems!,"Brewing a porter, pitched my yeast and started with a 1.056. My air conditioner broke for 1 day and the beer got to about 80 degrees after about 1 1/2 weeks of fermentation.  Beer has been sitting at 1.036 for two weeks now. Can I repitch? Or is it needing to be dumped? And if I can repitch, does it need to be transferred to a new bucket first? "
32,Additional equipment for cornelius kegging,"My local supplier is selling refurbished cornelius kegs for a decent price and I would like to pick one up. I don't know the first thing about kegging though, and more importantly what additional supplies I need to keg up a brew.  I had a quick look at this tutorial but am still a bit confused. Here's my list so far:  Keg:    Gas Regulator:    Gas Tank (I'm sceptical about this):    Beer/Gas line and fittings:  Disconnects:    Beer Tap:    Or  (Seems quite pricey but if it's far superior then I'd get it)   Beer Line (Only needed with compensator tap?):    Gas Line:    Washers for good measure?:    Does this seem like a reasonable shopping list? Do I need one / more of anything? This is my supplier, if anyone wants to make alternative suggestions, they would be more than welcome to.  Any advice is greatly appreciated! "
33,When should I add campden tablets?,"So I'm still pretty new to home brewing, I recently finished my first batch of cider from a kit and the end results where ok. Nothing amazing, but it was something I made and feels extra rewarding.  Now onto the question, I plan to start my 2nd brew tomorrow, again, from a cider kit (This kit to be precise). I will be using tap water for my brew, since it's not really possible for me to transport 20 litres (5 gallons) of bottled water, without a car. I want to know, at what stage should I add my campden tablet(s) to remove all chlorine from the water?  Should I put the water in the bucket tonight, add the tablet(s) and then leave it 24hr, before adding the mixture, sugar and yeast?  Or, should I wait till tomorrow, add the sugar and mixture, then add the tablets and wait 24 hours before adding the yeast?  Bonus Question: Best ways to add carbonation to my cider? The sugar added into he pressure keg created lots of c02 to push the liquid out the tap, but the cider itself is flat when tasting.  Thanks and sorry for the long post :) "
34,Best way to estimate remaining fermentable sugars?,"This question is kind of for the chemists here, but I'm open to any ideas.  In this question Denny Conn, who is far more experienced than me, asserted that a beer is likely finished fermenting, despite being at 1.036 (from a start of 1.056). This would be a beer that's about 2.6% alcohol and 9% unfermentables. To me, that would be undrinkable. Many people suggested rousing the yeast and/or re-pitching to finish out the fermentation.  The important point is, how do you know whether that supposedly stuck beer has any fermentable sugar left? The yeast might have given up early, which is a common enough problem. Or maybe the mash temp was missed by a lot? Or maybe something toxic got into the beer, causing the yeast to die early.  Other than re-pitching and hoping for the best, is there any way to measure the simple sugars? I usually suggest tasting the beer, but the amount of hops will affect the interpretation (as will the taster). I'm hoping for a test as quick and clear as a starch test. "
35,Dynamics temperature measurement,"We fight to keep the fermentation temperature controlled, usually constant, but the fermentation is an exothermic activity, so in one side we try to remove energy, and in the other (inside, mainly in the middle), the energy is produced, and keep increasing along the fermentation.  So, if we measure the temperature in the fermenter walls we'll get one very near to the last one applied in the environment that is cooling the fermenter. But if we measure inside the fermenter (the wort), and keep going from edges to the center of the fermenter, the temperature grows progressively.  Considering the thermodynamics in fermentation when cooling is done from fermenter walls, if we measure the most hot point, we will have a lot of wort (in the fermenter edges) some degrees below the expected temperature. So if we measure it in the edges, we'll have a lot of wort (in the center) above the expected temperature.   In the dynamics of fermentation temperature control, how/where is the best spot to measure the temperature ? Center, edges, 1/2 from the center ? "
36,Which kind of hop should be used on a First Wort Hopped (FWH) beer?,Should I use Aroma or Bittering hop on my FWH? The time between the FWH and the boiling should be taken into account or it does not matter? 
37,Mash Boiler – What's a good boiler?,i'm new to the brewing game and am currently waiting for a few whole grain brews to come of age.  One thing i'd like to do is purchase a larger mash boiler and dedicate a bit of space in the shed for my 'micro-brewery'.  What makes a good boiler? Where should I start?  Any suggestions would be gratefully received!  Rik 
38,Sweeting and Bottling a cider/cyser,"I fermented 5 gallons of cider from 1.044 to 1.0. It's very tart, so I want to add 2 lbs of honey to sweeten it up.   I also want to bottle it with some carbonation. How do I prevent the honey from fermenting it back down to 1.0 and still sweeten the cyser?   I looked at carbonation tablets, but they just appear to be modified sugar cubes. If I stop the fermentation with Campden, can I still bottle carb it? "
39,Kegging process and serving PSI,"I'm now the proud owner of a corny keg. I just have a couple of questions about carbonating the beer and then what to do during / after serving.  As far as I'm aware, to carbonate the beer I just need to stick the Keg + Co2 tank at 10/12 PSI in a fridge at around 7C / 45f for a week.  Then I can turn the gas off to minimize leaking.  My first question is, what PSI to serve at?  I purchased this dispenser + hose + tap solution which has me worried. The length of the tube is about 22cm or 8.66"". The width of the tube seems to be 5/16"" or 8mm. Material appears to be PVC braided vinyl. The height from the keg seems negligible given the length of the dispenser.  I have had a look at some of the calculations for dispensing the beer but I'm don't think I'm doing it right.  It seems that I would have to bleed the all the gas from the keg before serving and then set the pressure to about 1 PSI to get anything except foam out of it. Would I then have to set the pressure back to 10 PSI to ensure the beer stays carbonated?  I'm just wondering if I should bite the bullet and purchase something like this to avoid any headaches when pouring day comes around.  Any advice is appreciated! "
40,"Homebrewing Soda, Safety Concerns","I wanted to try making my own soda this summer, and finally got around to it 10 days ago. Here's the thing. I didn't have/use any specialized equipment. I boiled water with sugar ~15 minutes, and combined it in 2-liter soda bottles with cool tapwater (dangerous?), flavor extracts and sucralose and let it get colder. Then added champagne yeast. Then stashed them in a dark cupboard. Today, I poured a little into a cup and it's fizzy and smells like it has a bit of alcohol, too.  But I know microbes can really mess things up and I just wanted to ask: Could the method I used be dangerous? Is there a risk of me having unintentionally grown a life-threatening bacteria, like the one that causes botulism? Thanks in advance. "
41,Sour Starter From Dregs,I bought Nordic Saison from Hill Farmstead and loved it. I have a Saison recipe that I really like and I want to try and sour that. I took the dregs from a 750ml of the Nordic and threw it in a small starter (1.030). I'm including a photo after three days. It looks like things are going well but I need to create another starter to bolster the culture. Maybe a step up to 1.040 and maybe 1.5 liters this time. Can someone confirm this and include any tips?  Also I read some references (after the fact) to using an airlock with sour starters. What's the reason for this and did I ruin it by not doing that?   
42,Should I use beer gas to dispense carbonated kegs?,"Suppose I have a keg of carbonated beer and a kegerator. Can I hook the keg up to beer gas (nitrogen, CO2 mix)? Would this affect the beer in any way, or would I have to carbonate with the beer gas to get any advantage to pushing with beer gas? Would I need a stout faucet? Longer lines to balance the system? "
43,Regarding CO2 in my keg,"Just kegged my American Stout last night. Gave it a little agitation at 30 psi, then left it at serving pressure around 8-9psi. First taste, it's great! The only slight thing I noticed I can only describe as ""the taste of the smell of an empty keg that has been filed and pressurized with CO2"".  Am I right to think this is the flavor of partially carbonated beer and will mellow/balance out in a week at serving pressure?  It's completely tolerable, I don't even remotely mind the flavor, but just wondering if anyone has experience with this?  The IIPA I kegged and carbonated the night before was agitated for around 3-5 minutes at 30psi, but the beer was already cold crashed for a week so it instantly absorbed all of the gas and was perfect and ready to go.  "
44,Necessity of Fermentation Temp Control while Brewing in Rural Paraguay?,"I'll be brewing for my second time in Paraguay and have a quick question in regards to the summer conditions down here. How important is it to maintain the fermentation yeast temperature range after primary fermentation? My main issue here is the heat (I live in a small hut with no AC). Also when it comes to bottling, if it's in the high 80s will that simply equate to a faster carbonation time or it may also potentially have negative effects?  "
45,Racking flavour - too strong?,i'm about to rack off my first batch of full-grain IPA. It's a small batch that has been fermenting about 14 days in a demijohn.  I tasted some briefly when racking and it tasted very strong which is not a bad thing but unexpected tbh. I thought maybe it's over fermented but after reading Is it possible to over-ferment? post i am unsure that's the case.  Now don't get me wrong it tastes fine but just very strong. Apparently i'm to add some sugar water and condition in in the bottle - Will this mellow the flavour?   Any advise would be gratefully received!  Thanks all!  Rik 
46,Krausening / Pitching Actively-Fermenting Wort,"I heard on one of the old Jamil shows that pitching actively-fermenting starter is a good way to get noticeable but subtle yeast character in a beer.  You need to start with an adequate amount of yeast, but basically to 'get the yeast going' before pitching it.  He was referring specifically to saisons, where you want a good amount, but (IMO) still subtle ester and phenol production, and a complete fermentation.  He was saying it was better to do this as opposed to purposely underpitching or fermenting hot, both of which are risky to say the least.    We ended up trying this on two IPA's with Conan yeast (from which we wanted ester production) and the results were awesome.  78 and 82% attenuation with the esters we wanted.    My question is does anyone know the science behind this method, assuming, as stated, equivalent pitch rates?  Why it creates SOME yeast 'character', but not too much?  The yeast are already in the growth phase, and I guess it would maybe minimize lag phase? "
47,Think my fermentation is stuck,"I brewed my 5th homebrew this Saturday, an all-grain American stout.  By Sunday I had very minimal bubbling.  Monday there was a bit more but far less than my previous batches.  Today there are none.  I've never had a batch bubble this little.  Typically in 24-48 hours the bubbling is pretty intense.  Not so with this batch.  I rehydrated dry yeast (Nottingham) and pitched at the manufacturers recommended temp.  Should I re-pitch more yeast?  Is my brew bad? "
48,Making a French Cider,"Ahoy!   I've been making ciders for last year (with more experience on beers and meads). Two things happened. I tried a french cider couple a month ago and I liked it to the point, that I won't mind making it myself. Also, 5 weeks ago I used French Saison Yeast (Wyeast 3711) on my common cider and on my session mead (both SG=1.050, FG=1.002). The result was fantastic (awesome aroma, taste and even appearance is somewhat close to the standard).  So, I've got some calcium chrolide for keeving in home environment, in couple of weeks I'll be getting a fresh pressed (early harvest) sweet cider from one of the local orchards. My question is, are there any restrictions on yeasts in French Ciders? All the recipes (not that many) suggest using like champaign yeasts. Would it be too odd and out of style if I use Saison Yeast?  Just trying to experiment a bit :) "
49,My ginger beer is a thick sludge. Where might I have gone wrong?,"I'm a novice fermenter who loves ginger beer, so I thought I'd try to make my own. I ordered some ginger beer plant from these guys and followed their guide: [website]For my first batch I added 1/2 cup white sugar, GBP, and the juice of 4"" of ginger root to a quart of water. I let it sit covered with cloth for 4 days, then I strained the liquid into two swingtop bottles and added 1 tsp. of white sugar to each bottle. I put the bottles in the fridge and ""burped"" them every day. After 3 days I tried the ginger beer, but it was too flat and sweet. The problem seemed obvious to me: I didn't allow enough time, and the fridge was too cold, for good fermentation.  For the second batch I added 1/4 cup white sugar, 1/4 cup light brown sugar, the GBP I separated from the 1st batch, and ginger juice to a quart of water. This time I let it sit for 7 days. I strained the liquid into 2 bottles again, but did not add extra sugar (I think I must have been scared of too much sweetness at the end). I did not put the bottles in the fridge but let them sit for 7 more days, opening them daily to release pressure (of which there didn't seem to be any).  Today I poured one of the bottles into a glass and a thick sludge came out. I tried a sip, and it did seem to have an alcohol bite to it, but this is definitely not what I had in mind.  What did I make? Is it salvageable in any way? But most importantly, how do I avoid this in the future? "
50,Effects of Over Carbonation,"I keg my beer and use force-carbonation to carbonate it. Does anyone know if there are any negative consequences to over-carbonating the beer, other than excessive foaming? Are there any long-term affects on the taste, texture, aroma, etc. if one were to over-carb a beer and then allow it to come down to normal carbonation over time? "
