Index,title,body
29,Relocation to Mars,One billion years into the future and the Sun has swollen in size and it is now not possible to live on Earth due to the heat. Mankind has relocated to Mars where the temperature is more favorable now than on Earth. My question is how much time has this gotten us before we can't live on Mars any longer because the Sun is dying ? The next step I guess will be to relocate to another Solar System ? 
30,What causes a star to become a pulsar?,"What processes does a star undergo to become a pulsar? Does it take a very specific star with a certain set of qualities such as ""Just the right mass, diameter, and composition,"" or is it a freak accident that certain stars live out their remaining life as a pulsar? "
31,L4&L5 positions?,"I know that, in L4&amp;L5, the distances to the two main bodies should be equal. Still, how can I calculate that distance with accuracy? How can I know that that distance is inside the equipotential surface? Let's take, as an example, the Sun-Earth system and the Earth-Moon system. Thank you in advance! "
32,How hot can a planet be?,"Given that some exoplanets, particular ""Hot Jupiters"", orbit very closely to their parent star, how hot can these planets become?  What is the hottest exoplanet discovered so far? "
33,How often do they move most/all of ALMA's dishes?,"The Phys.org article Unknown treasure trove of planets found hiding in dust reports on recently published radio measurements (~1.3mm) of planetary systems forming around stars in Taurus:     Scientists base this scenario of how our solar system came to be on observations of protoplanetary disks around other stars that are young enough to currently be in the process of birthing planets. Using the Atacama Large Millimeter Array, or ALMA, comprising 45 radio antennas in Chile's Atacama Desert, the team performed a survey of young stars in the Taurus star-forming region, a vast cloud of gas and dust located a modest 450 light-years from Earth. When the researchers imaged 32 stars surrounded by protoplanetary disks, they found that 12 of them—40 percent—have rings and gaps, structures that according to the team's measurements and calculations can be best explained by the presence of nascent planets.   The article ends by saying:     Going forward, the research group plans to move ALMA's antennas farther apart, which should increase the array's resolution to around five astronomical units (one AU equals the average distance between the Earth and the sun), and to make the antennas sensitive to other frequencies that are sensitive to other types of dust.      ""Our results are an exciting step in understanding this key phase of planet formation,"" Long said, ""and by making these adjustments, we are hoping to better understand the origins of the rings and gaps.""   Changing from 15AU to 5 AU suggests a roughly factor of 3 increase in the overall scale of the pattern of antennas. The linked paper in ApJ Feng Long et al. has a preprint in ArXiv as well, which says:     All observations were obtained from late August to early September 2017 using 45-47 12-m antennas on baselines of 21∼3697 m (15∼2780 kλ), with slight differences in each group (see Table 1).   Several years ago I remember reading about the design of ALMA and there are a lot more places to put dishes than there are dishes. I think there were five optimized configurations that all looked to have a similar spiral shape, but each one was maybe a factor of 2 or 3 larger than the previous.   Since the dishes take time to move and setup and calibrate, this probably doesn't happen that often.  Question: How often does it happen? How often do they move most of ALMA's dishes to change resolution?  If there's a site that shows how ALMA is set up now, and what the next setup will be and when, that would be great to know about as well.    above: ""Until recently, protoplanetary disks were believed to be smooth, like pancake-like objects. The results from this study show that some disks are more like doughnuts with holes, but even more often appear as a series of rings. The rings are likely carved by planets that are otherwise invisible to us."" Source Credit: Feng Long/ALMA "
34,Multiple aerobraking,"I moved this question to more related : Space exploration  I spent a lot hours with Kerbal Space Program recently and I am courious about one thing.  I got into orbit of moon and then I was able to get back to orbit of ""Kerbal"" (the home planet in this game, similar to Earth) and land succesfully.  I did not have much fuel left, therefore I wanted to save as much as possible for anything that can happen during landing. When I was at my Apoapsis (which was as far away as moon) from Kerbal I used fuel to get my periapsis to only 50km, while Apoapsis remained the same. The trajectory was very ""ellipse-like"".  What happend? When I was aerobraking at 50km with more than 3000m/s speed, the apoapsis decreasing, while periapses remains almost the same. Then I was catapulted ""back to the space"", but with shorter trajectory around kerbin.  I did this multiple times and after some time, my speed at periapsis decreased to 2400m/s and after that, the apoapsis got as low that I stayed in atmosphere and landed.  The point is - I did not have to use as much fuel to get low orbit, I slow down a lot with repeating ""slow a little with aerobreaking and then go again to space"".  I am curious - why this is not used in reality? At least I did not hear about it. I am thinking that probably real materials do not take lightly ""burn and freeze"" multiple times...? "
35,Circular orbits,"First of all, I'm studying orbits for a hobby: world building. Unfortunately, my mathematical abilities approach a ridiculous low threshold, which means I am stuck with reading the simplest explanations, which in turn leave me asking tons of fairly basic questions.  Allow me to start with a simple point. I know that Kepler's Laws state that planetary orbits must always be elliptical. I also know that Earth's orbit varies from more elliptical to less elliptical, and that its less elliptical stage is nearly circular.   So... what would happen if Earth did have a circular orbit? Why is it impossible for any planet (or moon, by the way) to orbit another body in a perfectly circular path? "
36,Bright lines in a continuum spectrum,"Dark lines in a continuum spectrum is common. But are there bright lines too?   By the stimulated emission process, the light can also be amplified, right?  In this case, we should get bright lines instead of dark lines. "
37,How many stars can stay close to each other without collapsing?,"Is it possible for two stars to exist close to each other?   ""Close"" is relative; let's assume that two stars are close to each other if they are at the center of the same solar system.   It's possible for this to happen with 3 stars. But what about more? How many stars can be the center of exactly one solar system without collapsing because of gravity? "
38,How does the Event Horizon Telescope implement the interferometry?,"The BBC article Event Horizon Telescope ready to image black hole describes the Event Horizon Telescope, a coordinated observing technique with several radio telescope arrays across the globe forming a synthetic aperture with an Earth-sized baseline.  [tex]  ...when plugging in 1 millimeter for [tex], and with [tex] and [tex] the radius of, and distance from Earth to Sagittarius A*, the black hole in the center of the Milky Way Galaxy of 20 million km and 26,000 light years, respectively. (values taken from the article).   The equation I've written shows that millimeter wavelength interferometry with an Earth-sized baseline has the possibility to resolve the existence of some structure with scale of the black hole's event horizon.   My question is How does the Event Horizon Telescope implement the interferometry? It would certainly be impossible to bring all signals together to a central site and perform the interference there in real time as down-converted analog signals, and quite difficult/expensive to do it with dedicated, synchronized digital optical fiber lines. Is the massive amounts of data sent as IP packets over the internet to a central correlator (numerical interferometer)?  The article mentions atomic clocks and lots of hard drives, and I have a hunch these have something to do with it.    above: ""The eventual EHT array will have 12 widely spaced participating radio facilities"". From BBC. "
39,Do all the objects in the universe exert force on all other objects?,"Do all the objects in the universe exert force on all other objects? Like a type of gravity; also, how much does it decrease as it gets farther away? "
40,Discovery of Near Earth Objects (NEO's),"Near Earth Objects (NEO's) have been mapped by NASA and JPL since 1990's. The graph below shows how many of these potential planet-killers have been found and classified over the years. I am curious as to why there have been so many more 140 meter to 1 km NEO's discovered, as opposed to NEO's with a diameter of 1 km or more. I think it is as simple as there are just more ""smaller"" objects left over from the formation of the solar system? Am I correct in saying this, or are there deeper astronomical processes at play here?   "
41,Do the orbits of planets change sometimes?,Do planets sometimes wobble and get off their paths? What if an asteroid were to hit it? 
42,What uncertainty does an error bar signify in astronomy?,"When an astronomer talks about her/his topic and shows an X/Y-plot with error bars. What should one assume that those error bars represent? 1 standard deviation? Or 2? Or some specific significance level like 95% or 99%? Is there a generally understood convention for this, or does it vary depending on topic? I've noticed that it is very rarely explicitly stated what the meaning is of the range which the error bars cover.  And how are the cases treated, where exact observations reveal a variation in the actual population? Not ""errors"", but natural true certain variation. Are there other bars to illustrate that range of true values, as opposed to the variation due to observational uncertainty? "
43,"If nothing travels at the speed of light, except light, how can a black hole also pull light into itself?",Is it because it has super massive gravity and energy? Or is it some sort of an anti-light component in it because it used to be a star? 
44,What are the Gamma rays and Cosmic rays effects on humans and equipments?,"First of all not to consider me a conspiracy theorist, but isn't landing on the moon a questionable issue? I am really not an expert in astronomy but let's assume that a moon landing has happened.  1- How would the Gamma rays and cosmic rays affect the equipments on the lunar surface and would these equipments function normally like on earth?  2-Could the enormous amounts of solar energy bursts be avoided somehow for protecting human flesh?  3-How is it possible for an FM or any kind of data transmission type be achieved in an environment that has nothing but an empty space? How would the electromagnetic waves travel and enter the earth's atmosphere to be captured by the receivers?  4-What is the bright lunar surface real temperature and is there a way to equip an astronaut to protect him from the over-heat?  Thanks for sharing any ideas that could explain these points not just for me, but for interested people who might view this question. "
45,The black hole binary that was detected by advanced LIGO - how do such hypergiant binaries form?,"With today's announcement of the historic detection of gravitational waves from the merger of 36 solar mass and 29 solar mass black holes 1.3 billion light years away, one can not help but wonder how such a black hole binary system was formed.  Has there ever been any observation of a hypergiant (class 0 or Ia star) binary system in the optical or other EM radiation? I would expect that these observations would be rare give the short lifespan of these stars.  If a black hole binary formed from a binary of population 3 stars with masses over 600 solar mass, how long would one expect that they would remain in orbit around one another before they merge? "
46,Will an observer falling into a black hole be able to witness any future events in the universe outside the black hole?,"I know someone or something sucked into a black hole could not survive, but is the bending of light so immense that an observer falling into a black hole will be able to witness any future events in the universe? That would definitely be cool :D I have a feeling this won't work though... so could you explain in detail why? Thanks. "
47,Explanation of the isochoric and isobaric instability conditions of interstellar medium gas clouds,"The question Why are there no ISM clouds with temperatures between 100 and 6,000K? has an accepted answer of the form:     Let [tex], [tex], and [tex] be the number density of hydrogen, the temperature of the gas, and [tex], where [tex] is the number density of the [tex]th component of the interstellar medium. We can then write the criteria for thermal equilibrium as   [tex]   where [tex] and [tex] and the heating and cooling functions, respectively, and [tex] is defined through those functions and [tex]. If the equilibrium is unstable,   [tex]   for entropy [tex].        This leads to different instability conditions, termed the isochoric and isobaric instabilities (Field (1965), [tex]). These can be determined from the temperature, pressure, and density of the gas (also assuming that the gas can be approximated as an ideal gas).   which is not helping me understand why there aren't any beyond saying simply ""because they are unstable.""  I think the key is to understand what the ""different instability conditions, termed the isochoric and isobaric instabilities"" refer to - what those terms mean.  Is it possible to provide an approximate explanation of these two instability conditions in words that would not presuppose the reader has substantial depth in statistical physics?     There may in fact be an explanation in this answer, but I need something unwound a bit further. Also possible help in the several answers to this question.  edit: I've looked at this and this as well, and I know there is a region when the line labeled ""heating rate"" has a negative slope, but I don't understand what this actually means. Is there something like a gravitational effect (triggered by density) or a phase change or chemical reaction that 'triggers' this instability?  "
48,What is Gravitational Lensing?,What is the effect known as gravitational lensing? How does it work? What objects would be able to cause this effect? 
49,How probably is it that galaxies will extinguish?,"In the nebulaes of galaxies are stars born, but the gasses and dust they are made of comes from exploded stars (fe supernovas). So it looks like these processes can go on continuesly. But is that really the case, or does according to entropy(?) galaxies extinguish because fe the galaxie went too big so gravity has no opportunity to form other stars any more. And before colliding with other galaxies it is passed away. So is there any sign that galaxies are getting smaller or less active? "
50,What would be the sizes of the bodies created from Jupiter's trojans?,"If all trojans from the Greek camp and all the trojans of the Trojan camp were combined into two bodies respectively, what sizes and masses these bodies would have? Would they qualify as dwarf planets? Would they be greater than Ceres? "
51,What is the upper and lower limit of temperatures found on stars?,What are the most extreme temperatures (both hot and cold) stars have been detected  at?  Is there an upper and lower limit for the detected temperature of stars? 
52,Is Planet Nine shepherding the Kuiper Belt?,"Is it possible Planet Nine is shepherding the Kuiper Belt similar to the way Jupiter shepherds the asteroid belt?   I understand that very little is actually known about Planet Nine at this point, but has it been postulated that it has control over the Kuiper Belt? I don't exactly intend to read any theoretical papers on the existence of Planet Nine because I am sure it will be way over my head, but I understand that it is from the position of several Trans-Neptunian objects that its existence has any merit at all.  So, I am wondering if part of that theory includes the Kuiper belt as a whole? "
53,"Why is the detection of gravitational waves such a ""Big"" deal?","I'm a non-scientist. Today's announcement of LIGO's detection of GW waves has been heralded as ""huge"" –on the same level as the Higgs Boson detection. I realize this is the last remaining part of Einstein's theory of general relativity to be directly observed. Is that why it's such a big deal? Does this mean the theory is now on pace to become the  law of general relativity?  Side note: I had the privilege to visit and take a general tour LIGO in WA in 2000 or so and found it quite fascinating from a layman's pov. I've been waiting for this day ever since.  "
54,How can maser emission be unpolarized?,"I was reading that:     However, unlike Galactic sources such as W3(OH), the emission is unpolarized and the 1667 MHz line is stronger than the 1665 MHz line.   but how is this possible? Does not the 1665 MHz line and 1667 MHz line correspond to a particular transition and dipole moment? Won't emitted photons naturally have a polarization?   Furthermore, they state:     The characteristics of the λ18 cm OH mega-maser emission differ from those of Galactic maser sources, such as the main line intensity ratio (T1667MHz/T1665 MHz > 1), large linewidth (>100 km s^−1), and unpolarized emission.   But why is unpolarized emission expected from extragalactic masers (arising near AGN) and not galactic ones (arising in circumstellar and interstellar environments)? "
55,what is gravitational force?,Gravitational force is particle or wave? I know that gravitation depend of the mass and the rotation speed but what is the transmission medium of this wave the same like transmission medium of the light ? 
56,What kinds of technologies are required to directly image exoplanets,"I have read that immensley powerful telescopes such as the European Extremley Large Telescope will be able to directly image the atmospheres of exoplanets, and even determine their rotation rates.   I am wondering, what are the obstacles that prevent current telescopes from achieving this; how will these obstacles be overcome exactly by the new telescopes such as the EELT; and tentativley when can we expect these kinds of telescopes to come online?  Also, is it theoretically possible to build a telescope (earth or space based) that can discern fine structures such as clouds, or surface features of exoplanets (or is this in fact the level of detail that will be achieved by telescopes such as the EELT)? "
57,What happened just before the Big bang?,Does the CMB contain any clues to what caused the Big Bang? Does a mathematical model theorize it?  
58,"How does ALMA produce stable, mutually coherent ~THz local oscillators for all of their dishes?","The ALMA (Atacama Large Millimetre/submillimetre Array) radio telescope's band-10 capabaility is now operational, per this answer. That's confirmed by NRAO's First Science with ALMA’s Highest-Frequency Capabilities.  According to this site ALMA's bands and frequencies are as follows:  band  wavelength   noise   frequency         (mm)        (K)      (GHz)  1    6.0 - 8.5     26     35 -  50  2    3.3 - 4.5     47     65 -  90  3    2.6 - 3.6     60     84 - 116  4    1.8 - 2.4     82    125 - 163  5    1.4 - 1.8    105    163 - 211  6    1.1 - 1.4    136    211 - 275  7    0.8 - 1.1    219    275 - 373  8    0.6 - 0.8    292    385 - 500  9    0.4 - 0.5    261    602 - 720 10    0.3 - 0.4    344    787 - 950   900 GHz (0.9 THz) is quite a high frequency for a radio receiver! Each ALMA dish down-converts received frequency to a baseband of a few GHz before they get digitized and sent to the correlator for digital interferometry, but you still need an ultra-stable local oscillator (LO) for downconversion, and all of the LO's of all of the dishes need to be mutually coherent. That's quite a feat considering they can be tens of kilometers apart!  Question: How does ALMA produce stable, mutually coherent ~THz local oscillators for all of their dishes?    As suggested in this partial answer to the question How does the Event Horizon Telescope implement the interferometry? hard drives collect digital data down-converted by local atomic clocks, probably using GPS as a secondary reference, then brought to a central location for post analysis.  I am guessing that they spend a significant amount of time trying to reconstruct coherence at the millimetre (picosecond) level, but that option is not available for ALMA as data is continuously recorded at some large fraction of 24/7, and the huge volume of data at a location where magnetic hard drives don't work is overwhelming. So they need to get it right the first time. "
59,"Since the Universe is expanding, is it accurate to say that a galaxy is 5 billion light years away?","Isn't it better to say that the light from the galaxy took 5 billion light years to reach us and it is a very old picture of it? However, if light travelled back to the galaxy at the constant speed and an observer was stationed to record it wouldn't it take longer to reach because of the expansion of the Universe?   Also if it still exists after 10 billion years or not we could not predict. So is the picture of the Universe more of a timeline of events rather than like a conventional map that shows distance between points.  How do current day theories tackle these issues? "
60,What astronomical observations would give conclusive proof of alien life?,"There are several ways we are coming closer to answering the question ""is there life elsewhere in the universe?"". One is by first understanding very well the origin life on our own planet. Another is by trying to look for radio signals from extraterrestrial civilizations. Another is to try to search for habitable exoplanets, and eventually examine the habitable ones in detail via direct imaging. Another is too look for evidence of life or life that existed in the past right in our own solar system (for exmaple on Mars, Titan, Europa, etc).   1) Have I missed any other astronomy-related approaches to answering this question?  2) Short of radio contact from an ET civilization, or a visit by aliens, or the discovery of life/past-life in our solar system, what would give conclusive evidence of alien life in the galaxy?   For example:  In 20 or so years when we develop the technology to directly image exoplanets, we will be able to determine their chemical composition and characterize their structure. If astronmers who study exoplanets found what they are looking for -evidence of oxygen and other biomarker gases - this might be highly suggestive of life, but not conclusive evidence. What kinds of observations of an exoplanets could enable us to say with ceartainty ""there is life on this planet""? Short of telescopic observations of truly unbelievable detail, I cannot think of a way that we can look at a planet and say ""yes there is life on it, or no there is not"" other than perhaps if seeing lights on the dark side of the planet.   Edit: Actually, I forgot the obvious scenario where there are trees/grass on the exoplanet.  But I don't think the plant life is required to be a different color from the rest of the terrain, and a planet with aliens does not have to have plant life. So we might not be able to detect life visually. "
61,Deep space radiation distribution,"What frequency distribution law applies to a random point in deep space that is assumed to be far away from any particular source of radiation.   Can it be expressed by some form of Plancks/Bose-Einsteins/Fermi-Diracs laws or a mix of all of them?   What would be the mean frequency/wawelength?  Would the mysterious ""dark energy"" be a major contributor to the distribution? "
62,How does an accreting black hole acquire magnetic fields?,"There is actually a similar question on this site: Can magnetism escape a black hole?, however the answers do not focus on accretion, which is my main concern, so I start a new one.  In Kip Thorne's book Black Holes and Time Warps: Einstein's Outrageous Legacy, there is a paragraph in Chapter 9, describing how the central black hole of a quasar (or radio galaxy) acquires a magnetic field through accretion:     Where do these magnetic field lines come from? From the disk itself.   All gas in the Universe is magnetized, at least a little bit, and the [accretion] disk's gas is no exception. As, bit by bit, the disk's gas accretes into the hole,   it carries its magnetic field lines with it. Upon nearing the hole, each   bit of gas slides down its magnetic field lines and through the horizon,   leaving the field lines behind, sticking out of the horizon and threading   it [...]. These threading field lines, firmly   confined by the surrounding disk, should then extract the hole's   rotational energy by the Blandford—Znajek process.   Unfortunately this description does not seem clear to me (although Thorne generally is excellent in explaining things throughout the book). To be specific, I cannot get a picture of the gas ""sliding down"" its magnetic field lines through the event horizon, while making the magnetic field ""stick out"" of the horizon at the same time. And here Thorne did not seem to point to any original research papers for further study.  So, my questions are:  (1) Do today's astronomers still believe that disk accretion is the main process by which supermassive black holes acquire a magnetic field?  (2) If the answer to (1) is ""yes"", then how can I build the picture (if there is such a picture) that Thorne is trying to convey in his paragraph?  (3) Is there any research paper that addresses this problem to some detail?  Any help is appreciated! "
