Index,title,body
25,Chain Italian citizenship,"I'm British and living in Germany with my SO who is also British.   The prospect of brexit quite understandably has us in a weird emotional state somewhere between fear, anger and disgust. We don't plan on staying in Germany forever but nor do we want to move back to the UK and be stuck there. We want to keep European free movement.   But in our case there is a potential life line.   My SO's grandfather is Italian.   For her this means she can get an Italian passport pretty easily. She has never done this in the past as saw no point but the option is there.   For me things are more complicated but we are discussing getting married so I can share in her Italian Ness.   I've checked the guidelines and apparently you need to be married for 3 years before you can get this (18 months with kids)   A few questions. Some quite theoretical and not related to our situation:  1: is there any probation on Italian citizenship? That is she could get it today and then marry me the day after and start the counter?  2: what if we are married before she becomes Italian? Does the time I am married to her count or only the time I was married to an Italian?   3: purely theoretical as no plans for kids.... But if there was a kid involved how does this affect the counter? Say we are a year without and then we have one. It goes down to 18 months right away or it assumes I only have to wait 18 months or a proportional time off the wait is taken?  4: are there any language requirements? Both of us only know a few words of Italian.   Edit  5 : a potential complication I have only just became aware of. Her grandfather WAS Italian. To take British citizenship he had to renounce this as Italy did not accept dual citizenship in the past (they do now).  Does this affect things? Any dependency on whether her mother was born before or after this? "
26,Moving to an EEA country as an EEA citizen,"When they say EEA citizens have the right to ""live, work, establish business and study"" in another EEA country and this right is ""up to three months"".   If no other immigration route exists (EU national on another EU state, for example): What happens after this period? And what if some EEA national stays 89 days and then another 89 during the same year? Under what conditions, can they deny foreign EEA citizens to stay longer? "
27,What is a valid document for EEA residence card?,"My wife has a family permit visa and we're now applying to get an EEA residence permit.  It's required that we send our documents to prove identity:     Proof of identity and nationality, such as   a valid passport, travel document or national identity card   But it also says     Your application may take up to 6 months.   Does that mean we'll stay 6 months without our passports? That's not a huge deal for me as I have my EU ID card but her only valid document here is her passport.  What else can we use as a valid document for her if they'll keep it for 6 months? "
28,"What kind of jobs do people usually take during a Working Holiday, if you can't work for one employer for more than 3 months?","My citizenship allows me to travel to New Zealand for a working holiday. On the surface it sounds great since salaries in NZ are very good and I could find a job easily as a software developer. However looking into the T&amp;C it seems that you can't take a job for one employer for more than 3 months, which means most IT companies would not be interested in such an employee.  So what kind of jobs do people usually take during working holidays? Is it limited to unskilled stuff like berry picking? Is it mostly a 'holiday' rather than 'work'? Or do people simply ignore the 3 months limit and get permanent jobs all the time? "
29,Doing a job in the UK,"I am a non-EU citizen, now in Poland. I want to get a temporary packaging worker job in UK.  What is the first thing I need to do now?  As I understand:  (1) Find a tier-5 sponsor company .  (2) Get a job-offer from that company.  (2) Apply for tier-5 visa for UK.  Am I correct?  "
30,How do the different Southeast Asian countries compare in terms of ease of long-term staying and legally working?,"How do the different Southeast Asian countries compare in terms of ease of long-term staying and legally working?  Some background info, I've been in Indonesia for a while now on a cultural study program, but I now want to start to do remote work, however the visa system does not make this easy. You can walk the legal route which is hard and costly (the cost alone is a small local salary every month) or even if you'd be willing to do it illegally, it's costly since you can stay only 6 months at a time and the paperwork for that is time-consuming and/or fairly expensive too.  So I'm looking for alternatives in Southeast Asia. These are of course all unique countries, but I like the culture in general, the climate and that life is cheap on average. I'd prefer to work part-time and be able to sustain a pretty simple life, while not flying out often just to renew visas. How do these countries compare for that? Any that really stand out?  In order not to have this too opinion-based, I am looking for a comparison of at least several of the countries in the region. "
31,Iranian student with Hungarian residency permit staying in Italy for more than 90 days,"I'm an Iranian student studying in Hungary with a 2-year residency permit. I have a project in Italy, which would take around 5 months. I came to Italy from Hungary on March 1st. Do you think I can leave Italy after 90 days and then come back again? Or is there any way to do this without asking for an Italian residency permit? "
32,"US tax form 1040NR asks me to enter my ""Occupation in the United States""","Anybody who is not living in the United States and not a citizen of the United States, is classified by the US tax authorities as a ""non resident alien"". Any of these NRAs who earn money in the United States, however, need to file taxes on that income with the form 1040NR.  I am filling out this form, as I have a few work related stock option benefits for which I have earned some small amount of dividends.  At the bottom of the form, I am asked to fill in my ""Occupation in the United States."" The official instructions state, ""Be sure to date your return and enter your occupation in the United States.""  So a question here for anybody who may know: What is my ""occupation in the united states""?? Could it possibly be the same thing as my occupation, which is not in the United States? Or maybe is my occupation just ""investor""? or Unemployed, or none?  To be honest I am a little uncomfortable giving the factual answer (""investor""), as my income in this occupation is only $100 and that is, in principle, lying because it suggests a situation that is not true. "
33,Tax treaty USA-Italy: scholar/teacher (art. 20) tax exemptions and implications,"Suppose I entered US in year x month y with J1 visa, as a scholar/postdoctoral researcher. My question regards my status during year x+2: assuming that I also stay in US during full year x+2, is it true that during such year I will still be considered non-resident alien for tax purposes until month y-1, and therefore   I will still benefit from tax treaty article 20, and I won't pay social security/medicare tax   exactly until that month (as opposed to ending in previous calendar year), because art. 20 is protected by saving clause in such treaty?   For this same year, which form(s) of 1040 series will I have to file?   EDIT 3: MY CURRENT UNDERSTANDING: answer to 1 is positive, because of exemption from saving clause. For full year x+2, I will however be resident alien and therefore file 1040 and pay social sec/medicare. Now I don't see any contradiction, but please feel free to correct me.  Relevant links: res vs non-res, tax treaty, soc sec. "
34,Citizenship with Adoption,"If a child was born in China by two Chinese parents but was adopted by two American parents, what citizenship does that child have? Does he/she retain the chinese citizenship? Is it possible by adoption to have a duel citizenship of China and United States? "
35,Lost id/Aufenthaltstitel in Germany,"(Asking for a friend; yes, really.)  I'm a Japanese expat in Germany and I've lost my wallet in a DB train, including my id and visa (Aufenthaltstitel), credit cards and all. I've naturally cancelled all my cards already. What are the next steps I should do?   I tried calling the DB lost and found office, but no number seems to connect (!?). I went to the police who told me they can't do anything for me without seeing my Aufenthaltstitel. I went to city hall who would not replace my Aufenthaltstitel without a police report.    Am I stuck between a rock and a hard place? "
36,Extension of Schengen Visa due to marriage with a German citizen,I am a Philippine passport holder and hold a Schengen Short Stay Visa with duration of 13 days. I intend to get married to a German citizen. Is it possible to apply for extension of duration of stay to maximum possible 90 days (or beyond that)? How can this be done legally while waiting for the processing of marriage documents which will surely take time? 
37,Bringing to the UK the daughter of a British Citizen,"I lived in UK in between 1997 to 2009 on work permit initially then later in 2003 i received British Passport. My wife got Indefinite stay in 2002, but she never applied for passport or naturalization. We left to India in 2009 under very difficult circumstances to save my wife life from the negligence of NHS trust. My daughter was born in India in 2001 (we were Indian citizens) and she obtained Indefinite stay in 2005/2006,however she never visited UK. My son was born in 2006 in UK and he received British passport. So me and my son are British, but not my wife and daughter  I have returned to UK in Oct 2016 to find employment in IT sector.   Since the ILR expires if the person continuously lives in outside of UK,  1. what would be the best option to get my daughter to UK to study her A-levels? 2. Shall i able to renew her previous ILR some how?  3. or should i use the option of 'spouse or family of settled person' to get fresh visa? 4. What would be the minimum income i need to show to the home office? 5. or is getting her to EU first and then to UK? "
38,My Girlfriend got a Fulbright to Konstanze Germany how can I go with her?,"My girlfriend and I are both US citizens, and she was recently awarded a Fulbright that will pay for her to do research in Konstanze Germany for 10 months.   Going with her sounds like an amazing opportunity to learn more about Germany and to practice my German, but I have a few questions.    Would it be a bad idea for me to just go with a tourist visa and then apply for a work or study visa? The german consulate says Americans can do this. Would taking classes in German in Konstanze constitute studying in Germany? How hard is it to get a study visa?  If my girlfriend is able to pay most of our living expenses, what would I need to qualify for a work visa? What sort of employment could I look for before or after I arrive in Konstanze? How hard is it to get a work visa?  Will I need to buy health insurance while I am living in Germany?   "
39,Work Visa for Canada,"I am from India, I have got a job offer from Canada and they asked me to give all my details by mail as in  Name(s): Date of Birth: Gender: Nationality: Permanent Address: Marital Status: Mobile number:  Telephone Number: Languages Spoken: Guardian (Parent): Passport Number:  And they said they will give a work visa, so should I provide those details to them? and they also said it will cost 35000 Rs only. What should I do? "
40,Can my family apply for another UK visitor visa before their current one has not expired?,"I am trying to get my family to the UK for a 2-month stay with me. They have got their visa last week, however, due to some unforeseen circumstances, they are now only able to travel towards the end of their currently granted visa period. This means they will not be able to spend 2 months in the UK as we were originally planning. I was wondering if they can apply for another visa before their current visa expires on the grounds that they never used their current visa? Has anyone done this before? What are the chances of their application being successful?  Update  I managed to get a response from UKVI that my family can apply for another visa while their current visa is still running. This is on the basis that they have not travelled. I am not sure if I was very clear when I asked them the question in the first instance. This is because there was a limit to the number of words I could use to write up my question. I will give it another go "
41,B1/B2 to green card,"If someone with a B1/B2 valid for 10 years applies for green card, does the visa becomes invalid? Do they give work when you first apply, or are there other things that happen before the green card is received? "
42,Green card processing time,"If a person applied for a green card from a certain visa type, but he had family members who have long term B1/B2 visa now staying outside US, Are they permitted to come, not questioned on the border? Because there’s another family member staying inside US applying for Green Card? "
43,Male US/Russian dual citizen returning to Russia at 28. Possible risks?,"I'm a 28-year-old male with a dual US/Russian citizenship who's going to be entering Russia for the first time in maybe 15 years. I'm slightly nervous about being able to get out once I'm in, since the US consulate won't be able to help me if something comes up. Details about me:   I only have a (current) zagranichniy passport. My vnutreniy passport has long expired. I am (apparently) propisan to a flat in St. Petersburg, even though I haven't lived there since I was a kid. I attended university in the US and haven't been back to Russia during conscription age (18-27).   Here's what I'm concerned about:   Is propiska the same thing as residency, according to the law? Will it ""override"" the fact that my permanent residence is actually in the US? Constitutionally, Russians are legally allowed to enter and leave the country at will — unless they've been drafted. Does the voyenkomat know about me if I'm propisan to a flat but haven't lived in the country since the 90's? If there was a conscription notice sent to this address but I never signed for it, could I still be considered ""drafted"" by some definition of the word (and thus barred from leaving)? Have there been any instances of males older than 27 being conscripted? (E.g. if the government thinks you dodged the draft.) If I'm staying for less than 90 days, do I have to register as a dual citizen (as per the 2014 law)? Could there be any complications if I leave the country directly into the Schengen zone or Japan (by train/ferry) using my US passport, as opposed to flying directly back to the US? Are there any other risks I should be aware of?   Hopefully there won't be any problems, but I just want to make sure I have all my bases covered, since I don't know any male US/Russian citizens who are my age and have visited the motherland in recent years. Thank you! "
44,Is there a 180 days rule on UK ICT Short Term (1 year) Visa?,"Can anyone help me out with this scenario:   I left UK on 25th Nov 2016 I might be landing in UK on 21st May 2017 (i.e. 178 days) This travel is for about 3 months, ending 19th August 2017 (i.e. 90 days) Visa is valid until 22nd August 2017   Is is valid to travel? and what else needs to be produced? "
45,how to import and register a car in Hungary?,"for example, we bought a 2008 ford mustang GT-CS in the Netherlands. we deregistered it and had temporary registration number plates issued. we drove it through germany and austria.  so, can anyone tell me the import, insurance and registration process in Hungary?  is it possible to register a car in Hungary as a non-resident? (i have my schengen visa issued on my turkish passport). "
46,Chinese passport,"Since this topic is a bit sensitive to be asked directly to the Chinese Embassy, I wonder if someone can answer or knows anyone with experience.   PRC (China) does not allow dual citizenship, so if you are a Chinese and get a different passport, you lose the Chinese citizenship.  My question is: What happens if the ex-Chinese citizen, after 2-3 years, decides that actually having a Chinese passport was better (for example: he/she wants to move back to China)? Does anybody know if Chinese government would allow this person to give up the new passport and apply again for a Chinese one?  "
47,"Can the French ""long stay"" visa be used to acquire permanent residency in France?","The French long stay visa allows one to live in France without working/studying/doing business of any kind, as long as one has sufficient savings. In theory, does this visa allow one to acquire French permanent residency after 5 years?  In theory, Council Directive 2003/109/EC would force France to give out permanent residency to such people, but perhaps there's an exception for people who merely have a ""visa"" rather than a ""residency permit""? "
48,Daughter wants German citizenship but wants to keep her naturalised Australian citizenship,"My 18-year-old daughter was born in the USA to a German citizen (her father). We moved to Australia when she was 6 months of age and she became naturalised as a dual US/AU at about 5. She has spent time in Europe with her German family and would like to move to Germany for university when she graduates. She doesn't want her US citizenship, but would like to keep her Australian citizenship, as her sister and I still live here, plus she has friends etc.   If she first revoked her US citizenship, then applied for German citizenship, how can she keep the Australian one? I know it is possible but my question is, how? For example, if she had an apartment in her name, would she be able to use real estate ties as a reason.  Or, can she, through her father, somehow obtain permanent residency there, and would that be easier? "
49,Trying to figure out my tax residency,"I'm a Finnish citizen and have spent the last 6 years in the US. I finished a Ph.D. in May last year and I was on a J-1 visa until February last year. At that point I switched over to a G-4 visa due to my wife's work. Since graduation I've worked in the US as a G-4 dependent on an EAD, so I owe US taxes for that.  Now my problem is that the IRS has the so called ""substantial presence test"". Last year and in the years before that, I always satisfied the substantial presence test, so I was considered a resident for tax purposes. The problem with the G-4 visa is that days spent in the US in that status are not counted for the test.  I traveled quite a bit in 2014/2013 visiting a few research institutes abroad for extended periods of time, so that when I do the substantial presence test for last year, I don't go over the limit, i.e. the test doesn't consider me a tax resident. The problem is that I'm not resident anywhere now it seems. Finland doesn't even require me to file taxes anymore, because I've been abroad long enough.  Is there a requirement to be a tax resident somewhere? Should it be the US in my case? How do I communicate such a thing to the IRS in my tax return if that is the case? "
50,Ireland - Temporary consulting work needs visa?,"Would I legally be able to do consulting work on location in Ireland during a short stay (visa-free under 3 months), billed to my home country as a foreign service provider (rather than being paid a salary)?   Or does that require a working visa?  Home country &amp; citizenship: Canadian. "
51,Paying of Tax at the Airport in Australia?,"I understand from the Australia government webpage, we are allow to bring in AUS[tex]1200+ and did not get a GST/Tax refund in Singapore, do I still need to pay for tax at Australia airport?  If I have to pay for tax but have either loss or throw the receipt away for the laptop, how will customs charge me for the tax? How is it able for custom to tell if the item is new? Or if the items has been brought for a year or not?  If I received gifts from my friends at the airport in Singapore and bring it back to Australia, do I need to pay tax? But what if the gifts were given a year ago, do I need to pay tax? "
