Index,title,body
10,How do I accurately cut a board exactly in half?,"This might be a silly question, but how do I accurately measure, mark and cut a board perfectly in half on a miter saw?  I know that if I want to cut a board of a specific length, I would mark that length, and then align the blade right on the other side of the line, so that the cut piece is exactly measured distance.  But say I have a 8' board, and I want it in half (roughly 4' each, minus the kerf), how do I quickly measure/cut this? Ideally the result would have no waste.  Do I just align the blade with the line and cut directly on it, or do I need to measure the blade kerf and account for this somehow?  I realize a table saw would help make this more accurate and repeatable, but right now I'm limited to a miter saw. "
11,What's a bench hook?,Comments in What is a shooting board? have taken me further down the rabbit hole.   What is a bench hook and how is it used? 
12,What is this type of screw from a piece of flat-pack furniture called?,"Does anyone know what this type of screw is called in the UK?    I ask because I have some flat pack furniture that has been sitting in the attic for ages, and now I try to assemble it I find some of the screws are missing. Unless I can buy some more screws like the one pictured I'm going to have fun trying to assemble the furniture.  The screw has a 4mm hex socket in the end. I'd guess they're targetted at us amateur flat pack assemblers rather than the professional woodworkers. But as I don't know what this type of screw is called I don't even know where to start Googling.  Later:  Many thanks to everyone who answered. Several people suggested this is a custom made screw and I suspect they are correct. The paperwork with the furniture (a bed) is missing, but I think it is this bed made by Birlea.  With clues from all the answers I've found several similar screws - they all have sharp points but I don't think that matters as I suspect the tips have been removed just to stop amateurs like me impaling themselves. The closest seems to be these screws from Spax, though they are startlingly expensive! Searching for timber construction screws, lag screws and coach screws returns an array of likely looking hits. "
13,How can I join two mitred handrails?,"(posted this on diy.stackexchange but it was suggested I try here)  I have an old staircase with winders, so if I want 32 inches between handrail and nose of stairs, I'm going to have to cut some angles.  If the overall run of the handrails is going to be about 180 inches, and I'm cutting a 17 degree miter about 40 inches from the top, how would you securely join the two pieces?  Options I've considered:   wood glue and finishing nails.  I've done this for the returns, but one doesn't expect a lot of load on the returns, right? some kind of rail bolt, like this one dowels, though I'm nervous about getting close alignment on a mitered join.   Here's a picture of what I'd like the finished handrail to look like. the joint in question is towards the end where the walls meet:  "
14,When are pocket holes an appropriate joinery technique?,"I have come across a lot of designs and plans for things like outdoor furniture, kids' furniture, etc., that call for the use of pocket holes.  I can appreciate why this is enticing to a lot of people as it's a lot simpler that mortise and tenon joints or dovetails while still being concealed.  Matthias Wandel has an article on Testing pocket holes against mortise and tenon and dowel joints where he finds that they are indeed significantly weaker than other joint types.  With the exception of small objects, 99lbs as an average breaking force for a pocket joint doesn't seem very strong at all.  I could see a tabletop generate forces beyond this with just a few adults leaning on it.  Are there any times when this is an appropriate joinery technique to use, over alternatives? Or are they just typically used when someone doesn't have the skill, time (or maybe cost) to build a more robust joint? "
15,I am about to stain a new Redwood deck. Does anybody have first hand experience with a good stain for Direct/Heavy Sunlight?,"I am about to stain a new redwood deck. Does anybody have first-hand experience with a good stain for Direct/Heavy Sunlight? I live in a hot and arid part of Colorado and we have used a few different stains on some older wood fences and decks. They all failed.  This year we built a new deck and I am about to stain. I have read the reviews on a lot of expensive and inexpensive stains. I can't tell based on the even amounts of good vs. bad stains which one will hold up. I have read that oil-based is the way to go as opposed to water-based. We have a dog that frequents the deck and don't  want to see the trail from the dog walking up and down the deck.   Another question, I was reading here that you may want your deck to sit for an extended period of time before staining it. Is this recommended?   [website]"
16,What are my options when laminating wood with butt joints?,"I plan on starting to laminate soon. I was hoping to just do long pieces with each piece of wood would be as long as the the entire work. However, after looking at my stock, In order to get the best thickness I have to cut up the lengths to account for some warping.   I see on some lamination finger joints are used. I am just working with pine and don't have the means to do efficient fingers joints. I want to do just butt joints as the face of the wood should bear most of the burden.   Do I actually need to ""glue"" the butt joints together before laminating them to another piece? Do I work like I would a normal whole piece and just laminate the whole thing with clamps on either end? "
17,How strong is a titanium coated bit?,"How strong is a titanium coated bit? Some people say that it can not be sharpened by a diamond file or a grinding wheel while others say yes. How much longer does a titanium bit last compared to other bits? like HSS, or carbon oxide?  "
18,What are some good ways to hang plywood from a wire?,"I have an art piece composed of many strips of plywood put together. I'd like to hang it from a ceiling with wires.   Here's the tricky thing... The edges of the strips of plywood face the ceiling.   I don't feel like putting a bolt with an eye loop  on it into the edge of a piece of plywood would be very sturdy... What other hardware options do I have? Mount to the side of the wood? If so with what? Use a piece of hardware to straddle a piece of wood and clamp onto it, giving me a D loop on top? ...does that hardware even exist...?  The constraint that is fairly rigid, given this project, is that the piece is suspended from above by cables or something similar. The piece weighs about 200 pounds, it's about 12 feet across, and will be held by about 20 or so cables.   "
19,Wobbly table - maybe an easy fix,"recently I've asked a woodworking professional to build me a table for my living room.     It looks good but the problem is: it is wobbly. I can pull and push it on the direction indicated below:    I want to guarantee that he fixes the problem so that's why I would appreciate your professional help: if he builds these ""triangular structures"", does it fix the problem?    Would the problem really be fixed? Is there an better solution?  Sorry for using so many tags, i didn't know how to ""label"" the question.  Thank you. "
20,Do I need to worry about wood dust for very small-scale manual sanding?,"I have recently discovered carving as a very relaxing and pleasant hobby. From small branches of wood I whittle hair-sticks with interesting shapes (the kind of object you use to put long hair up) with small knives and use sandpaper (by hand) of various grits to even out the shape, make the surface smoother and shinier. I like to do the sanding outside, but I do it in my living room sometimes.  I was never concerned about the safety of using sandpaper (at least manually) until I stumbled upon the subject somewhere on the web. Virtually everybody recommends using dust masks when sanding wood, but it seems that people generally refer to using power tools on large-ish things like pieces of furniture..?  I am generally very (and sometimes over-)concerned about my health. On the one hand the amount of dust generated by finishing hair sticks seems very much insignificant compared to what kinds or techniques of woodworking are commonly assumed, but on the other what do I know, really! I have been uneasy working on the sticks since I read all the horror stories.  So my question is, should I still wear a dust mask - or are my lungs damaged more by walking by a busy street for five minutes? "
21,How do I know what tools I need?,"I'd like to get into woodworking and am looking at tools in order to make some small simple storage solutions. I love to sew, but a lot of my recent sewing ideas for around the house have included some kind of wooden frame. For example, I would love to be able to make something like this (found on amazon):    I have done a bit of research but still am unsure exactly what tools I need to start. This is what I have so far:   Drill + electric screwdriver: Already have, my husband owns one.  Circular saw (What power? Would 1150W be enough? (this one))  A workmate bench for securing the wood (like this).    I'm sure there are other things I need too. How do I figure out what other tools I will need for a particular project?  "
22,Hose converter between Dewalt Saw and Shop Vac,"I recently bought DEWALT DW715 15-Amp 12-Inch Single-Bevel Compound Miter Saw and was hoping to hook it up to my Shop-Vac 12-Gallon 6-Peak HP Shop Vacuum. So far, I've been unsuccessful at finding a converter piece. The descriptions read 1.25"" for the hose out of the back of the saw and 1.5"" for the shop vac hose. Can anyone tell me where I might be able to find the piece I need? "
23,Can I use the filter from a shop vac on my dust collector?,"Someone gave me an old portable, single-bag dust collector like the one pictured here:   The one I have is a Jet, but it's essentially the same thing: 1&nbsp;HP, 650(ish)&nbsp;CFM. I had been planning to get a 2&nbsp;HP stationary one to make a centralized collection system, but this one fell into my lap for free.  It was given to me with no bag (or hose, or wheels...). I'd like to make a cyclone dust collector out of it using a Dust Deputy, but one way or another, I have to put a bag or filter on the end of it. Replacement bags for the one in the picture come in 30&nbsp;micron ([tex]35) versions, and a 1&nbsp;micron canister-style filter runs about $230.  This Shop Vac filter runs $15 at Lowes and supposedly has a 0.3&nbsp;micron rating:   I'm game for cobbling together some connections to make it airtight if it can work. My question is this: would the Shop Vac filter be too restrictive? If it cuts down the airflow on an already marginal collector, then it wouldn't do me much good.  Also, would it matter that I'm pushing air through it in the reverse direction than what it was designed for? I could probably just wrap some screen or expanded metal around the outside of the filter pleats to support them so they don't get blown out. "
24,Is making this picture frame do-able?,"My wife would like me to build her a picture frame, but she has some requirements.   She wants it to look like metal.  (She apparently found a spray paint that makes it look metal). She wants the visible portion of the frame to be no more than 1/4"" wide.   (She basically wants a metal frame, but doesn't want to pay 60$ for it, since it's a custom size)  Now, here's my reservations with this....   If the visible portion of the frame is 1/4"" wide, that means the rabbet holding the picture/glass would be around 1/8"" - is this enough material to support the picture/glass? Again, if the rabbet is 1/8"" - That's REALLY thin material spanning from the front of the frame to the back of the frame.  I picture this not being thick enough to prevent breaking. I don't know if I have the tools and expertise to cut pieces this thin...  A 1/4"" piece with a 1/8"" rabbet?   My only possible solutions for this:   Use PVC trim pieces.  They may be able to withstand forces better, being only 1/8"" thick. Build the frame without a rabbet.  Use a router and a slot cutting bit to route out a slot in the frame - it doesn't necessarily need to be 1/8"" - just enough to keep the picture held in.  Fashion a slot at the top of the frame.  Instead of setting the picture in from the back, I'd drop it in from the top, which wouldn't be visible.   Thoughts? "
25,What happened here? Wood tension?,". It was originally straight. After I ripped it (resawed?) on the table saw, the pieces are no longer straight. The thinner piece is drastically worse than the thicker one as well.  Did I release tension in the wood when I cut it?   Any way to prevent this in the future other than cut thicker and plane it down?  "
26,Loft bed design,"So I am very much new to woodworking and I stupidly proclaimed to my housemates that I was going to build myself a loft bed. Obviously this ambition was met with a lot of ridicule and doubt so now my stubborn ass has no choice but to make this bed for better or for worse. I've researched as best I can and come up with a very messy preliminary design which I've had to make on ms paint as I don't really have the money to be paying for any actually good software, I was hoping you might be able to provide me with any tips/hints/improvements that could be made.   The wood I'm currently planning on using is 100mmx100mm 5th grade Scandinavian redwood for the 4 legs and then 50mmx100mm white fir for everything else (side note: could I get away with using the white fir for everything? The 100x100 legs are a significant expense which I figured is probably necessary but I'd love for someone to tell me I'm wrong hahaha) The length of the bed will be 190cm, width will be 135cm and height will be 136cm. The stupidly colourful diagrams below represent the corner joints - 1 is a birds eye view of the joint where the yellow is the leg, red is the rail and blue is the stretcher. 2 shows the view of the joint from the front and 3 is from the left (both with screws/bolts). For the middle stretchers I thought I'd just do a lap joint. I wasn't sure whether I should be using screws or bolts for this, is there generally a better or more appropriate choice of those two? I'm also still unsure on how best to join the horizontal and diagonal supports.  I know adding another horizontal support on the left side would increase stability as would adding a diagonal on the back - these are things I'm open to doing but would prefer to not as I have a wardrobe/chest of drawers on the left so a horizontal beam would be slightly inconvenient, and there's a window at the back which I'd prefer not to block with another diagonal if at all possible. Do you think these things are necessary or can I get away without them?  A few notes   I can't drill into the walls as I'm renting If possible I'd like to avoid using glue so I can take it apart when I have to move out and take it with me My current plan is to use plywood on top then put the mattress on that, does this make sense?? I haven't bought any of the wood or screws etc yet so open to change on anything really Please be nice/constructive I am aware I'm in way over my head lol but I'm going to attempt this even if it is going to be a disaster I'd just really like it to not be   Thanks in advance for your help! "
27,How to glue hardwood to plywood core door?,"I'd like to create a modern interior door. No rails/stiles. Just horizontal stacked panels stained. I plan to use maple or birch.  I don't want to use a paper-thin hardwood veneer plywood. I've read that gluing thicker wood to ply will lead to failure. So, how do engineered hardwood manufacturers manage to glue veneer 5/32"" thick to ply core?  How were slab doors done in the olden days done? Solid wood? If so, how did they avoid wood movement issues?  What's more likely to prevent warping: solid wood frame with mortise/tenon or say baltic ply core? "
28,how do you transfer diameter from caliper to cylinder?,"I'm trying to transfer a caliper diameter to the end face of a cylinder on my wood lathe. How do I determine that the caliper is centered in order for that diameter to be transferred?  For example I have a cylinder like this:    and calipers like this:    Say, hypothetically the cylinder has a diameter of 10 units. I want to mark the bounds of a smaller, 5 unit circle using the caliper. How would I do that in a way that's precisely centered?  If the question is unclear, please let me know and I can include more info "
29,Is this plane any good for anything?,"New to planes, so not sure. This is a cheap one. I get dust instead of shavings when I try it on a piece of dry wood. Is this because the blade is not sharp? Wrong angle of the blade?  Edit: dumbest mistake ever, I've put the blade the bevel up...  Now the plane is doing something, not perfect but probably if I know how to sharpen and adjust the blade properly (trued sharpening on a sheet of 250 grit sandpaper) it will be better.       "
30,How to plane boards to the same thickness,"What is the best way to plane boards to the same thickness?  I was recently using and researching a bit into bench-top planers like: [website]My first thought was there would be some minimum thickness ""stopper"" that could be locked in for a given project, and then I could start shaving a bit off a handful of boards until they reached that thickness.  It appears this and other planers don't offer such a feature (or have I just not found it)?  Thinking about another way to achieve the goal: it seems I could pass all boards through, lower the height of the cutter head, pass them all through again, lower again, and so on, with the final height being the same. That way seems like more work-especially if the starting thicknesses are significantly different. "
31,Do I need to use epoxy primer on fiberglass/epoxy before painting?,"I am building a stitch&amp;glue plywood boat that is coated with fiberglass and epoxy on the outside. I am trying to determine whenever I need to add epoxy primer on top of the epoxy coat before painting. The dealer who I bought the epoxy from says that it is not needed, as the resin he sold will act as a primer itself. I called another store, specializing in paints, and they say that I do need to buy epoxy primer from them to get a good grip for the paint.  I will be using two coats of polyurethane paint.  Can someone clear this up? Is there any practical difference between epoxy resin and epoxy primer? Do I really need to spend extra money on the expensive primer, when I still have lot of resin?  Thank you in advance! "
32,How to repair breakout at the intersection of two through-mortises (inside the joint)?,"I'm making the joint for the leg shown in the following diagram, using handtools. There are two intersecting through-mortises. A tall one (for the apron running topleft-bottomright in the picture), and a square one (running topright-bottomleft).    I have (incorrectly) started my joint with the tall through mortise first. I should have used a sacrificial piece to occupy the first mortise hole while working on the second, but I didn't, and my chisel blow has broken out maybe a 1/4"" chunk from the lower inner wall.        On the left, the overall view of the leg. On the right, inside view from right side (high-res here).     It didn't break off cleanly, so I removed the chips. On the picture on the right, I've drawn a rough polygonal outline of the breakout.  Can this hole be re-filled with something? Or should I just restart the leg? I considered making an epoxy or glue+dust fill, and re-chiselling around. "
33,Sourcing Wood for non-commercial DIY Projects,"Now to be honest this is specific to the UK, which if this site is anything like StackOverflow, means my question will soon be closed as ""too localised"". However, please consider that the UK is very small relative to the US for example, and sourcing wood is problematic as much original timber is hard to come by.  I'm looking for places to obtain plywood (reclaimed is fine if I can find large enough sheets), initially for shop projects. I'm only just starting out this new hobby and it strikes me that £40 for a sheet of plywood is fairly expensive for building basic cabinets etc.  Obviously I've looked at ""big box"" stores like Wickes, but all their stuff (timber and sheet) is rubbish from a combination of poor manufacturing and poor storage.  I've heard of Jericho's reclamation centre near Oxford, but that's a long way from me. Are there any tricks people know for obtaining wood more locally? Things like going to new housing estates and asking to purchase offcuts etc?  Many thanks in advance. "
34,Routing a through dado in a small piece of wood,"First of all, I might have used wrong term in a question title, not sure if what I need to do can really be called ""dado"". Feel free to correct me in that case.  Here is what I need to do:    Speaking about the left and right pieces of it, there is a thing which I referred as ""dado"" - some material removed to create a slot with a rounded end.  I'd like to ask you - what is the best and easiest way to do it? In which ways the way I'm going to go (described below) might be improved?  Here is my plan - use a router table with a straight bit and cut it with several passes in such way: 1) Set a small material removal (let's say 1mm above the table surface).  2) Set up a stop block on the left part of the fence not to cut through.  3) Set a feather stops before and after the bit to prevent kickback (as the detail I'm going to cut is quite small)  4) Enable the router, push the detail through from the right side until it reaches the stop block  5) Disable the router, only then remove a piece, rise the bit a little bit and repeat routing. Repeat this until I cut through.  I'm actually asking this question because I'm completely new to power router and not sure which operations are safe for me and which of it are safe for detail I'm working on. "
35,"Just realized our deck was built with CCA pressure treated wood, what shall we do to eliminate or reduce the harm?","I just learned that the green stuff overlapping the wood board is a pretty positive sign that the pressure treated wood contains arsenic. We just bought a house and didn't realize until now. The CCA woods are in lots of areas. Instead of replacing all of them, is there any effective way to reduce or eliminate the toxic? Perhaps paint them? Any suggestions of what kind of paint?  Thank you! "
36,Sharpening Stones for Chisels and Planes (the 1000th time),"A form of this question has, no doubt, been asked a 1,000 times, but I need some specific guidance.  As and early Father's Day present, my wife bought me a Veritas Mk. II Honing Guide. Maybe this little dude is overkill (maybe not, tho), as I have never sharpened anything in my life, but I have been fooling around with chisels and not a one has been sharper than a table knife's edge. So, I'm pretty excited!  Of course, a honing guide has to have sharpening stones, and that gets me to the root of my questions.  My daughters bought a Naniwa Economical Waterstone (3000 Grit) and a Naniwa Flattening Stone to go long with the Veritas. In the mean time, a friend gave me a BearMoo 3000/8000 whetstone. (Boy is there a great difference between BearMoo and Naniwa -- the latter kicks the bear's butt.)  Now, the chisels I have are mostly from the early 20th century. Some have been used by my forefathers and others by heavens only knows who. Consequently, their bevels are mostly off by several degrees and none has a micro bevel. That in mind, I'm sure a 3,000-grit waterstone isn't going to cut it.   ...which leaves me to wonder what stones I should buy, keeping in mind I can't break the bank on this purchase ($200)? I've been kicking around and come up with a plan, and I'd like some input on prospective/current sharpening media:   Buy four DMT 6"" Diamond Whetstones, the very course, course, fine, and extra fine. I believe these are 60, 45, 25, and 9 microns, equivalent to 220, ~300, ~400, and 1,000 grit waterstones. (I used this chart to determine rough equivalences between different media and their grits.) Use my 3,000-grit Naniwa and 8,000-grit BearMoo waterstones Use a buffalo-hide strop with green compound. (I bought this a little while back for a different reason than sharpening chisels and plane blades, but it should work, right?)   I like the idea of diamond whetstones because they don't need flattening, and I hear they take off metal more quickly than a waterstone would. They seem ideal for getting my chisel bevels to the correct angle.   The DMT stones are on sale so I can get those for ~[tex]50 per stone. However, the span of ""grit sizes"" seems awfully close together. I've not found any article that recommends going from 220 to 300 to 400 grit when sharpening chisel/plane blades, but maybe the ""equivalense"" chart is wrong about the comparison between microns and grit sizes.  If I were to buy just the 220/300-grit equivalent diamond stone, should I also get the 9-micron (1000-grit) diamond stone or would a Naniwa 1,000-grit waterstone be better? It seems like I would need one or the other.  I think the 3,000-grit, 8,000-grit waterstones and leather strop are all used for honing the blade. Since I already have these in hand, they are part of the ""plan."" I asssume I would go through the 3,000-grit waterstone when creating my primary bevel; however, do I need to use all three when finishing off my micro bevel?  Thanks for any insight/opinions. I'm really starting to feel overwhelmed by all the choices. "
37,Using a larger blade in a table saw (circular saw),"I am making my own table saw from a circular saw. While designing the lift cradle and box surround and my ex-circular saw which will be stripped down. So it will not have the guard.  My saw while made for a 235mm blades, can I put a 305mm blade when I need it?  Am I going to break my circular saw doing this? "
38,Working with Green wood,"Some friends of mine are getting married in the fall and I want to make them something more unique than a set of martini glasses.  I got this idea to make bookends for them out of solid blocks of green wood--something simple as I'm a relative novice, likely either cubes 4"" or so, or maybe longer blocks or rounds from a branch. My thinking is that as the wood dries, it will crack/warp, revealing a character that's unique to the block of wood and the environment in which it is kept. My basic question is, will this work?  I've never worked with green wood before and so I have a couple other questions:   Will blocks that big change the way I want them to? I understand that thinner boards will warp and crack, but will the changes on something this thick (4+ inches) be noticeable? Are there certain features of the wood (grain, location in the log, etc) that I should look for when picking out blocks to shape? Is there a way to sort of predict how the wood will change as it dries (everything I've seen is for planks, but I want to use something thicker)? Do certain woods have more movement than others? I'm located in the mid-Atlantic, and ideally it'd be something native to the region. Ideally, these pieces would be something that are constantly changing over the life of my friends' marriage, but I know that at some point the wood will become stable. Is there any way to slow the drying process down so that it takes years instead of months?   Has anyone done this sort of thing or worked with green wood and can give me some pointers/tips?    "
39,How flat is flat enough when laminating boards?,"I'm making a workbench top using 2x4s of douglas fir laminated face to face and a hand plane.  I know that the quality of the glue-up is going to be a function of the clamp strength, the flatness of the glue face, and the glue coverage.  The question is, how flat do I need the glued faces to be? I'm measuring with the corner of my plane across the boards at various points along the length and looking at the light that makes it through. But I'm not sure what is a ""flat enough"".  Any tips or rules of thumb? "
40,How do I fix a wobbly bench?,So I just finished building this bench:   [website]I like the bench everything came together really well and everything seems square. I built the full 8 foot bench and my concern is I have a slight wobble in it from left to right. I'm trying to figure out where to put some diagonal cross-braces and I'm not entirely sure where the best places would be. I'm pretty new to this woodworking thing so if I could get a little advice that be great. Thank you. 
41,Glue-up for butcher block-style countertop,"Background  I am working on a butcher block style countertop / tabletop, and am wondering how best to glue the wood together.  The countertop is unfinished maple hardwood floor, with the tongue / groove cut off, flipped on its side.  So, the final result will be about 1 3/4"" thick, mostly quarter sawn, 3/4"" width strips.  The final countertop will be 7' long and 20"" wide, with the wood running lengthwise.  (To clarify: I am calling it a tabletop / countertop, as I am not quite sure what to call it.  It will be installed on top of a half-height wall between the kitchen and hallway, and will be used as extra counter space, a serving area, and a 'breakfast bar'.  For extra support it will have three steel beams on the underside, with grooves for screws to allow for a bit of expansion across grain.  The ends will be finished with a breadboard end joint, although that is outside the scope of this question.)  For illustrative purposes, this is somewhat how the tabletop will look.  Each strip is 3/4"" wide:    I plan on the glued-up tabletop being longer than 7', and then trimming to length.  I will be using Titebond 3.  Question  My question is how to do the glue-up in such a way as to eliminate any gaps where I glue the strips end-to-end in a given row.  I am obviously going to be clamping width-wise (across the 20"" side), but am not sure how to clamp each row length-wise (across the 7' side).  I hope to do a handful of rows at a time (maybe 5 or so?), let them dry, then add more on.  Some Possibilities  Some possible answers I have come up with:   Make a clamping block that includes some sort of padding (styrofoam?) underneath a solid board, so that you can clamp 5-ish rows at a time without applying pressure only to the longest one.  My concern here is that I don't think styrofoam would provide enough pressure. Just push the rows together end-to-end while I am doing the side-to-side clamping, and rely on the side-to-side clamps to prevent any movement.  I don't think that this will work, as glue-ups are always slippery. Use a strip of rubber innertube that I use for guitar body glue-ups and individually wrap it around each row.  This is the most promising approach so far, IMHO - the rubber strip is very long, and should have no problems wrapping around the length of it 4 - 5 times.  My concern here is that I won't have time to get it wrapped up before the glue has started to set.  I suppose that starting with just a couple of rows to make sure I have time will be the answer there.   Thanks in advance for any suggestions!  Cheers  Edit after completion  Thanks to all the responders, I did the glue-up and things are looking good.  A few comments, in case it helps people in the future:   5 at a time was way too many.  3 was borderline too many; I found that 2 worked best. You need to plan your layout before gluing anything.  I laid out all the pieces to ensure that the butt joints were not aligned or too close to each other. I tested my first few end joint cuts for 90 degree, and they were perfect.  Unfortunately at some point after the first ones my miter saw must have gone out of square, and the later ones were slightly off.  Nothing too big, but enough for a 1/16 - 1/32"" gap in some places.  Sigh.  Wood filler has worked well for this though. As hard as I tried, I was unable to get the glue-up to be perfectly flat initially.  Some of the boards were slightly higher / lower than the others (not too bad, the worst was less than 1/8"", probably closer to 1/16"").  This meant that I needed to plane more than I would have liked. On the topic of planing, I got the surfaces flat with a toothed hand plane.  Only after it was flat did I use a belt sander to make it smooth.  My limited belt sander skills would not allow for me to get the surface flat if I had just used the sander... maybe others are better with the sander, but for me the plane was the way to go.  The toothed iron helped to avoid most of the tearout (laminations are very hard to plane due to the grain going every different direction). I did not end up using the steel bars - as commented by Martin, this this is already a beast.  The breadboard ends will help to prevent warping over time, and from a strength POV I could jump on it without it moving at all.   Here's some pictures:  During glue-up (the laid out pieces are on the left, and the glued pieces are in the clamps on the right):    Here's a closer look at one of the ends before finishing (not great for looking at the glue-up quality, but decent enough if you zoom in):    Applying finish:   "
