Index,title,body
10,Condoms in a care package: Parents advice,"Following a bit of advice in Meta, I wanted to ask for the advice that parents who have this experience (or know who has) what is best.  I am strictly not looking for opinions about whether this is right or wrong.  I am in an organization that happens to be religious and we are doing care packages for our outgoing seniors to college.  A lot of food and toothbrushes and things have been collected, and that's awesome.  I've spoken to my pastor and she said not only was it fine by her, and knowing the congregation, I believe it should be no problem.  Setting aside that preface, my question is: *how best to do this logistically for the kids (who are now adults).  The care packages are going to be received by mail, will include all sorts of food and things, but I want to include condoms as my contribution.  As parents, is there literature or packaging that should accompany these in the care packages?  These are going randomly to about 100 of our college students almost evenly split gender.  Caveats:   Enough food and clothing has been collected They don't expire until 2019 The recipients will be both adult men and women and I'm concerned about any embarrassment when the packages are opened around peers.   What, from a parent's personal experience, is the best way to include condoms in a college care package?  Instructions?  Put them in an envelope to avoid initial embarrassment? Do you think they would like instructions (condoms come with them and I can copy them and include it).  This question is not about whether it should be done (that has been established), it is about best logistics &amp; packaging, and your experience as a parent on this. "
11,"Is it possible to train a 3-month-old breastfed baby to sleep through the night? And if yes, how?","My wife is breastfeeding our 3-month-old baby. The baby will wake up every 2-3 hours to be fed. So she won't be sleeping through the night.  I wonder whether it is possible to train a 3-month-old breastfed baby to sleep through the night? If she can't sleep the whole night without waking up because she will be hungry, then at least can we reduce the frequency of feeding? Can we possibly train her to do that? My wife needs her sleep too.  "
12,How often should the cloth diaper be changed and how to know when it is the time to change the diapers?,"Infant will be on his bed, so how will I know that it is the time to change his diaper? Do I have to wait for his crying? Do I have to check every 15 minutes whether his diaper is wet or not?  These would be cloth diapers.    New question:     How to check the diaper every hour at night? Should I set an alarm after every hour to get up and check for wet diapers every night? What is a practical solution for this?  "
13,How to deal with a one year old who resists sitting in shopping cart?,"We have an 11-month-old boy who is very mobile (has been walking since 9 months) and now loves to play, run around, and climb on things. One problem we have is that when we're in the grocery store, he'll usually sit calmly in the cart at first but his state eventually deteriorates and he desperately wants to be unbuckled so that he can run around. We've tried to keep him preoccupied with food or toys, and it helps, but it usually doesn't last long.  We've started (perhaps mistakenly) to let him out and push the cart around in the store. (He also loves pushing his stroller around at the park or anything that has wheels really). It works for a while in terms of us being able to continue shopping, but eventually he gets bored and wants to run all over the store. This, of course, is not conducive to shopping, and he doesn't follow us around much; he just wants to run (i.e. top speed/max distance run). He really resists being put back into the cart (e.g., screams, flails, etc... an early tantrum maybe?).   Before taking him to the store we've tried making sure he    is not hungry has recently woken up from a nap yet has had some time to run around at home for a bit and has access to toys and things to distract him.   He shows similar behavior after being in his high chair for a while. Once he is done eating, he tries to get out of the seat, flails, and screams. We've tried teaching him some sign language (e.g., ""all done"") but he doesn't understand that this will get him out of his high chair much easier than screaming. Generally, it seems like he doesn't like to be restrained. He will sit in a stroller calmly for a while, but it's obvious that he really just wants to walk. Other than this problem, he is mostly very happy (e.g., smiles and laughs a lot, loves to play with us, be around other kids, etc.).  It seems like most questions and other internet resources on tantrums are geared toward toddlers, specifically 2-3 year olds. There's not much on one year olds, and the issues seems to be different. E.g., our son isn't upset that we're not buying him a toy or a candy bar, he just wants to walk around.  TLDR; How do we deal with a one year old who wants to walk/run around but needs to sit in a shopping cart?  "
14,My 7-year-old doesn't want to go to before-school childcare - how do I engage her with the opportunities in this situation?,"When I talk to my 7-year-old daughter about before school childcare, she says it is ""boring"" and ""doesn't have friends to talk to"".   My personal thoughts (not that this is necessarily helpful in a conversation with my daughter) is that boredom leads to creative thinking, and reflecting on the world.  I get that the situation is a bit dreary - what constructive things can I give to my daughter to make the best use of the time?  My question is: My 7-year-old daughter doesn't want to go to before-school childcare and dawdles making us an hour late  - how do I engage her with the opportunities in this situation? "
15,6 month old hitting her head on the floor when turning over onto her back,"She just learned how to turn from on-the-stomach to on-the back, but since she's still new at it, she would hit her head onto the floor on her way down (with a soft playmat on top, but still not that soft considering the floor beneath is wood).  Should I be concerned and stop her from doing so on her own? Can she suffer a concussion from hitting her head? "
16,What symptoms call for an immediate trip to the doctor?,"   Possible Duplicate:   How do you know when it is time to take a child to the Doctor?       As a new mother, I tend to be very worried. I'm always afraid I might be missing something, or not noticing an important symptom. I was wondering if there are symptoms that call for immediate contact with a doctor. For example, when I went for my first visit to my baby's pediatrician, she told me that if I ever see green in my baby's spit-up I should immediately call her. Are there any other signs I should look out for? I'd love to compile a list.  To start:   Green spitup High fever (Consistent) Projectile vomiting (a single isolated case is probably perfectly normal)  "
17,How to help a child understand length of time?,"My question stems from an article I read, which says      Parents are presenting a clear choice for the child. ... For example, “If you sit on the steps, it will be for 10 min. If you do not sit on the steps, you will have to stay in the house for the rest of the day, three more hours. Ten minutes is shorter than 3 h.” With younger children, some parents have drawn timelines for the child to illustrate, for example, how 10 min is shorter than 3 h.   And my question is, how do I illustrate that?   I've also seen that a 4 year old I know cannot grasp what 1 hour (or any amount of time for that matter) means for him. Yes, the hour hand moves from one number to another, but how long does it take to do that? Even adults sometimes lose track of time, and 1 hour may sometimes seem much longer or much shorter, but we have a basic understanding or expectation of what 1 hour feels like. We wouldn't look at the clock to see if 1 hour has passed yet, after just 2 minutes.  At what age will a child get a basic sense of how much time has passed or is yet to pass? How can parents help the child understand? "
18,"What are the natural ways to increase the blood, and the amniotic acids flow to the uterus during pregnancy?","That's the question.  What are the natural ways to increase the blood, and the amniotic acids flow to the uterus during pregnancy?  What should be the duration and intensity of the exercises (if any)?  "
19,Getting out of rewards for what kid does,"My 6-year old, 1st grade son started taking some language classes past August. This is a language we speak about 50% of the time home. These classes are pretty tough, teach reading, writing and speaking. The kid sees very little point in learning the language (especially reading and writing), as family and friends can speak to him in English. Still, he is doing pretty well in it, and I am confidant that he will move on to the next (intermediate) level.  However, to kick start the learning (back in August), I told him that he'll get a Xbox if he successfully finishes this year. My sense is that he is putting in the effort for the Xbox.   So, come June, he passes the final exam, he gets the Xbox and then what? I am wary of dangling another thing in front of him to go to the intermediate level. How do I convince him that he needs to continue learning?  As a note, this is the only instance where we offered a specific reward after one thing. Otherwise, our attitude will be, finish your work, you can watch TV/play with your friends once done - I do not know if you'd call that a reward. Of course, school has its own rewards stuff, over which we have no control. "
20,Pros and cons of C section (Cesarean) delivery?,"Are prenatal classes worth it?     +1 for mentioning the unexpected information about the c-section. No one wants to have a c-section with their first baby, but I know so many women who wound up having to have one and were so emotionally traumatized by the experience because they failed to consider the possibility beforehand. My best friend had some serious post-partum depression because of it.    This comment has received 3 upvotes.  Since I have myself chosen the C section type of delivery for my baby, I am curious to know why would this be termed ""traumatic""?  Of course this is a major surgery, but still it isn't the 1530 era where every person having a C section was bound to die.  My doctor has just told me that you'll be having a difficulty in doing heavy duty jobs for sometime but after that it'll be all fine.   What can be the reasons to be traumatized by a C section? Do I need to be wary to some side effects of any kind? "
21,How long should a 3 year old be sent to his room?,"Our son is almost 3 years old and he's been getting worse about talking back and not obeying our directions (such as ""put on your shoes"" or ""pick up your toys"").  We're thinking about implementing John Rosemond's ticket system where he gets 5 tickets per day and after he loses them all for 5 misbehaviors, he is sent to his room for the rest of his day.  The thing we're not sure about is whether is this an appropriate length punishment for an almost 3-year-old.  So my question is: Is an entire day too long for a 3-year-old to be sent to his room?  If so, what is a more appropriate length of time?  We were leaning towards starting with a 1 hour room punishment after losing 5 tickets.  And after that time is up, he gets 3 tickets back.  Subsequent loss of all tickets would result in perhaps a 2 hour timeout.  This is starting to seem a little too complicated, however.  Thoughts?  Right now he gets a 1-5 minute sit-down time-out for these types of misbehaviors, but he rarely seems to care at all.  Sometimes he even asks for a time-out in lieu of doing what he's told. "
22,"A stranger's child throws a piece of garbage onto the ground, out of sight of their parents. Should I say or do anything?","I am a male childless adult living in England.  I rarely interact with children.  Last weekend, I observed how a boy (perhaps 8 years old) threw a piece of garbage onto the ground, despite being metres away from a bin.  His parents (or at least, an adult couple who appeared to have that role) were just around the corner and did not see what happened, they appeared perhaps 5 seconds later.  In such a situation, should I do anything?  Some alternatives I could think of:   Do nothing, it is none of my business. Tell the child to pick up the garbage (clean streets are everybody's business).   Pick up the garbage myself and throw it away (it is not up to me to reprimand a stranger's child and it is not my immediate problem if he grows up throwing garbage onto the street). Pick up the garbage myself, hand it to the parents, saying I believe your child just dropped this on the ground or similar.  Might get me some strange looks. Tell the parents what just happened. Anything else?  "
23,Is it appropriate for parents to cry in front of their children?,"Sometimes a parent may be feeling sad (for whatever reason) and needs to cry.   Is it harmful, or could it even be good, to cry sometimes in front of your children? What does research say? "
24,Why do toddlers hate getting their face cleaned off with a wet washcloth and is there a better way?,"After every meal it’s a battle to wipe off my toddler’s face. He really fights it (This paints a pretty good picture). I’ve observed this to be quite common for toddlers. Is there an easier way to clean a toddler's face which is just as efficient? And why do they hate it so much?   I vaguely remember it as a child and yes it’s uncomfortable for a few seconds but I would think they would at least get accustomed to it just like they do with other uncomfortable things, like diaper changes.   "
25,Learning to propel oneself in a swing,"At what age do children generally learn to propel themselves in a swing? Is this something that they generally figure out on their own, or do parents/older siblings teach the skill? How do you teach it without personally demonstrating? (Swinging makes me dizzy, anymore.)  I can't remember how or when I learned. I do remember that I still much preferred the ""baby"" swing in preschool, but I don't know if I still needed to be pushed or not.  (My daughter is nearly 33 months old, and loves to be pushed in the swing. Incessantly. She's physically precocious and fearless, but doesn't generally follow instructions. I keep hoping anyway.) "
26,Making isolation not feel like a punishment,"My six year-old son is very extroverted, and prefers to play with someone.  My three year-old daughter is strong-willed but introverted, and prefers to play on her own.  When they play together, my son is very controlling trying to maintain my daughter's participation in his activity of choice, which inevitably leads to conflicts.  We are working on teaching him more sociable ways to play, but the bottom line is that in the mean time, playing together is very stressful on my daughter, and playing apart is very difficult for my son.  We give him several chances to make it work in the same room, but after that we usually end up making him play in his room for a while.  This gives respite to my daughter, but my son perceives it as a punishment.  To a certain degree, that's okay, since he is the instigator and the one invading his sister's space.  However, giving my daughter enough alone time makes my son's perceived punishment too harsh, but reducing the time apart to make the punishment reasonable doesn't give my daughter enough alone time.  So you can see our dilemma.  What ideas do people have for isolating an extremely extroverted child without him perceiving it as a punishment?  Put another way, how do you help an extremely extroverted child learn to enjoy playing on his own? "
27,Party games for the 4-th birthday,"We are organizing a big party for our 4-year old daughter. We rented a room, and expect 20-30 kids (most similar age) and the party is from 2pm to 5pm. What is the best way to manage the party (in terms of party games, toys, etc.), so that the kids are happy, and there are no casualties and property damage at the same time? What kind of party games would you propose for this age group?  Unfortunately there is pretty much nothing in the room, so we have to organize everything ourselves.  "
28,What would be a good kit for cardboard construction projects for a pre-teen?,I really enjoyed making things out of cardboard as a kid and my daughter (10) loves physical construction as well. Some of the things I'd like to provide her tools for :   Easily cutting cardboard    Klever Cutter (cost is about $3 ea. but I suspect they don't last long. Can't replace the blade. Skil powered cutter (downside: expensive and a bit more dangerous) Powered scissors  - Seems like the best option.  Connecting Cardboard. I'm thinking maybe brads.   What would be a good selection of materials and tools to provide my daughter that would allow her to make cardboard-based construction projects safely?  What level of supervision would be required given the materials recommended? 
29,How to plan/prepare for raising a child,"My partner and I are slowly getting ready to have a child. I think raising a child comes with great responsibility and I'd like to be well prepared.  I'd like to introduce my child to things such as a second language, music, coding etc as soon as possible.  However, I realized I don't even have the slightest idea on how to raise a baby. I've never been around babies for longer than a couple of hours.   How do I know when to feed, when to start teaching language, when to start teaching my child things in general?  How does one get to know these things? Many of the books etc seem so opinion based. Are there any good factual studies? Guides? "
30,What house rules are appropriate for pre-teens?,"As my kids grow, they need different limits. Right now, the house rules are reactionary as a result of something we didn't like happening. Things like, ""call home if you are going to be somewhere other than where you said you were going to be"" originated when my son told us he and his friend had gone to visit another friend without telling us in advance.   I would rather be proactive so that the boundaries are clear at the start. But I'm not sure what I need to have boundaries for! Be respectful and be safe need more detail.  What house rules are appropriate for pre-teens? And how did you arrive at these rules? "
31,How to ensure that necessary things get done when time is short?,"My question is based on the following assumptions:   I think that children learn by their success, if a certain behavior ""works"" to get what they want or not. In consequence: A child should never succeed getting something e. g. by screaming or a tantrum, as it otherwise has learned: ""If I'm screaming (or misbehaving) long enough, I'll finally get what I wanted.""   The problem: Often the child does not want to do what it is supposed to, maybe as it wants the freedom to decide itself what do to at what time.    This is not possible however, if there is not enough time to wait, e. g. in the morning if we have to go to nursery school to be there on time.  Recent example: Our son (3.5 years) does not want to brush his teeth and we only have some minutes left until we have to leave.    In the evening I just leave him alone in the bathroom and say ""call me if you are ready"" and some minutes later he calls me on his own to brush his teeth.    In the morning there is not enough time and if I am afraid if we just leave without brushing his teeth, he will learn that he just has to do everything slowly to avoid this unpleasing ""duty"".  A similar problem is getting ready on time: If I tell him, to put his clothes/shoes on... and he does not do it, what measures are there to motivate him to do it in time?   So how could I motivate him to support me without using force? "
32,How do my wife and I stop our son from learning to swear from us?,"My wife and I both tend to have... colorful language (for me it tends to be far worse when driving).  Our son just turned one, and is starting to become more verbal.  He's not quite at the point where he's repeating whatever we say, but it is just around the corner.  While I think that we're well equipped to explain to him what is and is not acceptable language, it will likely be a while before he is able to make that distinction.  While I generally consider profanity to be ""just words"", we'd rather avoid having issues with other parents or teachers.  What can my wife and I do to avoid our son picking up some of our more colorful vocabulary?  Slip ups will happen from time to time, at least until we can get used to the new restrictions.  How can we mitigate the damage of any lapses?  Are there any general strategies that can demonstrate proper behavior without causing confusion along the lines of ""do what we say, not what we do""? "
33,Should I be concerned about my daughter's behavior (or my wife's)? Trying to co-parent,"For reference, please see my previous question.  As a newly divorced father I have worries and I am not sure if I am making too much out of them or worrying about nothing. Getting some sleep at night would be nice as this weighs on my conscience every night.  To start, maybe not applicable to the conversion but worth noting my ex-wife does work, and has been on and off Prozac (currently back on for the last 2 years) and I have been noticing some strange behavior. Telling me something that did not happen, accusing me of not telling her stuff that did not happen, accusing me of losing or taking something my daughter had that she did not have.  Whenever I pick my daughter (now 4) up, her eyes always seem puffy like she has been crying or tired.  I see her once a month for the weekend.  I don't really notice any strangeness when she is with me, happy go lucky 4-year-old, likes to color, go to the park, go on walks, watch some TV, eat. I can tell you getting her to bed is a challenge, she is constantly up and down, drink, bathroom, more drink, story, bathroom again, before the end of the night you feel like you negotiated a peace treaty.  For the past year, every time I have to drop my daughter off, she cries as soon as we hit the street she lives on, sometimes it's just whining, sometimes crocodile tears, when I do drop her off, she will not shy away from her mother, doesn't really run to her, but is not in any sign of distress when she grabs her and carries her inside. A couple of times she has stood by car and cried and my ex had to come grab her.  The relationship between me and my ex-wife is stranded to say the least, she is constantly trying to trick me into signing stuff (sign off my rights, defaulting on the divorce, telling me she doesn't have a lawyer so I don't need one, etc.)   Based on what is given here should I be worried about anything? Not wanting this to turn into a wall of text, yes it is more a gut feeling that something is wrong, couple of things that stands out:  She doesn't want to go home and of course the crying when she has to.  When her mother does Skype with her when she is with me, my daughter does not want to talk and will run from the phone. I Skype with my daughter every Wednesday and as soon as she sees me she smiles and I try to talk to her but usually every time my daughter asks ""When are you going to come pick me up?""  I do discipline my daughter, maybe not the same way my ex-wife does or for the same things and my ex-wife tells me nothing on how when or where to do so.  I do not want to call Child Protective Services (CPS) I think that's maybe a little more drastic than what the situation calls for and I am not trying to make my relationship any worse with the ex. I am just wondering what if anything can be done? When I ask or question my ex about anything it will usually turn into a fight and gets nowhere and getting any info out of her about what she does in a given situation usually leads to ""You are the father figure it out"".  Just in case it is important, location Maryland USA. "
34,Is this diaper rash caused by starting on solids?,"My son is 5 months and just started solids last week. So far, so good, until today.   My wife just told me that she thinks our son is having a reaction to something he ate. She said that his BM had the look/consistency of peanut butter and that he has a very bad diaper rash (with some blistering). In the last 48 hours he has eaten a few bites each of Earth's Best apples (yesterday) and Earth's Best carrots (today).   Has anyone else seen something like this, with either Earth's Best brand or just with apples or carrots in general? If so, what did you do about it? "
35,"How can I make my preschool child brush his teeth, and similar mandatory tasks?","Most tasks and chores can be taught by letting the child experience consequences, because those consequences are mostly immediate and direct (e.g. not going to the playground if the child won't put on shoes). That's discussed in this question.  But some tasks are mandatory (like brushing the teeth in the morning, or other personal hygiene), but the negative consequence is neither immediate nor direct (e.g. possibly cavities after some months) and there might not be opportunity for removal of privileges before an extended separation from the parent (e.g. about to go to day care).   How do you deal with these mandatory tasks? How do you come up with suitable consequences that are both immediate and reasonably linked to the task?  "
36,"How do you gauge if a show, movie or story may be too frightening for your child?","My 2-and-a-half year old seems to be fond of shows that I would have expected to be too scary for someone his age.  He loves to watch R.L. Stine's Goosebumps (he was introduced to it at daycare by some of the older children), and gleefully watches some rather rough scenes of predation on nature shows and short youtube clips.  Not once has he ever showed signs of nightmares from watching this sort of stuff (although we try to keep viewing restricted to at least several hours before bedtime).  However, there clearly is a line for him, and he seems fully aware of it.  There have been some things we've watched where he says it is too scary, and asks to watch something different.  I'd rather not expose him to stuff that he considers too scary, even if he is good about telling me if something is too much.  Since that line between ""fun scary"" and ""too scary"" varies wildly from child to child (we have a 4 year old cousin, for example, who finds the music from Thomas and Friends too scary), how do you identify where the line is for a particular child?  Just because we haven't had problems with nightmares yet doesn't mean it can't become an issue.  I'd like to   Are there cues that can be used that don't rely on the child saying ""this is too much""?   "
37,How concerned should I be about husband's anger display around baby?,"My husband got angry at me during an argument yesterday and threw his keyboard (in shattered) and ripped down the whiteboard (may have thrown it, I don't know. We had left the room) on the wall and raged a bit more (I heard a few bangs, but doesn't appear to be more damage). I was holding my 9 month old (who screamed), but left the room and closed the door. I was a bit scared and I know my son was, but likely from reading my reaction. I calmly reassured him and played with him alone in the other room and he bounced back quickly, but it alarmed me.  Before baby, nothing like this had happened. About 6 months ago, husband threw and shattered a mug in anger during an argument, though.  I don't know how concerned I should be. Keeping my son safe is obviously my #1 priority.  I know he would not intentionally hurt either of us, but the display of rage is intimidating and frightening.  I am seeking professional help to try to help with my part of the communication problem. In this case, we had a disagreement and he started stonewalling, which is his usual. I normally can just let it go and let him cool off (sometimes takes a day or two), but yesterday, I was just tired of  like my concerns were being rug swept, and I kept on talking and  really raise my voice.  I know I need to work on my tone with him, because obviously, it triggers something for him, but I also know it is 100% his responsibility how he handles his anger when triggered. To me, throwing things seems like an unacceptable display of rage, particularly in front of the baby.  Yesterday, I was feeling triggered by his stonewalling and raised my voice. I know that was my responsibility, and when he told me to pause, I should have listened. Like I said, I am seeking therapy to learn how I can catch myself before raising my voice. I know I had a major part in the argument and it was disrespectful of me to continue talking, even when he was telling me to pause, as he clearly needed some time to cool off. And I also think raising my voice was probably inappropriate in front of the baby. But I feel like throwing stuff is over the line. I need some perspective.   In my family, we raised our voices, but never threw anything. I can't imagine that ever being acceptable in my family, and I would be ashamed to tell my family that my husband has done this and that I have stayed.  I think for him, raising voice must be a big trigger. I'll try to remember for the future. He was verbally and physically abused as a child and especially teen.  I've asked repeatedly for us to go to therapy and he refuses. I think we had some problems with communication before baby (me having a tendency to want to hash out the argument and quickly get through it, him straight up stonewalling on most disagreements), but baby has really highlighted it and made it much worse.  How concerned should I be? Now that baby is in the picture, he has often told me to shut up and called me stupid, called me a bitch Or told me to stop bitching (neither are acceptable to me, and my family would never have treated each other that way), and these two incidents of throwing things. When I talk to him calmly later about the names and the shut ups, he says it doesn't seem like a big deal to him. I haven't brought up the throwing stuff, but my guess is he will try to say it is my fault for continuing to talk/argue when he told me he wanted to stop (again, I realize I should have stopped, but I think he should have gone for a walk or something, anything, rather than fly into a scary rage like that).  I'm just concerned about our son seeing this as he grows. I was scared (I don't think he would intentionally hurt either of us, but I know plenty of people say that and end up in horrible situations...my sense is it would never be intentional, but it is intimidating...made me feel like I had no choice to shut up and get away so as not to be hurt by some random debris from his rage).   I don't want my son to grow up thinking it's ok to call names or throw things in anger. If husband won't seek help, is there any way he will get better, though?  I already am just like, well I 100% can never have an argument with him in front of our child again...which I think is unrealistic. My next thought it, well, I have to work really hard to own my way of handling the anger and work on healthy expression.  But it is like eggshells sometimes. He gets so moody, cranky and down right snappy with me about little things (not being able to tell him exactly which pocket the keys are in in the diaper bag, for example), and it feels quite disrespectful. At the same time, he seems overly concerned about me not showing him respect. As best I can tell, he interprets certain tones as disrespectful (i.e.:yesterday I was worried and he took it as being condescending, which started the argument), and seems to interpret any disagreement as disrespectful. I'm a smart woman, and if I disagree, I want to be able to tell him. I obviously need to consider my tone (it must be coming off differently than I intend), but I just feed like there are some big double standards on his part.  It's been a stressful year. Sorry for the long post. Can anyone offer any perspective/insight? Is my olnly option to end if? Am I blame shifting? He is a fantastic father otherwise and a pretty decent partner a good potion of the time. I want to believe we can work through this, but the blame-shifting, demonstration of rage and refusal to go to counseling with me have me worried. I want to do what is best for my baby.  "
38,Do babies want to be carried in order to develop their eyes?,"There have been a lot of questions on this site regarding the phenomenon of a baby needing to be not only held, but carried.  In my specific situation (7 weeks old baby), my baby wants to be held, in a stomach down position and carried around (simply holding is not enough, neither is carrying in another position).  I have read some research on the topic and have concluded the following:   When trouble is afoot and you need to get away quick a crying baby can be a liability. Hence evolution selected for babies, which keep cool, when the mother moves it from A to B. The baby is programmed in a way, that it is not enough to just hold it, you need to be moving while holding, for the instinct to kick in. This is a distinct feature. For example in cats, you only need to hold them by the scruff for the same feature to kick in.   However I think there might be another factor: Boredom. Since my baby wants to be 1) held 2) on its stomach (which gives it a good view) and 3) moving (changing scenery) boredom must be playing a factor here as well? Maybe babies, who are just developing their eyes, need to be carried in order to train their eyes?  Is there any research backing or disproving this? "
39,Putting a one year old in the crib and shutting door,"Will it hurt a one year olds development if the crib is used as a place to play with toys, turn cartoons on and shut the door as a way to keep them from under foot several times a day?  My grandbaby's daddy does this and I don't like it. I never put my babies in their crib unless ut was bedtime or naptime.  This bothers me and worries me at the same time.  Am I wrong to feel this way? "
40,5.5. month old not eating as well anymore,I have triplets and my bigger one has slowly been taking less and less and now the other two have surpassed him. His weight curve has also slowed down but nothing to be concerned about according to our pediatrician. I am bottle feeding. To put it in perspective - my other two have been eating on average 1100ml/day and this one is eating 980ml/day. This may seem like a lot but over time this is a considerably lower amount of calories.   I am just wondering if anyone else had a superstar eater turn into a ho-hum eater? Any suggestions? Thanks 
41,What are baby scissors for?,"We recently bought baby scissors (like shown here) and hoped to use it for cutting fingernails. These are not good for that. However, their name is not baby nail scissors so we should not expect them to be good for that purpose.  What are baby scissors good for?  Description on box: ""These baby scissors are made of stainless steel and have blunt tips to prevent injury. Slip-resistant handles ensure a firm grip while cutting. Includes protective cover for save and tidy storage. To clean, we recommend a clean, damp cloth. Do not clean in dishwasher. ..."" "
42,Are fidgets an effective tool for helping ADHD children focus?,"Fidgets are small toys or gadgets that can be twiddled, poked, and/or clicked. The idea was explained to me as giving fingers something to do that doesn't take much brain power, allowing an ADHD child to concentrate better by channeling their distraction into the fidget so they can listen to the teacher better.  My son is nine years old, in the 4th grade. I would like to explore this option in his 504 plan with the school, but first want to know it's going to actually be a concrete benefit, and make sure I'm exploring the right sorts of fidgets.  Is there scientific research that supports the utility of fidgets? Are some ADHD children more likely to benefit than others -- e.g., would a primarily-inattentive student be more or less helped by a fidget than a primarily-hyperactive student? "
43,Is that wrong to shake a bottle with baby formula milk?,"I've been told that when preparing a baby milk out of a powder it's important not to shake the bottle, but use gentle stirring to dissolve the formula. There were two reasons mentioned:   air bubbles will ""destroy"" vitamin A the bubbles will cause excessive burping    Does it make any sense? Personally I can't understand why bubbles would stay for longer than a couple of minutes inside of a liquid. Am I wrong? "
